clupea_harengus ENSCHAG00000027590
denticeps_clupeoides ENSDCDG00000002223
astyanax_mexicanus ENSAMXG00000015479
astyanax_mexicanus ENSAMXG00005003414
pygocentrus_nattereri ENSPNAG00000027691
ictalurus_punctatus ENSIPUG00000001255
electrophorus_electricus ENSEEEG00000015654
danio_rerio ENSDARG00000022970
cynoglossus_semilaevis ENSCSEG00000009641
takifugu_rubripes ENSTRUG00000012779
monopterus_albus ENSMALG00000001806
poecilia_formosa ENSPFOG00000023234
poecilia_mexicana ENSPMEG00000013074
poecilia_latipinna ENSPLAG00000020511
poecilia_reticulata ENSPREG00000017689
xiphophorus_couchianus ENSXCOG00000005188
xiphophorus_maculatus ENSXMAG00000006090
gambusia_affinis ENSGAFG00000005654
cyprinodon_variegatus ENSCVAG00000002301
fundulus_heteroclitus ENSFHEG00000009284
oryzias_latipes ENSORLG00000006381
oryzias_latipes ENSORLG00015001306
oryzias_latipes ENSORLG00020004364
oryzias_melastigma ENSOMEG00000016274
gouania_willdenowi ENSGWIG00000016952
amphiprion_ocellaris ENSAOCG00000004803
amphiprion_percula ENSAPEG00000002359
acanthochromis_polyacanthus ENSAPOG00000014466
stegastes_partitus ENSSPAG00000008625
lates_calcarifer ENSLCAG00010026371
kryptolebias_marmoratus ENSKMAG00000004676
larimichthys_crocea ENSLCRG00005013702
labrus_bergylta ENSLBEG00000024848
cottoperca_gobio ENSCGOG00000005211
gasterosteus_aculeatus ENSGACG00000002268
mola_mola ENSMMOG00000005270
periophthalmus_magnuspinnatus ENSPMGG00000020880
seriola_lalandi ENSSLDG00000003729
seriola_dumerili ENSSDUG00000017745
lates_calcarifer ENSLCAG00010009519
scophthalmus_maximus ENSSMAG00000019982
anabas_testudineus ENSATEG00000017189
betta_splendens ENSBSLG00000004873
mastacembelus_armatus ENSMAMG00000021972
pundamilia_nyererei ENSPNYG00000003295
haplochromis_burtoni ENSHBUG00000012326
astatotilapia_calliptera ENSACLG00000019468
maylandia_zebra ENSMZEG00005024133
neolamprologus_brichardi ENSNBRG00000024255
oreochromis_niloticus ENSONIG00000004935
amphilophus_citrinellus ENSACIG00000022436
parambassis_ranga ENSPRNG00000025349
hippocampus_comes ENSHCOG00000004627
gadus_morhua ENSGMOG00000001771
hucho_hucho ENSHHUG00000029562
esox_lucius ENSELUG00000020669
scleropages_formosus ENSSFOG00015014481
paramormyrops_kingsleyae ENSPKIG00000018276
erpetoichthys_calabaricus ENSECRG00000011664
pogona_vitticeps ENSPVIG00000022785
anolis_carolinensis ENSACAG00000010366
notechis_scutatus ENSNSUG00000001808
salvator_merianae ENSSMRG00000003908
sphenodon_punctatus ENSSPUG00000017843
gopherus_agassizii ENSGAGG00000007652
chelonoidis_abingdonii ENSCABG00000005119
chrysemys_picta ENSCPBG00000025755
ochotona_princeps ENSOPRG00000016648
echinops_telfairi ENSETEG00000018389
pan_paniscus ENSPPAG00000042444
pan_troglodytes ENSPTRG00000032568
gorilla_gorilla ENSGGOG00000016091
homo_sapiens ENSG00000100926
homo_sapiens ENSG00000254692
homo_sapiens ENSG00000259522
pongo_abelii ENSPPYG00000005689
nomascus_leucogenys ENSNLEG00000015344
piliocolobus_tephrosceles ENSPTEG00000020485
colobus_angolensis ENSCANG00000029500
rhinopithecus_roxellana ENSRROG00000042511
rhinopithecus_bieti ENSRBIG00000029944
theropithecus_gelada ENSTGEG00000022005
papio_anubis ENSPANG00000020367
chlorocebus_sabaeus ENSCSAG00000016003
cercocebus_atys ENSCATG00000036549
macaca_fascicularis ENSMFAG00000003053
macaca_mulatta ENSMMUG00000012493
macaca_nemestrina ENSMNEG00000037029
mandrillus_leucophaeus ENSMLEG00000042062
cebus_capucinus ENSCCAG00000032112
saimiri_boliviensis ENSSBOG00000020300
callithrix_jacchus ENSCJAG00000006911
aotus_nancymaae ENSANAG00000026895
carlito_syrichta ENSTSYG00000002692
propithecus_coquereli ENSPCOG00000019435
prolemur_simus ENSPSMG00000015487
microcebus_murinus ENSMICG00000001725
microcebus_murinus ENSMICG00000036867
otolemur_garnettii ENSOGAG00000010651
heterocephalus_glaber ENSHGLG00000002683
heterocephalus_glaber ENSHGLG00100002422
fukomys_damarensis ENSFDAG00000010294
chinchilla_lanigera ENSCLAG00000011295
octodon_degus ENSODEG00000002690
cavia_porcellus ENSCPOG00000014791
cavia_aperea ENSCAPG00000015934
urocitellus_parryii ENSUPAG00010009578
spermophilus_dauricus ENSSDAG00000022336
ictidomys_tridecemlineatus ENSSTOG00000002315
marmota_marmota ENSMMMG00000012090
mus_spicilegus ENSMSIG00000031123
mus_spretus MGP_SPRETEiJ_G0020195
mus_musculus ENSMUSG00000115232
mus_musculus ENSMUSG00000002320
mus_caroli MGP_CAROLIEiJ_G0019306
mus_pahari MGP_PahariEiJ_G0030323
rattus_norvegicus ENSRNOG00000019710
meriones_unguiculatus ENSMUGG00000008757
cricetulus_griseus ENSCGRG00001017143
cricetulus_griseus ENSCGRG00000008609
