manacus_vitellinus ENSMVIG00005018504
lepidothrix_coronata ENSLCOG00000013423
junco_hyemalis ENSJHYG00000002019
zonotrichia_albicollis ENSZALG00000012424
serinus_canaria ENSSCAG00000000669
taeniopygia_guttata ENSTGUG00000002228
lonchura_striata ENSLSDG00000016391
parus_major ENSPMJG00000002565
cyanistes_caeruleus ENSCCEG00000012887
ficedula_albicollis ENSFALG00000013591
melopsittacus_undulatus ENSMUNG00000006793
anser_brachyrhynchus ENSABRG00000007490
anas_platyrhynchos ENSAPLG00000006773
gallus_gallus ENSGALG00000040348
meleagris_gallopavo ENSMGAG00000004927
coturnix_japonica ENSCJPG00005011795
numida_meleagris ENSNMEG00000003147
calidris_pygmaea ENSCPGG00000000890
calidris_pugnax ENSCPUG00000002918
apteryx_haastii ENSAHAG00000011858
apteryx_rowi ENSARWG00000006032
apteryx_owenii ENSAOWG00000007529
dromaius_novaehollandiae ENSDNVG00000014954
nothoprocta_perdicaria ENSNPEG00000016064
crocodylus_porosus ENSCPRG00005013126
chelonoidis_abingdonii ENSCABG00000009568
gopherus_agassizii ENSGAGG00000008499
chrysemys_picta ENSCPBG00000009627
pelodiscus_sinensis ENSPSIG00000013180
pogona_vitticeps ENSPVIG00000001629
anolis_carolinensis ENSACAG00000005744
notechis_scutatus ENSNSUG00000019094
salvator_merianae ENSSMRG00000005524
sphenodon_punctatus ENSSPUG00000013010
chinchilla_lanigera ENSCLAG00000007561
octodon_degus ENSODEG00000012259
cavia_porcellus ENSCPOG00000002001
cavia_aperea ENSCAPG00000006484
heterocephalus_glaber ENSHGLG00000007334
heterocephalus_glaber ENSHGLG00100012216
fukomys_damarensis ENSFDAG00000006458
ictidomys_tridecemlineatus ENSSTOG00000020225
urocitellus_parryii ENSUPAG00010011097
marmota_marmota ENSMMMG00000006363
spermophilus_dauricus ENSSDAG00000014471
castor_canadensis ENSCCNG00000010368
dipodomys_ordii ENSDORG00000002628
mus_spicilegus ENSMSIG00000031874
mus_spretus MGP_SPRETEiJ_G0016970
mus_musculus ENSMUSG00000042302
mus_caroli MGP_CAROLIEiJ_G0016127
mus_pahari MGP_PahariEiJ_G0016763
rattus_norvegicus ENSRNOG00000008917
meriones_unguiculatus ENSMUGG00000025218
meriones_unguiculatus ENSMUGG00000025683
peromyscus_maniculatus ENSPEMG00000014061
microtus_ochrogaster ENSMOCG00000007287
cricetulus_griseus ENSCGRG00000007973
cricetulus_griseus ENSCGRG00001022633
cricetulus_griseus ENSCGRG00015027720
mesocricetus_auratus ENSMAUG00000000935
nannospalax_galili ENSNGAG00000022543
jaculus_jaculus ENSJJAG00000023917
oryctolagus_cuniculus ENSOCUG00000013563
ochotona_princeps ENSOPRG00000013096
tupaia_belangeri ENSTBEG00000013762
pan_troglodytes ENSPTRG00000011969
pan_paniscus ENSPPAG00000043965
homo_sapiens ENSG00000115504
gorilla_gorilla ENSGGOG00000034917
pongo_abelii ENSPPYG00000012377
nomascus_leucogenys ENSNLEG00000009764
piliocolobus_tephrosceles ENSPTEG00000022765
colobus_angolensis ENSCANG00000001616
rhinopithecus_roxellana ENSRROG00000030374
rhinopithecus_bieti ENSRBIG00000044571
macaca_fascicularis ENSMFAG00000043351
macaca_nemestrina ENSMNEG00000043070
macaca_mulatta ENSMMUG00000016668
theropithecus_gelada ENSTGEG00000009030
papio_anubis ENSPANG00000016912
cercocebus_atys ENSCATG00000030805
mandrillus_leucophaeus ENSMLEG00000031553
chlorocebus_sabaeus ENSCSAG00000014669
saimiri_boliviensis ENSSBOG00000027993
callithrix_jacchus ENSCJAG00000008586
cebus_capucinus ENSCCAG00000022934
aotus_nancymaae ENSANAG00000022884
carlito_syrichta ENSTSYG00000003022
propithecus_coquereli ENSPCOG00000013807
microcebus_murinus ENSMICG00000011224
prolemur_simus ENSPSMG00000004151
otolemur_garnettii ENSOGAG00000005236
