notamacropus_eugenii ENSMEUG00000000325
phascolarctos_cinereus ENSPCIG00000024102
sarcophilus_harrisii ENSSHAG00000016530
monodelphis_domestica ENSMODG00000014855
dipodomys_ordii ENSDORG00000001207
dipodomys_ordii ENSDORG00000026325
castor_canadensis ENSCCNG00000002296
marmota_marmota ENSMMMG00000020936
urocitellus_parryii ENSUPAG00010008234
spermophilus_dauricus ENSSDAG00000020866
jaculus_jaculus ENSJJAG00000015825
cricetulus_griseus ENSCGRG00015005043
cricetulus_griseus ENSCGRG00001011330
cricetulus_griseus ENSCGRG00000010209
microtus_ochrogaster ENSMOCG00000006989
peromyscus_maniculatus ENSPEMG00000024142
mus_spicilegus ENSMSIG00000026876
mus_spretus MGP_SPRETEiJ_G0017810
mus_musculus ENSMUSG00000020544
mus_caroli MGP_CAROLIEiJ_G0016964
mus_spicilegus ENSMSIG00000005493
mus_pahari MGP_PahariEiJ_G0018095
rattus_norvegicus ENSRNOG00000052096
meriones_unguiculatus ENSMUGG00000012573
mesocricetus_auratus ENSMAUG00000008185
nannospalax_galili ENSNGAG00000022170
heterocephalus_glaber ENSHGLG00100014196
heterocephalus_glaber ENSHGLG00000012128
fukomys_damarensis ENSFDAG00000007112
octodon_degus ENSODEG00000016069
octodon_degus ENSODEG00000019701
octodon_degus ENSODEG00000011833
octodon_degus ENSODEG00000000126
chinchilla_lanigera ENSCLAG00000013909
cavia_porcellus ENSCPOG00000008482
cavia_aperea ENSCAPG00000003451
pan_paniscus ENSPPAG00000040863
pan_troglodytes ENSPTRG00000009422
homo_sapiens ENSG00000166260
gorilla_gorilla ENSGGOG00000011627
pongo_abelii ENSPPYG00000008259
pongo_abelii ENSPPYG00000016975
nomascus_leucogenys ENSNLEG00000007990
pan_troglodytes ENSPTRG00000043233
pan_paniscus ENSPPAG00000039885
cercocebus_atys ENSCATG00000040653
papio_anubis ENSPANG00000022373
mandrillus_leucophaeus ENSMLEG00000038528
theropithecus_gelada ENSTGEG00000024241
macaca_nemestrina ENSMNEG00000020480
macaca_mulatta ENSMMUG00000010548
macaca_fascicularis ENSMFAG00000003883
chlorocebus_sabaeus ENSCSAG00000005536
colobus_angolensis ENSCANG00000033396
piliocolobus_tephrosceles ENSPTEG00000016363
rhinopithecus_roxellana ENSRROG00000030412
rhinopithecus_bieti ENSRBIG00000028111
cebus_capucinus ENSCCAG00000028998
saimiri_boliviensis ENSSBOG00000024452
callithrix_jacchus ENSCJAG00000011341
aotus_nancymaae ENSANAG00000031540
aotus_nancymaae ENSANAG00000027905
carlito_syrichta ENSTSYG00000004787
propithecus_coquereli ENSPCOG00000019400
prolemur_simus ENSPSMG00000008600
microcebus_murinus ENSMICG00000005225
microcebus_murinus ENSMICG00000029534
otolemur_garnettii ENSOGAG00000033893
oryctolagus_cuniculus ENSOCUG00000008473
ochotona_princeps ENSOPRG00000004138
capra_hircus ENSCHIG00000013529
ovis_aries ENSOARG00000004914
bos_taurus ENSBTAG00000007015
bos_mutus ENSBMUG00000000850
bison_bison ENSBBBG00000014791
bos_mutus ENSBMUG00000005774
capra_hircus ENSCHIG00000009285
tursiops_truncatus ENSTTRG00000011947
sus_scrofa ENSSSCG00000031433
equus_caballus ENSECAG00000015531
equus_asinus ENSEASG00005016863
pteropus_vampyrus ENSPVAG00000012981
myotis_lucifugus ENSMLUG00000007347
ursus_maritimus ENSUMAG00000020501
ursus_americanus ENSUAMG00000008993
ailuropoda_melanoleuca ENSAMEG00000014690
neovison_vison ENSNVIG00000012012
mustela_putorius ENSMPUG00000015403
canis_lupus ENSCAFG00000017347
canis_lupus ENSCAFG00020025550
vulpes_vulpes ENSVVUG00000011512
panthera_pardus ENSPPRG00000010750
panthera_tigris ENSPTIG00000009787
felis_catus ENSFCAG00000034565
erinaceus_europaeus ENSEEUG00000012537
tupaia_belangeri ENSTBEG00000006864
piliocolobus_tephrosceles ENSPTEG00000039547
dasypus_novemcinctus ENSDNOG00000047151
loxodonta_africana ENSLAFG00000011891
procavia_capensis ENSPCAG00000016071
dasypus_novemcinctus ENSDNOG00000014862
choloepus_hoffmanni ENSCHOG00000005379
echinops_telfairi ENSETEG00000017664
sorex_araneus ENSSARG00000003827
ornithorhynchus_anatinus ENSOANG00000007276
sphenodon_punctatus ENSSPUG00000012351
taeniopygia_guttata ENSTGUG00000009464
gopherus_agassizii ENSGAGG00000021353
chelonoidis_abingdonii ENSCABG00000005279
chrysemys_picta ENSCPBG00000004303
pelodiscus_sinensis ENSPSIG00000015982
crocodylus_porosus ENSCPRG00005002196
anolis_carolinensis ENSACAG00000017410
pogona_vitticeps ENSPVIG00000001374
notechis_scutatus ENSNSUG00000005219
notechis_scutatus ENSNSUG00000005221
salvator_merianae ENSSMRG00000021635
anser_brachyrhynchus ENSABRG00000006623
anas_platyrhynchos ENSAPLG00000019353
coturnix_japonica ENSCJPG00005021411
gallus_gallus ENSGALG00000027190
numida_meleagris ENSNMEG00000006642
taeniopygia_guttata ENSTGUG00000009463
apteryx_owenii ENSAOWG00000003008
apteryx_haastii ENSAHAG00000010863
apteryx_rowi ENSARWG00000007786
dromaius_novaehollandiae ENSDNVG00000011574
nothoprocta_perdicaria ENSNPEG00000004080
calidris_pugnax ENSCPUG00000001943
calidris_pygmaea ENSCPGG00000000767
melopsittacus_undulatus ENSMUNG00000000560
lepidothrix_coronata ENSLCOG00000001054
manacus_vitellinus ENSMVIG00005011266
serinus_canaria ENSSCAG00000014401
cyanistes_caeruleus ENSCCEG00000016845
junco_hyemalis ENSJHYG00000012931
zonotrichia_albicollis ENSZALG00000017556
parus_major ENSPMJG00000018093
ficedula_albicollis ENSFALG00000002262
lonchura_striata ENSLSDG00000015207
xenopus_tropicalis ENSXETG00000023638
seriola_lalandi ENSSLDG00000016865
seriola_dumerili ENSSDUG00000015297
scophthalmus_maximus ENSSMAG00000013126
labrus_bergylta ENSLBEG00000028655
labrus_bergylta ENSLBEG00000005110
mola_mola ENSMMOG00000009207
gasterosteus_aculeatus ENSGACG00000010135
poecilia_formosa ENSPFOG00000005270
poecilia_mexicana ENSPMEG00000015848
poecilia_latipinna ENSPLAG00000006750
poecilia_reticulata ENSPREG00000015961
xiphophorus_couchianus ENSXCOG00000006946
xiphophorus_maculatus ENSXMAG00000016918
gambusia_affinis ENSGAFG00000015442
fundulus_heteroclitus ENSFHEG00000019943
cyprinodon_variegatus ENSCVAG00000020133
kryptolebias_marmoratus ENSKMAG00000008564
oryzias_latipes ENSORLG00020015187
oryzias_latipes ENSORLG00015012944
oryzias_latipes ENSORLG00000014916
oryzias_melastigma ENSOMEG00000019576
maylandia_zebra ENSMZEG00005012984
astatotilapia_calliptera ENSACLG00000017759
pundamilia_nyererei ENSPNYG00000011248
haplochromis_burtoni ENSHBUG00000007025
neolamprologus_brichardi ENSNBRG00000001972
oreochromis_niloticus ENSONIG00000019087
amphilophus_citrinellus ENSACIG00000023250
amphiprion_ocellaris ENSAOCG00000004468
amphiprion_percula ENSAPEG00000010613
acanthochromis_polyacanthus ENSAPOG00000002530
stegastes_partitus ENSSPAG00000009152
takifugu_rubripes ENSTRUG00000021989
tetraodon_nigroviridis ENSTNIG00000003571
cynoglossus_semilaevis ENSCSEG00000001852
mastacembelus_armatus ENSMAMG00000010086
monopterus_albus ENSMALG00000013167
anabas_testudineus ENSATEG00000013113
hippocampus_comes ENSHCOG00000019584
periophthalmus_magnuspinnatus ENSPMGG00000007480
gadus_morhua ENSGMOG00000004850
esox_lucius ENSELUG00000022979
pygocentrus_nattereri ENSPNAG00000013301
astyanax_mexicanus ENSAMXG00000035974
ictalurus_punctatus ENSIPUG00000012474
danio_rerio ENSDARG00000061004
scleropages_formosus ENSSFOG00015023188
paramormyrops_kingsleyae ENSPKIG00000010637
lepisosteus_oculatus ENSLOCG00000012222
latimeria_chalumnae ENSLACG00000014102
petromyzon_marinus ENSPMAG00000002046
eptatretus_burgeri ENSEBUG00000007601
piliocolobus_tephrosceles ENSPTEG00000019023
piliocolobus_tephrosceles ENSPTEG00000005153
drosophila_melanogaster FBgn0051648
caenorhabditis_elegans WBGene00010437
saccharomyces_cerevisiae YPL132W
