denticeps_clupeoides ENSDCDG00000026264
clupea_harengus ENSCHAG00000020188
astyanax_mexicanus ENSAMXG00005021953
astyanax_mexicanus ENSAMXG00000009654
pygocentrus_nattereri ENSPNAG00000002478
electrophorus_electricus ENSEEEG00000002504
danio_rerio ENSDARG00000076787
hucho_hucho ENSHHUG00000022851
esox_lucius ENSELUG00000020959
seriola_dumerili ENSSDUG00000009828
seriola_lalandi ENSSLDG00000006007
lates_calcarifer ENSLCAG00010001397
monopterus_albus ENSMALG00000010314
anabas_testudineus ENSATEG00000006393
tetraodon_nigroviridis ENSTNIG00000005217
takifugu_rubripes ENSTRUG00000001096
larimichthys_crocea ENSLCRG00005020616
cottoperca_gobio ENSCGOG00000001212
labrus_bergylta ENSLBEG00000019440
labrus_bergylta ENSLBEG00000009246
scophthalmus_maximus ENSSMAG00000017533
amphiprion_percula ENSAPEG00000001317
amphiprion_ocellaris ENSAOCG00000005404
acanthochromis_polyacanthus ENSAPOG00000018538
stegastes_partitus ENSSPAG00000007595
poecilia_mexicana ENSPMEG00000012924
poecilia_formosa ENSPFOG00000016607
poecilia_reticulata ENSPREG00000015617
xiphophorus_maculatus ENSXMAG00000019351
xiphophorus_couchianus ENSXCOG00000014048
gambusia_affinis ENSGAFG00000014566
poecilia_latipinna ENSPLAG00000003929
cyprinodon_variegatus ENSCVAG00000007206
fundulus_heteroclitus ENSFHEG00000008644
kryptolebias_marmoratus ENSKMAG00000018996
astatotilapia_calliptera ENSACLG00000016580
haplochromis_burtoni ENSHBUG00000005702
maylandia_zebra ENSMZEG00005007824
pundamilia_nyererei ENSPNYG00000015232
neolamprologus_brichardi ENSNBRG00000007317
oreochromis_niloticus ENSONIG00000005320
amphilophus_citrinellus ENSACIG00000010378
parambassis_ranga ENSPRNG00000003876
mola_mola ENSMMOG00000020034
mola_mola ENSMMOG00000020032
mastacembelus_armatus ENSMAMG00000011938
oryzias_latipes ENSORLG00020010130
oryzias_latipes ENSORLG00000028836
oryzias_latipes ENSORLG00015003793
oryzias_melastigma ENSOMEG00000012219
periophthalmus_magnuspinnatus ENSPMGG00000008038
scleropages_formosus ENSSFOG00015010626
paramormyrops_kingsleyae ENSPKIG00000011009
lepisosteus_oculatus ENSLOCG00000007459
erpetoichthys_calabaricus ENSECRG00000009922
latimeria_chalumnae ENSLACG00000002816
vombatus_ursinus ENSVURG00010002455
vombatus_ursinus ENSVURG00010014342
notamacropus_eugenii ENSMEUG00000003364
phascolarctos_cinereus ENSPCIG00000011675
sarcophilus_harrisii ENSSHAG00000010052
monodelphis_domestica ENSMODG00000019535
canis_lupus ENSCAFG00000006861
canis_lupus ENSCAFG00020003975
vulpes_vulpes ENSVVUG00000008122
ursus_americanus ENSUAMG00000021961
ursus_maritimus ENSUMAG00000001202
ailuropoda_melanoleuca ENSAMEG00000014090
neovison_vison ENSNVIG00000010246
mustela_putorius ENSMPUG00000017932
panthera_pardus ENSPPRG00000008881
panthera_tigris ENSPTIG00000015235
felis_catus ENSFCAG00000025365
pteropus_vampyrus ENSPVAG00000002250
bos_mutus ENSBMUG00000016032
bos_taurus ENSBTAG00000021811
bos_indicus ENSBIXG00005024442
bos_indicus ENSBIXG00000020810
capra_hircus ENSCHIG00000018246
bison_bison ENSBBBG00000009694
ovis_aries ENSOARG00000018898
tursiops_truncatus ENSTTRG00000009669
vicugna_pacos ENSVPAG00000007331
sus_scrofa ENSSSCG00000007198
equus_caballus ENSECAG00000009211
equus_asinus ENSEASG00005003574
propithecus_coquereli ENSPCOG00000016480
microcebus_murinus ENSMICG00000014317
prolemur_simus ENSPSMG00000000838
