chrysemys_picta_bellii ENSCPBG00000006320
gopherus_agassizii ENSGAGG00000006234
pelodiscus_sinensis ENSPSIG00000003808
apteryx_rowi ENSARWG00000018572
apteryx_owenii ENSAOWG00000010805
apteryx_haastii ENSAHAG00000016205
dromaius_novaehollandiae ENSDNVG00000019116
anser_brachyrhynchus ENSABRG00000022909
anas_platyrhynchos_platyrhynchos ENSAPLG00000012762
gallus_gallus ENSGALG00000007003
meleagris_gallopavo ENSMGAG00000005416
numida_meleagris ENSNMEG00000006598
calidris_pygmaea ENSCPGG00000003610
calidris_pugnax ENSCPUG00000011550
sphenodon_punctatus ENSSPUG00000014237
ornithorhynchus_anatinus ENSOANG00000013201
