scleropages_formosus ENSSFOG00015024092
paramormyrops_kingsleyae ENSPKIG00000022537
amphiprion_ocellaris ENSAOCG00000003258
amphiprion_percula ENSAPEG00000023904
acanthochromis_polyacanthus ENSAPOG00000012370
stegastes_partitus ENSSPAG00000003051
maylandia_zebra ENSMZEG00005027637
pundamilia_nyererei ENSPNYG00000020578
astatotilapia_calliptera ENSACLG00000009136
haplochromis_burtoni ENSHBUG00000002604
neolamprologus_brichardi ENSNBRG00000011851
oreochromis_niloticus ENSONIG00000008346
amphilophus_citrinellus ENSACIG00000015221
fundulus_heteroclitus ENSFHEG00000010831
cyprinodon_variegatus ENSCVAG00000020914
gambusia_affinis ENSGAFG00000001177
xiphophorus_maculatus ENSXMAG00000029098
poecilia_formosa ENSPFOG00000004271
poecilia_mexicana ENSPMEG00000017815
poecilia_latipinna ENSPLAG00000012784
poecilia_reticulata ENSPREG00000014919
kryptolebias_marmoratus ENSKMAG00000021809
oryzias_latipes ENSORLG00020011216
oryzias_latipes_asm223469v1 ENSORLG00015004091
oryzias_latipes ENSORLG00000025866
oryzias_melastigma ENSOMEG00000015858
cynoglossus_semilaevis ENSCSEG00000012280
labrus_bergylta ENSLBEG00000015598
seriola_dumerili ENSSDUG00000021033
seriola_lalandi_dorsalis ENSSLDG00000016652
scophthalmus_maximus ENSSMAG00000011701
monopterus_albus ENSMALG00000007436
mastacembelus_armatus ENSMAMG00000001991
anabas_testudineus ENSATEG00000013554
gasterosteus_aculeatus ENSGACG00000006120
mola_mola ENSMMOG00000012787
hippocampus_comes ENSHCOG00000018454
takifugu_rubripes ENSTRUG00000008399
tetraodon_nigroviridis ENSTNIG00000013703
periophthalmus_magnuspinnatus ENSPMGG00000005967
gadus_morhua ENSGMOG00000004272
esox_lucius ENSELUG00000004933
pygocentrus_nattereri ENSPNAG00000018896
astyanax_mexicanus ENSAMXG00000014794
ictalurus_punctatus ENSIPUG00000013471
mola_mola ENSMMOG00000016335
labrus_bergylta ENSLBEG00000025328
amphiprion_ocellaris ENSAOCG00000003162
amphiprion_percula ENSAPEG00000012537
acanthochromis_polyacanthus ENSAPOG00000012210
stegastes_partitus ENSSPAG00000007827
xiphophorus_maculatus ENSXMAG00000006616
xiphophorus_couchianus ENSXCOG00000011439
gambusia_affinis ENSGAFG00000017357
poecilia_latipinna ENSPLAG00000023966
poecilia_formosa ENSPFOG00000004301
poecilia_mexicana ENSPMEG00000016702
poecilia_reticulata ENSPREG00000023241
fundulus_heteroclitus ENSFHEG00000000816
cyprinodon_variegatus ENSCVAG00000005853
kryptolebias_marmoratus ENSKMAG00000007844
seriola_dumerili ENSSDUG00000018252
seriola_lalandi_dorsalis ENSSLDG00000014011
scophthalmus_maximus ENSSMAG00000000389
tetraodon_nigroviridis ENSTNIG00000009330
takifugu_rubripes ENSTRUG00000017812
gasterosteus_aculeatus ENSGACG00000015823
cynoglossus_semilaevis ENSCSEG00000019167
periophthalmus_magnuspinnatus ENSPMGG00000005990
pundamilia_nyererei ENSPNYG00000014017
astatotilapia_calliptera ENSACLG00000002830
maylandia_zebra ENSMZEG00005013786
haplochromis_burtoni ENSHBUG00000012306
neolamprologus_brichardi ENSNBRG00000010077
oreochromis_niloticus ENSONIG00000005825
amphilophus_citrinellus ENSACIG00000002162
oryzias_latipes ENSORLG00000008259
oryzias_latipes ENSORLG00020008761
oryzias_latipes_asm223469v1 ENSORLG00015006179
oryzias_melastigma ENSOMEG00000000028
mastacembelus_armatus ENSMAMG00000021080
monopterus_albus ENSMALG00000021596
anabas_testudineus ENSATEG00000003077
hippocampus_comes ENSHCOG00000003574
gadus_morhua ENSGMOG00000015575
esox_lucius ENSELUG00000013223
astyanax_mexicanus ENSAMXG00000040564
pygocentrus_nattereri ENSPNAG00000020715
ictalurus_punctatus ENSIPUG00000023133
danio_rerio ENSDARG00000053480
lepisosteus_oculatus ENSLOCG00000013583
xenopus_tropicalis ENSXETG00000016307
