notamacropus_eugenii ENSMEUG00000003457
phascolarctos_cinereus ENSPCIG00000012282
monodelphis_domestica ENSMODG00000006217
monodelphis_domestica ENSMODG00000006208
sarcophilus_harrisii ENSSHAG00000004998
dipodomys_ordii ENSDORG00000024440
erinaceus_europaeus ENSEEUG00000009795
mus_spicilegus ENSMSIG00000014729
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032930
mus_musculus ENSMUSG00000054141
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031810
mus_pahari MGP_PahariEiJ_G0014686
rattus_norvegicus ENSRNOG00000006428
meriones_unguiculatus ENSMUGG00000024143
cricetulus_griseus_crigri ENSCGRG00000019168
cricetulus_griseus_crigri-picr ENSCGRG00015023615
cricetulus_griseus_chok1gshd ENSCGRG00001000820
microtus_ochrogaster ENSMOCG00000006062
peromyscus_maniculatus_bairdii ENSPEMG00000002356
nannospalax_galili ENSNGAG00000014725
castor_canadensis ENSCCNG00000025560
cavia_porcellus ENSCPOG00000001789
cavia_aperea ENSCAPG00000012132
octodon_degus ENSODEG00000020403
chinchilla_lanigera ENSCLAG00000017321
ictidomys_tridecemlineatus ENSSTOG00000033217
urocitellus_parryii ENSUPAG00010005635
spermophilus_dauricus ENSSDAG00000019993
marmota_marmota_marmota ENSMMMG00000021783
oryctolagus_cuniculus ENSOCUG00000016617
ochotona_princeps ENSOPRG00000000909
prolemur_simus ENSPSMG00000022308
microcebus_murinus ENSMICG00000046584
otolemur_garnettii ENSOGAG00000024420
chlorocebus_sabaeus ENSCSAG00000018832
theropithecus_gelada ENSTGEG00000022837
piliocolobus_tephrosceles ENSPTEG00000031811
homo_sapiens ENSG00000170929
pongo_abelii ENSPPYG00000009517
callithrix_jacchus ENSCJAG00000022913
tupaia_belangeri ENSTBEG00000001070
equus_caballus ENSECAG00000002932
equus_asinus_asinus ENSEASG00005002179
pteropus_vampyrus ENSPVAG00000003216
sus_scrofa ENSSSCG00000039386
vicugna_pacos ENSVPAG00000007244
capra_hircus ENSCHIG00000004337
ovis_aries ENSOARG00000016345
bison_bison_bison ENSBBBG00000018354
bos_taurus ENSBTAG00000035399
bos_mutus ENSBMUG00000026609
bos_taurus ENSBTAG00000054369
bison_bison_bison ENSBBBG00000018350
capra_hircus ENSCHIG00000004140
canis_lupus_dingo ENSCAFG00020023355
canis_lupus_familiaris ENSCAFG00000030401
vulpes_vulpes ENSVVUG00000028272
neovison_vison ENSNVIG00000018841
mustela_putorius_furo ENSMPUG00000019710
ailuropoda_melanoleuca ENSAMEG00000018685
neovison_vison ENSNVIG00000018844
panthera_tigris_altaica ENSPTIG00000002032
panthera_pardus ENSPPRG00000015914
felis_catus ENSFCAG00000042680
felis_catus ENSFCAG00000030104
loxodonta_africana ENSLAFG00000028664
echinops_telfairi ENSETEG00000013483
dasypus_novemcinctus ENSDNOG00000002506
choloepus_hoffmanni ENSCHOG00000006987
ornithorhynchus_anatinus ENSOANG00000016065
