astyanax_mexicanus ENSAMXG00000003231
pygocentrus_nattereri ENSPNAG00000012361
ictalurus_punctatus ENSIPUG00000016126
danio_rerio ENSDARG00000101961
esox_lucius ENSELUG00000012559
paramormyrops_kingsleyae ENSPKIG00000006009
scleropages_formosus ENSSFOG00015019459
lepisosteus_oculatus ENSLOCG00000010714
cynoglossus_semilaevis ENSCSEG00000020646
fundulus_heteroclitus ENSFHEG00000005466
takifugu_rubripes ENSTRUG00000000875
scophthalmus_maximus ENSSMAG00000005483
monopterus_albus ENSMALG00000013916
mola_mola ENSMMOG00000001495
seriola_lalandi ENSSLDG00000007391
seriola_dumerili ENSSDUG00000000672
labrus_bergylta ENSLBEG00000023739
mastacembelus_armatus ENSMAMG00000000589
anabas_testudineus ENSATEG00000016449
gasterosteus_aculeatus ENSGACG00000019560
xiphophorus_couchianus ENSXCOG00000010102
poecilia_mexicana ENSPMEG00000015059
xiphophorus_maculatus ENSXMAG00000022862
poecilia_latipinna ENSPLAG00000008396
gambusia_affinis ENSGAFG00000019574
poecilia_reticulata ENSPREG00000004677
fundulus_heteroclitus ENSFHEG00000021044
cyprinodon_variegatus ENSCVAG00000019664
kryptolebias_marmoratus ENSKMAG00000008085
amphiprion_percula ENSAPEG00000017771
amphiprion_ocellaris ENSAOCG00000024575
acanthochromis_polyacanthus ENSAPOG00000004338
stegastes_partitus ENSSPAG00000004146
haplochromis_burtoni ENSHBUG00000003275
astatotilapia_calliptera ENSACLG00000025749
maylandia_zebra ENSMZEG00005017279
astatotilapia_calliptera ENSACLG00000006974
pundamilia_nyererei ENSPNYG00000005368
oreochromis_niloticus ENSONIG00000017475
neolamprologus_brichardi ENSNBRG00000006156
amphilophus_citrinellus ENSACIG00000022356
oryzias_latipes ENSORLG00020008090
oryzias_latipes ENSORLG00015016972
oryzias_latipes ENSORLG00000020624
oryzias_melastigma ENSOMEG00000011045
hippocampus_comes ENSHCOG00000013486
periophthalmus_magnuspinnatus ENSPMGG00000017674
tetraodon_nigroviridis ENSTNIG00000005836
manacus_vitellinus ENSMVIG00005003162
meleagris_gallopavo ENSMGAG00000004770
coturnix_japonica ENSCJPG00005008633
gallus_gallus ENSGALG00000010201
numida_meleagris ENSNMEG00000014277
anser_brachyrhynchus ENSABRG00000020306
lepidothrix_coronata ENSLCOG00000001843
manacus_vitellinus ENSMVIG00005019175
