pan_paniscus ENSPPAG00000031626
pan_troglodytes ENSPTRG00000049949
pan_troglodytes ENSPTRG00000019485
homo_sapiens ENSG00000085514
gorilla_gorilla ENSGGOG00000005357
pongo_abelii ENSPPYG00000017409
nomascus_leucogenys ENSNLEG00000011714
mandrillus_leucophaeus ENSMLEG00000044058
cercocebus_atys ENSCATG00000030910
theropithecus_gelada ENSTGEG00000010638
papio_anubis ENSPANG00000025452
macaca_fascicularis ENSMFAG00000000650
macaca_mulatta ENSMMUG00000043070
macaca_nemestrina ENSMNEG00000033169
chlorocebus_sabaeus ENSCSAG00000017890
colobus_angolensis ENSCANG00000028961
piliocolobus_tephrosceles ENSPTEG00000025062
rhinopithecus_roxellana ENSRROG00000045175
rhinopithecus_bieti ENSRBIG00000012235
homo_sapiens ENSG00000121716
pan_troglodytes ENSPTRG00000019484
pongo_abelii ENSPPYG00000017408
macaca_nemestrina ENSMNEG00000041668
macaca_mulatta ENSMMUG00000018408
mandrillus_leucophaeus ENSMLEG00000007163
theropithecus_gelada ENSTGEG00000010664
papio_anubis ENSPANG00000031519
rhinopithecus_bieti ENSRBIG00000034130
rhinopithecus_roxellana ENSRROG00000037504
piliocolobus_tephrosceles ENSPTEG00000025086
cercocebus_atys ENSCATG00000044399
cebus_capucinus ENSCCAG00000021027
saimiri_boliviensis ENSSBOG00000036253
aotus_nancymaae ENSANAG00000029010
callithrix_jacchus ENSCJAG00000015373
carlito_syrichta ENSTSYG00000028343
neovison_vison ENSNVIG00000000768
