scophthalmus_maximus ENSSMAG00000015724
cynoglossus_semilaevis ENSCSEG00000006935
mastacembelus_armatus ENSMAMG00000023361
periophthalmus_magnuspinnatus ENSPMGG00000001761
oryzias_latipes ENSORLG00000023810
oryzias_latipes_asm223469v1 ENSORLG00015008863
oryzias_latipes ENSORLG00020019243
oryzias_melastigma ENSOMEG00000010649
kryptolebias_marmoratus ENSKMAG00000018538
acanthochromis_polyacanthus ENSAPOG00000000500
amphiprion_ocellaris ENSAOCG00000017180
stegastes_partitus ENSSPAG00000008955
astatotilapia_calliptera ENSACLG00000027821
haplochromis_burtoni ENSHBUG00000013246
labrus_bergylta ENSLBEG00000024893
gadus_morhua ENSGMOG00000018312
esox_lucius ENSELUG00000016598
pygocentrus_nattereri ENSPNAG00000023177
astyanax_mexicanus ENSAMXG00000033749
danio_rerio ENSDARG00000076831
paramormyrops_kingsleyae ENSPKIG00000005591
lepisosteus_oculatus ENSLOCG00000002880
pelodiscus_sinensis ENSPSIG00000014188
