mus_spicilegus ENSMSIG00000014797
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034618
mus_musculus ENSMUSG00000072944
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033448
mus_pahari MGP_PahariEiJ_G0031987
rattus_norvegicus ENSRNOG00000057753
meriones_unguiculatus ENSMUGG00000021228
cricetulus_griseus_chok1gshd ENSCGRG00001019365
cricetulus_griseus_crigri-picr ENSCGRG00015017060
mesocricetus_auratus ENSMAUG00000010142
peromyscus_maniculatus_bairdii ENSPEMG00000009735
nannospalax_galili ENSNGAG00000001187
jaculus_jaculus ENSJJAG00000020606
urocitellus_parryii ENSUPAG00010013799
spermophilus_dauricus ENSSDAG00000002406
ictidomys_tridecemlineatus ENSSTOG00000030643
marmota_marmota_marmota ENSMMMG00000011364
heterocephalus_glaber_male ENSHGLG00100003860
heterocephalus_glaber_female ENSHGLG00000003412
fukomys_damarensis ENSFDAG00000006019
cavia_porcellus ENSCPOG00000032076
chinchilla_lanigera ENSCLAG00000001769
oryctolagus_cuniculus ENSOCUG00000001674
pan_troglodytes ENSPTRG00000023739
homo_sapiens ENSG00000198088
gorilla_gorilla ENSGGOG00000034932
nomascus_leucogenys ENSNLEG00000013865
cercocebus_atys ENSCATG00000037238
mandrillus_leucophaeus ENSMLEG00000019349
theropithecus_gelada ENSTGEG00000014568
papio_anubis ENSPANG00000022676
macaca_nemestrina ENSMNEG00000044038
chlorocebus_sabaeus ENSCSAG00000009139
rhinopithecus_bieti ENSRBIG00000032117
rhinopithecus_roxellana ENSRROG00000029930
colobus_angolensis_palliatus ENSCANG00000035455
piliocolobus_tephrosceles ENSPTEG00000031173
pan_paniscus ENSPPAG00000027448
pongo_abelii ENSPPYG00000020610
macaca_fascicularis ENSMFAG00000033608
saimiri_boliviensis_boliviensis ENSSBOG00000026593
cebus_capucinus ENSCCAG00000012541
callithrix_jacchus ENSCJAG00000007942
aotus_nancymaae ENSANAG00000007934
carlito_syrichta ENSTSYG00000035322
microcebus_murinus ENSMICG00000009757
propithecus_coquereli ENSPCOG00000018421
prolemur_simus ENSPSMG00000003430
prolemur_simus ENSPSMG00000018144
equus_caballus ENSECAG00000038630
equus_asinus_asinus ENSEASG00005007680
pteropus_vampyrus ENSPVAG00000001787
capra_hircus ENSCHIG00000008821
ovis_aries ENSOARG00000018787
sus_scrofa ENSSSCG00000012557
tursiops_truncatus ENSTTRG00000017141
vicugna_pacos ENSVPAG00000003649
ursus_maritimus ENSUMAG00000010765
ursus_americanus ENSUAMG00000021896
ailuropoda_melanoleuca ENSAMEG00000010461
mustela_putorius_furo ENSMPUG00000003755
neovison_vison ENSNVIG00000019205
canis_lupus_dingo ENSCAFG00020006752
canis_lupus_familiaris ENSCAFG00000017963
vulpes_vulpes ENSVVUG00000009729
panthera_pardus ENSPPRG00000021569
panthera_tigris_altaica ENSPTIG00000019062
felis_catus ENSFCAG00000001984
otolemur_garnettii ENSOGAG00000028636
tupaia_belangeri ENSTBEG00000004014
dasypus_novemcinctus ENSDNOG00000001467
equus_caballus ENSECAG00000022481
acanthochromis_polyacanthus ENSAPOG00000014365
labrus_bergylta ENSLBEG00000018686
oryzias_latipes ENSORLG00020021494
oryzias_latipes_asm223469v1 ENSORLG00015015595
