ursus_americanus ENSUAMG00000009269
ursus_maritimus ENSUMAG00000018955
ailuropoda_melanoleuca ENSAMEG00000020013
neovison_vison ENSNVIG00000011118
canis_lupus_familiaris ENSCAFG00000031954
panthera_pardus ENSPPRG00000004032
panthera_tigris_altaica ENSPTIG00000009523
felis_catus ENSFCAG00000041689
equus_asinus_asinus ENSEASG00005004326
equus_caballus ENSECAG00000033364
bison_bison_bison ENSBBBG00000012712
bos_mutus ENSBMUG00000008489
sus_scrofa ENSSSCG00000038232
rhinopithecus_bieti ENSRBIG00000028776
piliocolobus_tephrosceles ENSPTEG00000032678
colobus_angolensis_palliatus ENSCANG00000034428
theropithecus_gelada ENSTGEG00000012814
cercocebus_atys ENSCATG00000023216
mandrillus_leucophaeus ENSMLEG00000009942
chlorocebus_sabaeus ENSCSAG00000017591
nomascus_leucogenys ENSNLEG00000028125
pan_paniscus ENSPPAG00000030574
macaca_fascicularis ENSMFAG00000031861
macaca_nemestrina ENSMNEG00000031689
papio_anubis ENSPANG00000009807
rhinopithecus_roxellana ENSRROG00000036584
homo_sapiens ENSG00000231824
pan_troglodytes ENSPTRG00000052521
gorilla_gorilla ENSGGOG00000040105
cebus_capucinus ENSCCAG00000026295
callithrix_jacchus ENSCJAG00000042385
saimiri_boliviensis_boliviensis ENSSBOG00000031954
aotus_nancymaae ENSANAG00000025419
prolemur_simus ENSPSMG00000014644
microcebus_murinus ENSMICG00000034961
propithecus_coquereli ENSPCOG00000003655
spermophilus_dauricus ENSSDAG00000015038
urocitellus_parryii ENSUPAG00010006283
ictidomys_tridecemlineatus ENSSTOG00000025509
marmota_marmota_marmota ENSMMMG00000012852
cavia_porcellus ENSCPOG00000039039
chinchilla_lanigera ENSCLAG00000012253
octodon_degus ENSODEG00000007027
heterocephalus_glaber_female ENSHGLG00000007011
heterocephalus_glaber_male ENSHGLG00100015869
fukomys_damarensis ENSFDAG00000016969
dipodomys_ordii ENSDORG00000024259
castor_canadensis ENSCCNG00000012894
cricetulus_griseus_crigri-picr ENSCGRG00015022409
cricetulus_griseus_chok1gshd ENSCGRG00001011277
cricetulus_griseus_crigri ENSCGRG00000000857
mesocricetus_auratus ENSMAUG00000020687
microtus_ochrogaster ENSMOCG00000012989
peromyscus_maniculatus_bairdii ENSPEMG00000024985
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021849
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022759
mus_spicilegus ENSMSIG00000002956
mus_musculus ENSMUSG00000091636
mus_pahari MGP_PahariEiJ_G0020836
rattus_norvegicus ENSRNOG00000053805
meriones_unguiculatus ENSMUGG00000016480
nannospalax_galili ENSNGAG00000014300
jaculus_jaculus ENSJJAG00000014944
phascolarctos_cinereus ENSPCIG00000011914
anser_brachyrhynchus ENSABRG00000019692
gallus_gallus ENSGALG00000027053
parus_major ENSPMJG00000014655
cyanistes_caeruleus ENSCCEG00000015615
lonchura_striata_domestica ENSLSDG00000011912
ficedula_albicollis ENSFALG00000006321
lepidothrix_coronata ENSLCOG00000006905
calidris_pygmaea ENSCPGG00000019348
melopsittacus_undulatus ENSMUNG00000003639
chrysemys_picta_bellii ENSCPBG00000006937
chelonoidis_abingdonii ENSCABG00000010920
