notamacropus_eugenii ENSMEUG00000015121
phascolarctos_cinereus ENSPCIG00000025297
sarcophilus_harrisii ENSSHAG00000010072
monodelphis_domestica ENSMODG00000020606
choloepus_hoffmanni ENSCHOG00000012969
dasypus_novemcinctus ENSDNOG00000010762
loxodonta_africana ENSLAFG00000022571
procavia_capensis ENSPCAG00000008433
octodon_degus ENSODEG00000001120
chinchilla_lanigera ENSCLAG00000003113
cavia_porcellus ENSCPOG00000009388
cavia_aperea ENSCAPG00000014915
heterocephalus_glaber_female ENSHGLG00000013999
heterocephalus_glaber_male ENSHGLG00100012463
fukomys_damarensis ENSFDAG00000017499
spermophilus_dauricus ENSSDAG00000012401
urocitellus_parryii ENSUPAG00010019816
ictidomys_tridecemlineatus ENSSTOG00000001951
marmota_marmota_marmota ENSMMMG00000019399
castor_canadensis ENSCCNG00000028437
dipodomys_ordii ENSDORG00000010032
mus_musculus ENSMUSG00000029211
mus_spicilegus ENSMSIG00000008802
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028274
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027279
mus_pahari MGP_PahariEiJ_G0017060
rattus_norvegicus ENSRNOG00000002336
meriones_unguiculatus ENSMUGG00000011357
cricetulus_griseus_chok1gshd ENSCGRG00001019292
cricetulus_griseus_crigri-picr ENSCGRG00015004002
cricetulus_griseus_crigri ENSCGRG00000013339
mesocricetus_auratus ENSMAUG00000021317
peromyscus_maniculatus_bairdii ENSPEMG00000006928
microtus_ochrogaster ENSMOCG00000004120
nannospalax_galili ENSNGAG00000009562
jaculus_jaculus ENSJJAG00000014818
oryctolagus_cuniculus ENSOCUG00000025314
ochotona_princeps ENSOPRG00000012722
homo_sapiens ENSG00000109158
gorilla_gorilla ENSGGOG00000026219
pan_paniscus ENSPPAG00000041491
pan_troglodytes ENSPTRG00000016029
pongo_abelii ENSPPYG00000014707
nomascus_leucogenys ENSNLEG00000017322
macaca_mulatta ENSMMUG00000009526
macaca_fascicularis ENSMFAG00000032339
macaca_nemestrina ENSMNEG00000030907
papio_anubis ENSPANG00000014209
theropithecus_gelada ENSTGEG00000024824
mandrillus_leucophaeus ENSMLEG00000035420
cercocebus_atys ENSCATG00000031039
chlorocebus_sabaeus ENSCSAG00000017136
colobus_angolensis_palliatus ENSCANG00000019853
piliocolobus_tephrosceles ENSPTEG00000026724
rhinopithecus_roxellana ENSRROG00000043632
rhinopithecus_bieti ENSRBIG00000036992
saimiri_boliviensis_boliviensis ENSSBOG00000032427
callithrix_jacchus ENSCJAG00000018992
cebus_capucinus ENSCCAG00000031211
aotus_nancymaae ENSANAG00000034063
carlito_syrichta ENSTSYG00000003937
propithecus_coquereli ENSPCOG00000022806
microcebus_murinus ENSMICG00000017780
prolemur_simus ENSPSMG00000022395
otolemur_garnettii ENSOGAG00000013796
erinaceus_europaeus ENSEEUG00000010508
