apteryx_rowi ENSARWG00000004636
apteryx_owenii ENSAOWG00000003874
apteryx_haastii ENSAHAG00000017196
dromaius_novaehollandiae ENSDNVG00000007624
nothoprocta_perdicaria ENSNPEG00000007750
lepidothrix_coronata ENSLCOG00000001738
manacus_vitellinus ENSMVIG00005006985
parus_major ENSPMJG00000015068
cyanistes_caeruleus ENSCCEG00000003224
ficedula_albicollis ENSFALG00000011324
taeniopygia_guttata ENSTGUG00000008134
lonchura_striata ENSLSDG00000010311
serinus_canaria ENSSCAG00000013591
junco_hyemalis ENSJHYG00000012593
zonotrichia_albicollis ENSZALG00000011349
calidris_pugnax ENSCPUG00000002196
calidris_pygmaea ENSCPGG00000003359
melopsittacus_undulatus ENSMUNG00000007966
anser_brachyrhynchus ENSABRG00000019610
anas_platyrhynchos ENSAPLG00000016246
gallus_gallus ENSGALG00000010285
meleagris_gallopavo ENSMGAG00000010889
coturnix_japonica ENSCJPG00005011305
numida_meleagris ENSNMEG00000016484
crocodylus_porosus ENSCPRG00005011733
chrysemys_picta ENSCPBG00000025263
chelonoidis_abingdonii ENSCABG00000019872
gopherus_agassizii ENSGAGG00000011397
pelodiscus_sinensis ENSPSIG00000015642
anolis_carolinensis ENSACAG00000001610
pogona_vitticeps ENSPVIG00000001966
notechis_scutatus ENSNSUG00000008568
salvator_merianae ENSSMRG00000006019
sphenodon_punctatus ENSSPUG00000006479
ursus_maritimus ENSUMAG00000005898
ursus_americanus ENSUAMG00000015903
ailuropoda_melanoleuca ENSAMEG00000012068
neovison_vison ENSNVIG00000009675
mustela_putorius ENSMPUG00000012804
canis_lupus ENSCAFG00020012077
canis_lupus ENSCAFG00000031182
vulpes_vulpes ENSVVUG00000029108
panthera_pardus ENSPPRG00000000343
panthera_tigris ENSPTIG00000019208
felis_catus ENSFCAG00000009755
sorex_araneus ENSSARG00000004905
capra_hircus ENSCHIG00000016433
ovis_aries ENSOARG00000008429
bos_indicus ENSBIXG00000000782
bos_indicus ENSBIXG00005029198
bos_mutus ENSBMUG00000011949
bison_bison ENSBBBG00000019131
myotis_lucifugus ENSMLUG00000024245
oryctolagus_cuniculus ENSOCUG00000015740
prolemur_simus ENSPSMG00000018525
propithecus_coquereli ENSPCOG00000018403
microcebus_murinus ENSMICG00000013022
otolemur_garnettii ENSOGAG00000024589
pan_paniscus ENSPPAG00000036858
pan_troglodytes ENSPTRG00000018213
homo_sapiens ENSG00000180992
gorilla_gorilla ENSGGOG00000006098
pongo_abelii ENSPPYG00000016650
chlorocebus_sabaeus ENSCSAG00000019535
chlorocebus_sabaeus ENSCSAG00000012220
macaca_nemestrina ENSMNEG00000034641
macaca_mulatta ENSMMUG00000055882
macaca_fascicularis ENSMFAG00000041809
mandrillus_leucophaeus ENSMLEG00000030732
theropithecus_gelada ENSTGEG00000029666
papio_anubis ENSPANG00000015098
cercocebus_atys ENSCATG00000027037
rhinopithecus_bieti ENSRBIG00000033909
rhinopithecus_roxellana ENSRROG00000032944
colobus_angolensis ENSCANG00000036483
piliocolobus_tephrosceles ENSPTEG00000013869
callithrix_jacchus ENSCJAG00000012454
saimiri_boliviensis ENSSBOG00000028248
cebus_capucinus ENSCCAG00000010453
aotus_nancymaae ENSANAG00000025052
castor_canadensis ENSCCNG00000015875
dipodomys_ordii ENSDORG00000008236
spermophilus_dauricus ENSSDAG00000000986
ictidomys_tridecemlineatus ENSSTOG00000004549
marmota_marmota ENSMMMG00000024567
urocitellus_parryii ENSUPAG00010003668
peromyscus_maniculatus ENSPEMG00000007451
peromyscus_maniculatus ENSPEMG00000021294
microtus_ochrogaster ENSMOCG00000013481
cricetulus_griseus ENSCGRG00000006999
cricetulus_griseus ENSCGRG00001013490
cricetulus_griseus ENSCGRG00015004544
mesocricetus_auratus ENSMAUG00000017756
mus_musculus ENSMUSG00000023939
mus_spretus MGP_SPRETEiJ_G0022565
mus_caroli MGP_CAROLIEiJ_G0021653
mus_spicilegus ENSMSIG00000000696
mus_pahari MGP_PahariEiJ_G0020645
rattus_norvegicus ENSRNOG00000019734
meriones_unguiculatus ENSMUGG00000000923
jaculus_jaculus ENSJJAG00000021477
ochotona_princeps ENSOPRG00000017183
tursiops_truncatus ENSTTRG00000017182
sus_scrofa ENSSSCG00000001696
