fundulus_heteroclitus ENSFHEG00000020967
cyprinodon_variegatus ENSCVAG00000021060
xiphophorus_maculatus ENSXMAG00000006948
xiphophorus_couchianus ENSXCOG00000007652
gambusia_affinis ENSGAFG00000006032
poecilia_mexicana ENSPMEG00000021824
poecilia_latipinna ENSPLAG00000007278
poecilia_formosa ENSPFOG00000011815
poecilia_reticulata ENSPREG00000013228
kryptolebias_marmoratus ENSKMAG00000018908
oryzias_latipes ENSORLG00000018081
oryzias_latipes_asm223469v1 ENSORLG00015011963
oryzias_latipes ENSORLG00020014122
oryzias_melastigma ENSOMEG00000004052
labrus_bergylta ENSLBEG00000023730
gasterosteus_aculeatus ENSGACG00000013092
mastacembelus_armatus ENSMAMG00000014343
monopterus_albus ENSMALG00000016130
anabas_testudineus ENSATEG00000001994
seriola_dumerili ENSSDUG00000010502
seriola_lalandi_dorsalis ENSSLDG00000025522
scophthalmus_maximus ENSSMAG00000007920
pundamilia_nyererei ENSPNYG00000003557
astatotilapia_calliptera ENSACLG00000006931
haplochromis_burtoni ENSHBUG00000023001
maylandia_zebra ENSMZEG00005012832
oreochromis_niloticus ENSONIG00000000717
neolamprologus_brichardi ENSNBRG00000022429
amphilophus_citrinellus ENSACIG00000001128
cynoglossus_semilaevis ENSCSEG00000019277
tetraodon_nigroviridis ENSTNIG00000010956
takifugu_rubripes ENSTRUG00000013731
mola_mola ENSMMOG00000015117
amphiprion_ocellaris ENSAOCG00000009865
amphiprion_percula ENSAPEG00000000387
acanthochromis_polyacanthus ENSAPOG00000009952
stegastes_partitus ENSSPAG00000009204
hippocampus_comes ENSHCOG00000000748
periophthalmus_magnuspinnatus ENSPMGG00000011166
gadus_morhua ENSGMOG00000006279
esox_lucius ENSELUG00000019858
pygocentrus_nattereri ENSPNAG00000010392
astyanax_mexicanus ENSAMXG00000010157
ictalurus_punctatus ENSIPUG00000014521
danio_rerio ENSDARG00000074740
scleropages_formosus ENSSFOG00015018001
paramormyrops_kingsleyae ENSPKIG00000012258
lepisosteus_oculatus ENSLOCG00000017279
apteryx_haastii ENSAHAG00000008669
apteryx_owenii ENSAOWG00000015373
apteryx_rowi ENSARWG00000003253
dromaius_novaehollandiae ENSDNVG00000009533
nothoprocta_perdicaria ENSNPEG00000009191
calidris_pygmaea ENSCPGG00000006909
calidris_pugnax ENSCPUG00000002425
melopsittacus_undulatus ENSMUNG00000003103
junco_hyemalis ENSJHYG00000016146
zonotrichia_albicollis ENSZALG00000016107
serinus_canaria ENSSCAG00000013985
lonchura_striata_domestica ENSLSDG00000015893
taeniopygia_guttata ENSTGUG00000011721
parus_major ENSPMJG00000013571
cyanistes_caeruleus ENSCCEG00000016763
ficedula_albicollis ENSFALG00000011606
manacus_vitellinus ENSMVIG00005017772
lepidothrix_coronata ENSLCOG00000000921
anser_brachyrhynchus ENSABRG00000008445
anas_platyrhynchos_platyrhynchos ENSAPLG00000011409
gallus_gallus ENSGALG00000031843
coturnix_japonica ENSCJPG00005008936
meleagris_gallopavo ENSMGAG00000013192
numida_meleagris ENSNMEG00000022077
crocodylus_porosus ENSCPRG00005005305
gopherus_agassizii ENSGAGG00000005202
chelonoidis_abingdonii ENSCABG00000004457
chrysemys_picta_bellii ENSCPBG00000018305
pelodiscus_sinensis ENSPSIG00000008848
pogona_vitticeps ENSPVIG00000013627
anolis_carolinensis ENSACAG00000014109
notechis_scutatus ENSNSUG00000005599
salvator_merianae ENSSMRG00000006243
salvator_merianae ENSSMRG00000019169
sphenodon_punctatus ENSSPUG00000008803
procavia_capensis ENSPCAG00000000591
loxodonta_africana ENSLAFG00000016059
echinops_telfairi ENSETEG00000001108
pan_troglodytes ENSPTRG00000018591
pan_paniscus ENSPPAG00000040675
gorilla_gorilla ENSGGOG00000013519
homo_sapiens ENSG00000146376
pongo_abelii ENSPPYG00000017000
nomascus_leucogenys ENSNLEG00000014230
macaca_mulatta ENSMMUG00000020365
macaca_fascicularis ENSMFAG00000002561
macaca_nemestrina ENSMNEG00000039897
chlorocebus_sabaeus ENSCSAG00000016569
mandrillus_leucophaeus ENSMLEG00000030405
cercocebus_atys ENSCATG00000015436
papio_anubis ENSPANG00000024027
theropithecus_gelada ENSTGEG00000008708
colobus_angolensis_palliatus ENSCANG00000030335
piliocolobus_tephrosceles ENSPTEG00000017273
rhinopithecus_roxellana ENSRROG00000040714
rhinopithecus_bieti ENSRBIG00000036619
saimiri_boliviensis_boliviensis ENSSBOG00000027485
cebus_capucinus ENSCCAG00000020998
callithrix_jacchus ENSCJAG00000003308
aotus_nancymaae ENSANAG00000031991
carlito_syrichta ENSTSYG00000003354
prolemur_simus ENSPSMG00000013668
microcebus_murinus ENSMICG00000017694
propithecus_coquereli ENSPCOG00000022119
otolemur_garnettii ENSOGAG00000000489
tupaia_belangeri ENSTBEG00000015488
castor_canadensis ENSCCNG00000027069
