sarcophilus_harrisii ENSSHAG00000003638
monodelphis_domestica ENSMODG00000008278
notamacropus_eugenii ENSMEUG00000014925
dasypus_novemcinctus ENSDNOG00000032502
choloepus_hoffmanni ENSCHOG00000005370
loxodonta_africana ENSLAFG00000009188
procavia_capensis ENSPCAG00000013697
echinops_telfairi ENSETEG00000002723
canis_lupus_dingo ENSCAFG00020025447
canis_lupus_familiaris ENSCAFG00000007207
vulpes_vulpes ENSVVUG00000007546
mustela_putorius_furo ENSMPUG00000000604
ursus_americanus ENSUAMG00000001453
ursus_maritimus ENSUMAG00000015060
ailuropoda_melanoleuca ENSAMEG00000014668
neovison_vison ENSNVIG00000006953
urocitellus_parryii ENSUPAG00010005320
equus_caballus ENSECAG00000009862
equus_asinus_asinus ENSEASG00005022800
microtus_ochrogaster ENSMOCG00000001002
spermophilus_dauricus ENSSDAG00000015211
ornithorhynchus_anatinus ENSOANG00000009033
bison_bison_bison ENSBBBG00000013350
lepidothrix_coronata ENSLCOG00000005941
lepidothrix_coronata ENSLCOG00000005940
manacus_vitellinus ENSMVIG00005000189
nothoprocta_perdicaria ENSNPEG00000004271
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020247
mus_spicilegus ENSMSIG00000013607
mus_musculus ENSMUSG00000021959
mus_musculus ENSMUSG00000114942
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019353
mus_pahari MGP_PahariEiJ_G0030371
rattus_norvegicus ENSRNOG00000056343
meriones_unguiculatus ENSMUGG00000016145
cricetulus_griseus_crigri-picr ENSCGRG00015012751
cricetulus_griseus_crigri ENSCGRG00000014294
cricetulus_griseus_chok1gshd ENSCGRG00001020388
mesocricetus_auratus ENSMAUG00000020573
peromyscus_maniculatus_bairdii ENSPEMG00000000178
nannospalax_galili ENSNGAG00000016051
jaculus_jaculus ENSJJAG00000015372
heterocephalus_glaber_female ENSHGLG00000011142
heterocephalus_glaber_male ENSHGLG00100009747
fukomys_damarensis ENSFDAG00000012290
cavia_porcellus ENSCPOG00000024403
cavia_aperea ENSCAPG00000015557
octodon_degus ENSODEG00000004589
dipodomys_ordii ENSDORG00000011231
castor_canadensis ENSCCNG00000012672
urocitellus_parryii ENSUPAG00010019063
ictidomys_tridecemlineatus ENSSTOG00000026606
marmota_marmota_marmota ENSMMMG00000008675
spermophilus_dauricus ENSSDAG00000000069
spermophilus_dauricus ENSSDAG00000020803
oryctolagus_cuniculus ENSOCUG00000009442
ochotona_princeps ENSOPRG00000000716
tupaia_belangeri ENSTBEG00000017728
propithecus_coquereli ENSPCOG00000027282
microcebus_murinus ENSMICG00000033886
prolemur_simus ENSPSMG00000008078
otolemur_garnettii ENSOGAG00000005624
pan_troglodytes ENSPTRG00000005691
pan_paniscus ENSPPAG00000041000
gorilla_gorilla ENSGGOG00000011480
homo_sapiens ENSG00000150457
pongo_abelii ENSPPYG00000005197
nomascus_leucogenys ENSNLEG00000001952
colobus_angolensis_palliatus ENSCANG00000024226
piliocolobus_tephrosceles ENSPTEG00000011226
rhinopithecus_roxellana ENSRROG00000035072
rhinopithecus_bieti ENSRBIG00000043386
theropithecus_gelada ENSTGEG00000016880
papio_anubis ENSPANG00000005798
mandrillus_leucophaeus ENSMLEG00000042365
cercocebus_atys ENSCATG00000039997
macaca_mulatta ENSMMUG00000019006
macaca_fascicularis ENSMFAG00000035627
macaca_nemestrina ENSMNEG00000003028
chlorocebus_sabaeus ENSCSAG00000018127
cebus_capucinus ENSCCAG00000020164
saimiri_boliviensis_boliviensis ENSSBOG00000019616
callithrix_jacchus ENSCJAG00000005013
aotus_nancymaae ENSANAG00000031791
sorex_araneus ENSSARG00000001515
carlito_syrichta ENSTSYG00000027826
chinchilla_lanigera ENSCLAG00000004285
