choloepus_hoffmanni ENSCHOG00000004771
panthera_tigris ENSPTIG00000018537
procavia_capensis ENSPCAG00000011677
pan_troglodytes ENSPTRG00000029148
pan_paniscus ENSPPAG00000037284
homo_sapiens ENSG00000204334
gorilla_gorilla ENSGGOG00000027759
nomascus_leucogenys ENSNLEG00000005187
mandrillus_leucophaeus ENSMLEG00000035394
cercocebus_atys ENSCATG00000021621
papio_anubis ENSPANG00000029252
macaca_nemestrina ENSMNEG00000036339
macaca_fascicularis ENSMFAG00000045253
chlorocebus_sabaeus ENSCSAG00000015007
colobus_angolensis ENSCANG00000028989
piliocolobus_tephrosceles ENSPTEG00000037029
rhinopithecus_bieti ENSRBIG00000033605
rhinopithecus_roxellana ENSRROG00000031913
macaca_mulatta ENSMMUG00000031393
theropithecus_gelada ENSTGEG00000017223
pongo_abelii ENSPPYG00000012924
callithrix_jacchus ENSCJAG00000006973
saimiri_boliviensis ENSSBOG00000026107
cebus_capucinus ENSCCAG00000023242
aotus_nancymaae ENSANAG00000029267
carlito_syrichta ENSTSYG00000035994
prolemur_simus ENSPSMG00000023115
microcebus_murinus ENSMICG00000043900
propithecus_coquereli ENSPCOG00000006630
chinchilla_lanigera ENSCLAG00000007491
panthera_pardus ENSPPRG00000002190
felis_catus ENSFCAG00000025286
equus_caballus ENSECAG00000042863
equus_asinus ENSEASG00005022705
erinaceus_europaeus ENSEEUG00000008720
tursiops_truncatus ENSTTRG00000004539
sus_scrofa ENSSSCG00000035909
capra_hircus ENSCHIG00000017235
ovis_aries ENSOARG00000002431
bos_taurus ENSBTAG00000051169
bos_indicus ENSBIXG00005026540
bos_mutus ENSBMUG00000002632
bison_bison ENSBBBG00000005181
vicugna_pacos ENSVPAG00000007191
pteropus_vampyrus ENSPVAG00000006627
mustela_putorius ENSMPUG00000000802
neovison_vison ENSNVIG00000006267
canis_lupus ENSCAFG00000029641
canis_lupus ENSCAFG00020003043
vulpes_vulpes ENSVVUG00000015798
ursus_americanus ENSUAMG00000004937
ursus_maritimus ENSUMAG00000014278
ailuropoda_melanoleuca ENSAMEG00000010413
myotis_lucifugus ENSMLUG00000010055
peromyscus_maniculatus ENSPEMG00000021643
microtus_ochrogaster ENSMOCG00000022568
cricetulus_griseus ENSCGRG00015003186
cricetulus_griseus ENSCGRG00000008452
cricetulus_griseus ENSCGRG00001010842
mesocricetus_auratus ENSMAUG00000020429
mus_spretus MGP_SPRETEiJ_G0024556
mus_musculus ENSMUSG00000075302
mus_spicilegus ENSMSIG00000005982
mus_caroli MGP_CAROLIEiJ_G0023634
mus_pahari MGP_PahariEiJ_G0025086
rattus_norvegicus ENSRNOG00000056087
meriones_unguiculatus ENSMUGG00000018424
nannospalax_galili ENSNGAG00000016065
urocitellus_parryii ENSUPAG00010009932
spermophilus_dauricus ENSSDAG00000018930
ictidomys_tridecemlineatus ENSSTOG00000031823
marmota_marmota ENSMMMG00000023572
oryctolagus_cuniculus ENSOCUG00000023658
ochotona_princeps ENSOPRG00000012440
otolemur_garnettii ENSOGAG00000016611
dasypus_novemcinctus ENSDNOG00000005501
loxodonta_africana ENSLAFG00000002692
echinops_telfairi ENSETEG00000017176
phascolarctos_cinereus ENSPCIG00000012479
vombatus_ursinus ENSVURG00010020063
monodelphis_domestica ENSMODG00000029694
ornithorhynchus_anatinus ENSOANG00000021941
crocodylus_porosus ENSCPRG00005015298
dromaius_novaehollandiae ENSDNVG00000018277
chrysemys_picta ENSCPBG00000005887
gopherus_agassizii ENSGAGG00000009520
pelodiscus_sinensis ENSPSIG00000002329
salvator_merianae ENSSMRG00000011413
pogona_vitticeps ENSPVIG00000025206
latimeria_chalumnae ENSLACG00000022239
astyanax_mexicanus ENSAMXG00000012599
astyanax_mexicanus ENSAMXG00005022974
pygocentrus_nattereri ENSPNAG00000011693
ictalurus_punctatus ENSIPUG00000003648
electrophorus_electricus ENSEEEG00000004978
danio_rerio ENSDARG00000107534
clupea_harengus ENSCHAG00000012567
esox_lucius ENSELUG00000007306
hucho_hucho ENSHHUG00000009291
labrus_bergylta ENSLBEG00000004963
cottoperca_gobio ENSCGOG00000014009
mastacembelus_armatus ENSMAMG00000017755
anabas_testudineus ENSATEG00000003716
larimichthys_crocea ENSLCRG00005013320
lates_calcarifer ENSLCAG00010003954
denticeps_clupeoides ENSDCDG00000014859
paramormyrops_kingsleyae ENSPKIG00000006610
erpetoichthys_calabaricus ENSECRG00000009878
xenopus_tropicalis ENSXETG00000002802
callorhinchus_milii ENSCMIG00000010963
drosophila_melanogaster FBgn0038246
