oryctolagus_cuniculus ENSOCUG00000004411
ochotona_princeps ENSOPRG00000010207
heterocephalus_glaber ENSHGLG00100006606
heterocephalus_glaber ENSHGLG00000010492
fukomys_damarensis ENSFDAG00000017420
octodon_degus ENSODEG00000016991
octodon_degus ENSODEG00000014533
chinchilla_lanigera ENSCLAG00000015853
cavia_aperea ENSCAPG00000008985
cavia_porcellus ENSCPOG00000020174
mus_pahari MGP_PahariEiJ_G0018146
cricetulus_griseus ENSCGRG00015012682
castor_canadensis ENSCCNG00000019621
castor_canadensis ENSCCNG00000007847
dipodomys_ordii ENSDORG00000014371
mus_spretus MGP_SPRETEiJ_G0017862
mus_spicilegus ENSMSIG00000019193
mus_musculus ENSMUSG00000013415
mus_caroli MGP_CAROLIEiJ_G0017016
rattus_norvegicus ENSRNOG00000006122
meriones_unguiculatus ENSMUGG00000010983
meriones_unguiculatus ENSMUGG00000011119
cricetulus_griseus ENSCGRG00001000282
cricetulus_griseus ENSCGRG00015020296
cricetulus_griseus ENSCGRG00000014555
cricetulus_griseus ENSCGRG00001003571
cricetulus_griseus ENSCGRG00001006706
microtus_ochrogaster ENSMOCG00000010232
peromyscus_maniculatus ENSPEMG00000021974
nannospalax_galili ENSNGAG00000015679
jaculus_jaculus ENSJJAG00000002687
urocitellus_parryii ENSUPAG00010006100
ictidomys_tridecemlineatus ENSSTOG00000010643
marmota_marmota ENSMMMG00000000613
spermophilus_dauricus ENSSDAG00000011597
pan_troglodytes ENSPTRG00000009368
pan_paniscus ENSPPAG00000040224
homo_sapiens ENSG00000159217
gorilla_gorilla ENSGGOG00000008872
pongo_abelii ENSPPYG00000008913
nomascus_leucogenys ENSNLEG00000002786
macaca_mulatta ENSMMUG00000011533
theropithecus_gelada ENSTGEG00000029087
chlorocebus_sabaeus ENSCSAG00000002487
piliocolobus_tephrosceles ENSPTEG00000033476
colobus_angolensis ENSCANG00000032567
macaca_nemestrina ENSMNEG00000033825
macaca_fascicularis ENSMFAG00000001613
papio_anubis ENSPANG00000022833
cercocebus_atys ENSCATG00000041707
mandrillus_leucophaeus ENSMLEG00000026086
rhinopithecus_bieti ENSRBIG00000035739
rhinopithecus_roxellana ENSRROG00000039581
aotus_nancymaae ENSANAG00000022606
saimiri_boliviensis ENSSBOG00000020973
callithrix_jacchus ENSCJAG00000007258
cebus_capucinus ENSCCAG00000031817
carlito_syrichta ENSTSYG00000003912
microcebus_murinus ENSMICG00000013324
microcebus_murinus ENSMICG00000043511
propithecus_coquereli ENSPCOG00000006475
prolemur_simus ENSPSMG00000020445
otolemur_garnettii ENSOGAG00000001270
tupaia_belangeri ENSTBEG00000004254
myotis_lucifugus ENSMLUG00000016891
myotis_lucifugus ENSMLUG00000023642
pteropus_vampyrus ENSPVAG00000001718
ursus_americanus ENSUAMG00000023269
ursus_maritimus ENSUMAG00000015682
ailuropoda_melanoleuca ENSAMEG00000005087
canis_lupus ENSCAFG00000016907
canis_lupus ENSCAFG00020023369
vulpes_vulpes ENSVVUG00000003451
neovison_vison ENSNVIG00000006377
mustela_putorius ENSMPUG00000015358
panthera_pardus ENSPPRG00000008067
panthera_tigris ENSPTIG00000013291
felis_catus ENSFCAG00000002454
ovis_aries ENSOARG00000006509
capra_hircus ENSCHIG00000022316
bos_indicus ENSBIXG00005007917
bos_indicus ENSBIXG00000006489
bos_taurus ENSBTAG00000011736
bos_mutus ENSBMUG00000000549
bison_bison ENSBBBG00000021334
tursiops_truncatus ENSTTRG00000007197
sus_scrofa ENSSSCG00000023128
vicugna_pacos ENSVPAG00000007657
equus_caballus ENSECAG00000009723
equus_asinus ENSEASG00005000301
erinaceus_europaeus ENSEEUG00000010947
loxodonta_africana ENSLAFG00000002048
procavia_capensis ENSPCAG00000016601
echinops_telfairi ENSETEG00000003370
choloepus_hoffmanni ENSCHOG00000002349
dasypus_novemcinctus ENSDNOG00000006801
sorex_araneus ENSSARG00000013201
sarcophilus_harrisii ENSSHAG00000014259
monodelphis_domestica ENSMODG00000012268
vombatus_ursinus ENSVURG00010007702
phascolarctos_cinereus ENSPCIG00000013111
notamacropus_eugenii ENSMEUG00000002152
ornithorhynchus_anatinus ENSOANG00000014859
pogona_vitticeps ENSPVIG00000011256
anolis_carolinensis ENSACAG00000006199
notechis_scutatus ENSNSUG00000007416
salvator_merianae ENSSMRG00000021826
sphenodon_punctatus ENSSPUG00000006526
chelonoidis_abingdonii ENSCABG00000002771
gopherus_agassizii ENSGAGG00000021663
chrysemys_picta ENSCPBG00000027315
pelodiscus_sinensis ENSPSIG00000005175
lepidothrix_coronata ENSLCOG00000001565
manacus_vitellinus ENSMVIG00005005223
ficedula_albicollis ENSFALG00000011366
gallus_gallus ENSGALG00000041204
coturnix_japonica ENSCJPG00005019356
numida_meleagris ENSNMEG00000005359
anser_brachyrhynchus ENSABRG00000000212
anas_platyrhynchos ENSAPLG00000012620
nothoprocta_perdicaria ENSNPEG00000011851
meleagris_gallopavo ENSMGAG00000002497
junco_hyemalis ENSJHYG00000007428
calidris_pygmaea ENSCPGG00000013339
apteryx_owenii ENSAOWG00000000505
calidris_pugnax ENSCPUG00000014297
apteryx_haastii ENSAHAG00000013734
melopsittacus_undulatus ENSMUNG00000016370
apteryx_rowi ENSARWG00000000660
dromaius_novaehollandiae ENSDNVG00000003344
crocodylus_porosus ENSCPRG00005007311
