salvator_merianae ENSSMRG00000009341
pogona_vitticeps ENSPVIG00000018312
notechis_scutatus ENSNSUG00000018021
anolis_carolinensis ENSACAG00000025026
sphenodon_punctatus ENSSPUG00000009231
apteryx_haastii ENSAHAG00000012267
apteryx_owenii ENSAOWG00000000441
apteryx_rowi ENSARWG00000007154
dromaius_novaehollandiae ENSDNVG00000012979
nothoprocta_perdicaria ENSNPEG00000008695
anas_platyrhynchos_platyrhynchos ENSAPLG00000015086
anser_brachyrhynchus ENSABRG00000021690
meleagris_gallopavo ENSMGAG00000005958
coturnix_japonica ENSCJPG00005007428
gallus_gallus ENSGALG00000040265
numida_meleagris ENSNMEG00000021175
calidris_pygmaea ENSCPGG00000016316
calidris_pugnax ENSCPUG00000006925
lonchura_striata_domestica ENSLSDG00000007437
taeniopygia_guttata ENSTGUG00000007057
junco_hyemalis ENSJHYG00000007945
zonotrichia_albicollis ENSZALG00000010724
serinus_canaria ENSSCAG00000006907
ficedula_albicollis ENSFALG00000008848
parus_major ENSPMJG00000008252
cyanistes_caeruleus ENSCCEG00000009190
lepidothrix_coronata ENSLCOG00000010897
manacus_vitellinus ENSMVIG00005016553
melopsittacus_undulatus ENSMUNG00000016050
crocodylus_porosus ENSCPRG00005015620
chelonoidis_abingdonii ENSCABG00000000647
gopherus_agassizii ENSGAGG00000024225
chrysemys_picta_bellii ENSCPBG00000006824
pelodiscus_sinensis ENSPSIG00000006276
notamacropus_eugenii ENSMEUG00000015775
phascolarctos_cinereus ENSPCIG00000022544
sarcophilus_harrisii ENSSHAG00000011301
monodelphis_domestica ENSMODG00000019352
chinchilla_lanigera ENSCLAG00000008917
octodon_degus ENSODEG00000007609
cavia_porcellus ENSCPOG00000013022
cavia_aperea ENSCAPG00000017822
heterocephalus_glaber_female ENSHGLG00000017386
heterocephalus_glaber_male ENSHGLG00100016033
fukomys_damarensis ENSFDAG00000001016
ictidomys_tridecemlineatus ENSSTOG00000028726
spermophilus_dauricus ENSSDAG00000017601
marmota_marmota_marmota ENSMMMG00000018502
urocitellus_parryii ENSUPAG00010004249
castor_canadensis ENSCCNG00000013994
dipodomys_ordii ENSDORG00000012977
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028586
mus_spicilegus ENSMSIG00000008367
mus_musculus ENSMUSG00000029592
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027588
mus_pahari MGP_PahariEiJ_G0024170
rattus_norvegicus ENSRNOG00000028556
meriones_unguiculatus ENSMUGG00000002869
meriones_unguiculatus ENSMUGG00000026343
cricetulus_griseus_crigri-picr ENSCGRG00015023431
cricetulus_griseus_crigri ENSCGRG00000009646
cricetulus_griseus_chok1gshd ENSCGRG00001023399
mesocricetus_auratus ENSMAUG00000001182
microtus_ochrogaster ENSMOCG00000012589
peromyscus_maniculatus_bairdii ENSPEMG00000016130
nannospalax_galili ENSNGAG00000012438
jaculus_jaculus ENSJJAG00000020295
carlito_syrichta ENSTSYG00000035431
tupaia_belangeri ENSTBEG00000007957
ursus_maritimus ENSUMAG00000005761
propithecus_coquereli ENSPCOG00000016582
microcebus_murinus ENSMICG00000017625
prolemur_simus ENSPSMG00000003028
otolemur_garnettii ENSOGAG00000007436
pan_troglodytes ENSPTRG00000005417
pan_troglodytes ENSPTRG00000043900
pan_paniscus ENSPPAG00000029209
homo_sapiens ENSG00000135093
gorilla_gorilla ENSGGOG00000009612
pongo_abelii ENSPPYG00000004927
nomascus_leucogenys ENSNLEG00000001385
rhinopithecus_roxellana ENSRROG00000045497
rhinopithecus_bieti ENSRBIG00000037750
colobus_angolensis_palliatus ENSCANG00000010519
macaca_mulatta ENSMMUG00000005237
macaca_nemestrina ENSMNEG00000043751
macaca_fascicularis ENSMFAG00000040319
papio_anubis ENSPANG00000006076
theropithecus_gelada ENSTGEG00000012948
cercocebus_atys ENSCATG00000041949
mandrillus_leucophaeus ENSMLEG00000031123
chlorocebus_sabaeus ENSCSAG00000002855
piliocolobus_tephrosceles ENSPTEG00000020266
callithrix_jacchus ENSCJAG00000010157
