clupea_harengus ENSCHAG00000016332
denticeps_clupeoides ENSDCDG00000021597
ictalurus_punctatus ENSIPUG00000009690
electrophorus_electricus ENSEEEG00000013227
astyanax_mexicanus ENSAMXG00005006630
astyanax_mexicanus ENSAMXG00000019105
pygocentrus_nattereri ENSPNAG00000016689
danio_rerio ENSDARG00000076959
oryzias_latipes ENSORLG00020012595
oryzias_latipes ENSORLG00000008948
oryzias_latipes ENSORLG00015000774
oryzias_melastigma ENSOMEG00000006371
gouania_willdenowi ENSGWIG00000013627
mola_mola ENSMMOG00000018415
scophthalmus_maximus ENSSMAG00000008601
cynoglossus_semilaevis ENSCSEG00000016959
seriola_dumerili ENSSDUG00000009808
seriola_lalandi ENSSLDG00000015013
lates_calcarifer ENSLCAG00010024363
mastacembelus_armatus ENSMAMG00000002481
anabas_testudineus ENSATEG00000020758
astatotilapia_calliptera ENSACLG00000010888
haplochromis_burtoni ENSHBUG00000017799
maylandia_zebra ENSMZEG00005007035
pundamilia_nyererei ENSPNYG00000002078
neolamprologus_brichardi ENSNBRG00000004702
amphilophus_citrinellus ENSACIG00000001226
amphiprion_ocellaris ENSAOCG00000024261
amphiprion_percula ENSAPEG00000003962
acanthochromis_polyacanthus ENSAPOG00000015358
stegastes_partitus ENSSPAG00000002645
parambassis_ranga ENSPRNG00000018929
cyprinodon_variegatus ENSCVAG00000008698
fundulus_heteroclitus ENSFHEG00000016565
poecilia_latipinna ENSPLAG00000003672
poecilia_formosa ENSPFOG00000005279
gambusia_affinis ENSGAFG00000008281
xiphophorus_couchianus ENSXCOG00000007454
xiphophorus_maculatus ENSXMAG00000026311
poecilia_mexicana ENSPMEG00000018272
poecilia_reticulata ENSPREG00000006246
kryptolebias_marmoratus ENSKMAG00000004374
monopterus_albus ENSMALG00000005411
periophthalmus_magnuspinnatus ENSPMGG00000009340
hippocampus_comes ENSHCOG00000020830
larimichthys_crocea ENSLCRG00005014033
cottoperca_gobio ENSCGOG00000020446
labrus_bergylta ENSLBEG00000009045
takifugu_rubripes ENSTRUG00000007123
tetraodon_nigroviridis ENSTNIG00000007815
betta_splendens ENSBSLG00000024130
gadus_morhua ENSGMOG00000003057
hucho_hucho ENSHHUG00000038214
esox_lucius ENSELUG00000024222
scleropages_formosus ENSSFOG00015014240
paramormyrops_kingsleyae ENSPKIG00000022812
