petromyzon_marinus ENSPMAG00000000836
eptatretus_burgeri ENSEBUG00000005640
pogona_vitticeps ENSPVIG00000007006
anolis_carolinensis ENSACAG00000012787
notechis_scutatus ENSNSUG00000003491
salvator_merianae ENSSMRG00000008618
sphenodon_punctatus ENSSPUG00000006451
gopherus_agassizii ENSGAGG00000020892
chelonoidis_abingdonii ENSCABG00000007402
chrysemys_picta_bellii ENSCPBG00000018149
prolemur_simus ENSPSMG00000020770
microcebus_murinus ENSMICG00000003818
propithecus_coquereli ENSPCOG00000015127
otolemur_garnettii ENSOGAG00000012238
pan_paniscus ENSPPAG00000043314
pan_troglodytes ENSPTRG00000005153
homo_sapiens ENSG00000135407
gorilla_gorilla ENSGGOG00000001418
pongo_abelii ENSPPYG00000004709
nomascus_leucogenys ENSNLEG00000017172
macaca_fascicularis ENSMFAG00000030854
macaca_mulatta ENSMMUG00000005319
macaca_nemestrina ENSMNEG00000036238
theropithecus_gelada ENSTGEG00000019080
papio_anubis ENSPANG00000023176
mandrillus_leucophaeus ENSMLEG00000031472
cercocebus_atys ENSCATG00000043298
chlorocebus_sabaeus ENSCSAG00000004596
rhinopithecus_bieti ENSRBIG00000042308
rhinopithecus_roxellana ENSRROG00000029904
piliocolobus_tephrosceles ENSPTEG00000026994
colobus_angolensis_palliatus ENSCANG00000008442
cebus_capucinus ENSCCAG00000028989
saimiri_boliviensis_boliviensis ENSSBOG00000018907
callithrix_jacchus ENSCJAG00000006549
aotus_nancymaae ENSANAG00000022922
castor_canadensis ENSCCNG00000031207
bos_taurus ENSBTAG00000016913
bos_mutus ENSBMUG00000025413
bison_bison_bison ENSBBBG00000013183
ovis_aries ENSOARG00000004997
capra_hircus ENSCHIG00000016887
tursiops_truncatus ENSTTRG00000008353
sus_scrofa ENSSSCG00000029571
equus_asinus_asinus ENSEASG00005007334
equus_caballus ENSECAG00000013528
myotis_lucifugus ENSMLUG00000005946
pteropus_vampyrus ENSPVAG00000012143
ursus_americanus ENSUAMG00000013090
ursus_maritimus ENSUMAG00000020134
ailuropoda_melanoleuca ENSAMEG00000005465
neovison_vison ENSNVIG00000003479
mustela_putorius_furo ENSMPUG00000002056
canis_lupus_familiaris ENSCAFG00000000297
canis_lupus_dingo ENSCAFG00020022432
vulpes_vulpes ENSVVUG00000015292
panthera_pardus ENSPPRG00000008022
panthera_tigris_altaica ENSPTIG00000018340
felis_catus ENSFCAG00000014708
mus_spicilegus ENSMSIG00000019200
mus_musculus ENSMUSG00000025432
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016698
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015872
mus_pahari MGP_PahariEiJ_G0031213
rattus_norvegicus ENSRNOG00000050419
meriones_unguiculatus ENSMUGG00000008091
cricetulus_griseus_crigri ENSCGRG00000007533
cricetulus_griseus_chok1gshd ENSCGRG00001012627
cricetulus_griseus_crigri-picr ENSCGRG00015001278
mesocricetus_auratus ENSMAUG00000012739
microtus_ochrogaster ENSMOCG00000012599
peromyscus_maniculatus_bairdii ENSPEMG00000003557
nannospalax_galili ENSNGAG00000022648
jaculus_jaculus ENSJJAG00000016587
dipodomys_ordii ENSDORG00000007274
octodon_degus ENSODEG00000001940
chinchilla_lanigera ENSCLAG00000009924
cavia_porcellus ENSCPOG00000012226
cavia_aperea ENSCAPG00000005407
heterocephalus_glaber_male ENSHGLG00100005592
heterocephalus_glaber_female ENSHGLG00000006939
fukomys_damarensis ENSFDAG00000013595
ictidomys_tridecemlineatus ENSSTOG00000001162
urocitellus_parryii ENSUPAG00010017677
spermophilus_dauricus ENSSDAG00000002286
marmota_marmota_marmota ENSMMMG00000010450
erinaceus_europaeus ENSEEUG00000004180
oryctolagus_cuniculus ENSOCUG00000012517
ochotona_princeps ENSOPRG00000006677
tupaia_belangeri ENSTBEG00000011791
carlito_syrichta ENSTSYG00000026397
loxodonta_africana ENSLAFG00000010796
procavia_capensis ENSPCAG00000003846
echinops_telfairi ENSETEG00000002688
echinops_telfairi ENSETEG00000014049
choloepus_hoffmanni ENSCHOG00000002364
dasypus_novemcinctus ENSDNOG00000014284
sorex_araneus ENSSARG00000000802
phascolarctos_cinereus ENSPCIG00000022522
notamacropus_eugenii ENSMEUG00000004061
sarcophilus_harrisii ENSSHAG00000009744
monodelphis_domestica ENSMODG00000021352
xenopus_tropicalis ENSXETG00000009647
latimeria_chalumnae ENSLACG00000018130
seriola_dumerili ENSSDUG00000004080
seriola_lalandi_dorsalis ENSSLDG00000004625
scophthalmus_maximus ENSSMAG00000004274
