mola_mola ENSMMOG00000008101
takifugu_rubripes ENSTRUG00000012748
labrus_bergylta ENSLBEG00000028611
hippocampus_comes ENSHCOG00000009526
seriola_dumerili ENSSDUG00000018267
seriola_lalandi_dorsalis ENSSLDG00000013005
scophthalmus_maximus ENSSMAG00000000802
anabas_testudineus ENSATEG00000023674
mastacembelus_armatus ENSMAMG00000023362
monopterus_albus ENSMALG00000013690
gasterosteus_aculeatus ENSGACG00000019271
cynoglossus_semilaevis ENSCSEG00000016363
xiphophorus_maculatus ENSXMAG00000005030
xiphophorus_couchianus ENSXCOG00000002039
poecilia_latipinna ENSPLAG00000010201
poecilia_mexicana ENSPMEG00000013609
poecilia_reticulata ENSPREG00000017681
poecilia_formosa ENSPFOG00000001331
gambusia_affinis ENSGAFG00000020038
fundulus_heteroclitus ENSFHEG00000010570
cyprinodon_variegatus ENSCVAG00000016344
kryptolebias_marmoratus ENSKMAG00000011096
oryzias_latipes ENSORLG00000012681
oryzias_latipes_asm223469v1 ENSORLG00015019132
oryzias_latipes ENSORLG00020000606
oryzias_melastigma ENSOMEG00000021161
amphiprion_percula ENSAPEG00000001061
amphiprion_ocellaris ENSAOCG00000001230
acanthochromis_polyacanthus ENSAPOG00000006021
stegastes_partitus ENSSPAG00000008570
haplochromis_burtoni ENSHBUG00000017690
astatotilapia_calliptera ENSACLG00000014213
pundamilia_nyererei ENSPNYG00000015115
maylandia_zebra ENSMZEG00005019170
oreochromis_niloticus ENSONIG00000014166
neolamprologus_brichardi ENSNBRG00000022975
amphilophus_citrinellus ENSACIG00000007330
tetraodon_nigroviridis ENSTNIG00000000689
periophthalmus_magnuspinnatus ENSPMGG00000008536
gadus_morhua ENSGMOG00000013710
esox_lucius ENSELUG00000012187
pygocentrus_nattereri ENSPNAG00000008855
astyanax_mexicanus ENSAMXG00000035490
ictalurus_punctatus ENSIPUG00000016442
danio_rerio ENSDARG00000015824
paramormyrops_kingsleyae ENSPKIG00000021723
scleropages_formosus ENSSFOG00015016183
scleropages_formosus ENSSFOG00015001935
lepisosteus_oculatus ENSLOCG00000016151
taeniopygia_guttata ENSTGUG00000006588
lonchura_striata_domestica ENSLSDG00000016107
parus_major ENSPMJG00000012600
