apteryx_rowi ENSARWG00000010742
apteryx_owenii ENSAOWG00000002337
dromaius_novaehollandiae ENSDNVG00000008581
nothoprocta_perdicaria ENSNPEG00000005504
numida_meleagris ENSNMEG00000005095
gallus_gallus ENSGALG00000036496
anas_platyrhynchos_platyrhynchos ENSAPLG00000026055
anser_brachyrhynchus ENSABRG00000008222
manacus_vitellinus ENSMVIG00005007412
cyanistes_caeruleus ENSCCEG00000004663
ornithorhynchus_anatinus ENSOANG00000028735
castor_canadensis ENSCCNG00000026495
dipodomys_ordii ENSDORG00000006904
mus_spicilegus ENSMSIG00000028751
mus_spicilegus ENSMSIG00000022938
mus_musculus ENSMUSG00000054808
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030564
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029468
mus_pahari MGP_PahariEiJ_G0012702
rattus_norvegicus ENSRNOG00000020433
meriones_unguiculatus ENSMUGG00000023097
peromyscus_maniculatus_bairdii ENSPEMG00000007795
microtus_ochrogaster ENSMOCG00000014399
cricetulus_griseus_crigri-picr ENSCGRG00015026222
cricetulus_griseus_chok1gshd ENSCGRG00001012859
mesocricetus_auratus ENSMAUG00000001137
nannospalax_galili ENSNGAG00000023185
jaculus_jaculus ENSJJAG00000016487
heterocephalus_glaber_female ENSHGLG00000008428
heterocephalus_glaber_male ENSHGLG00100018244
fukomys_damarensis ENSFDAG00000012361
octodon_degus ENSODEG00000015873
octodon_degus ENSODEG00000003754
cavia_porcellus ENSCPOG00000011903
cavia_aperea ENSCAPG00000009597
chinchilla_lanigera ENSCLAG00000012608
ictidomys_tridecemlineatus ENSSTOG00000028451
spermophilus_dauricus ENSSDAG00000002492
urocitellus_parryii ENSUPAG00010009820
marmota_marmota_marmota ENSMMMG00000000635
oryctolagus_cuniculus ENSOCUG00000022448
oryctolagus_cuniculus ENSOCUG00000021227
ochotona_princeps ENSOPRG00000009234
bison_bison_bison ENSBBBG00000008015
bos_mutus ENSBMUG00000001012
capra_hircus ENSCHIG00000011102
ovis_aries ENSOARG00000005791
tursiops_truncatus ENSTTRG00000010666
sus_scrofa ENSSSCG00000002965
equus_caballus ENSECAG00000021777
equus_asinus_asinus ENSEASG00005013002
pteropus_vampyrus ENSPVAG00000012899
myotis_lucifugus ENSMLUG00000002293
ursus_maritimus ENSUMAG00000019165
ursus_americanus ENSUAMG00000010119
ailuropoda_melanoleuca ENSAMEG00000009969
mustela_putorius_furo ENSMPUG00000017792
neovison_vison ENSNVIG00000009607
canis_lupus_dingo ENSCAFG00020017486
canis_lupus_familiaris ENSCAFG00000005776
vulpes_vulpes ENSVVUG00000007067
panthera_pardus ENSPPRG00000001841
panthera_tigris_altaica ENSPTIG00000003932
felis_catus ENSFCAG00000029959
tupaia_belangeri ENSTBEG00000003046
bos_taurus ENSBTAG00000011215
cricetulus_griseus_crigri ENSCGRG00000008638
pan_troglodytes ENSPTRG00000010935
pan_paniscus ENSPPAG00000040184
homo_sapiens ENSG00000130402
gorilla_gorilla ENSGGOG00000005899
nomascus_leucogenys ENSNLEG00000016804
pongo_abelii ENSPPYG00000009939
pan_paniscus ENSPPAG00000028200
pan_troglodytes ENSPTRG00000042667
nomascus_leucogenys ENSNLEG00000031088
theropithecus_gelada ENSTGEG00000003638
papio_anubis ENSPANG00000021674
cercocebus_atys ENSCATG00000029753
macaca_mulatta ENSMMUG00000006429
macaca_fascicularis ENSMFAG00000033669
macaca_nemestrina ENSMNEG00000033643
mandrillus_leucophaeus ENSMLEG00000031659
chlorocebus_sabaeus ENSCSAG00000004021
colobus_angolensis_palliatus ENSCANG00000039405
piliocolobus_tephrosceles ENSPTEG00000002037
rhinopithecus_bieti ENSRBIG00000040525
rhinopithecus_roxellana ENSRROG00000044775
cebus_capucinus ENSCCAG00000021970
saimiri_boliviensis_boliviensis ENSSBOG00000029610
callithrix_jacchus ENSCJAG00000013777
aotus_nancymaae ENSANAG00000030756
carlito_syrichta ENSTSYG00000035835
microcebus_murinus ENSMICG00000016495
propithecus_coquereli ENSPCOG00000026477
prolemur_simus ENSPSMG00000013753
otolemur_garnettii ENSOGAG00000012501
dasypus_novemcinctus ENSDNOG00000006896
echinops_telfairi ENSETEG00000007597
ornithorhynchus_anatinus ENSOANG00000004003
loxodonta_africana ENSLAFG00000006521
procavia_capensis ENSPCAG00000007306
lonchura_striata_domestica ENSLSDG00000005749
manacus_vitellinus ENSMVIG00005001946
ornithorhynchus_anatinus ENSOANG00000019875
ornithorhynchus_anatinus ENSOANG00000031690
phascolarctos_cinereus ENSPCIG00000021127
notamacropus_eugenii ENSMEUG00000007179
monodelphis_domestica ENSMODG00000013370
sarcophilus_harrisii ENSSHAG00000006501
cyprinodon_variegatus ENSCVAG00000020033
fundulus_heteroclitus ENSFHEG00000007829
xiphophorus_maculatus ENSXMAG00000003126
gambusia_affinis ENSGAFG00000004367
poecilia_formosa ENSPFOG00000017428
poecilia_mexicana ENSPMEG00000014077
poecilia_latipinna ENSPLAG00000015054
poecilia_reticulata ENSPREG00000020467
kryptolebias_marmoratus ENSKMAG00000002429
oryzias_latipes ENSORLG00000000939
oryzias_latipes ENSORLG00020020519
oryzias_latipes_asm223469v1 ENSORLG00015009431
oryzias_melastigma ENSOMEG00000021538
amphiprion_percula ENSAPEG00000017602
amphiprion_ocellaris ENSAOCG00000001452
acanthochromis_polyacanthus ENSAPOG00000019039
stegastes_partitus ENSSPAG00000022132
labrus_bergylta ENSLBEG00000007023
labrus_bergylta ENSLBEG00000002503
gasterosteus_aculeatus ENSGACG00000013140
monopterus_albus ENSMALG00000009656
monopterus_albus ENSMALG00000009647
haplochromis_burtoni ENSHBUG00000002222
pundamilia_nyererei ENSPNYG00000006323
astatotilapia_calliptera ENSACLG00000014224
maylandia_zebra ENSMZEG00005024648
oreochromis_niloticus ENSONIG00000001316
neolamprologus_brichardi ENSNBRG00000006390
amphilophus_citrinellus ENSACIG00000018494
xiphophorus_couchianus ENSXCOG00000009392
cynoglossus_semilaevis ENSCSEG00000006298
seriola_lalandi_dorsalis ENSSLDG00000006447
seriola_dumerili ENSSDUG00000003055
scophthalmus_maximus ENSSMAG00000019370
anabas_testudineus ENSATEG00000004780
mastacembelus_armatus ENSMAMG00000017079
takifugu_rubripes ENSTRUG00000009876
tetraodon_nigroviridis ENSTNIG00000014277
mola_mola ENSMMOG00000005198
periophthalmus_magnuspinnatus ENSPMGG00000020853
gadus_morhua ENSGMOG00000007919
