mus_spicilegus ENSMSIG00000012351
mus_musculus ENSMUSG00000009687
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030652
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029556
mus_pahari MGP_PahariEiJ_G0012788
meriones_unguiculatus ENSMUGG00000014257
cricetulus_griseus_chok1gshd ENSCGRG00001020933
cricetulus_griseus_crigri-picr ENSCGRG00015013352
cricetulus_griseus_crigri ENSCGRG00000009440
mesocricetus_auratus ENSMAUG00000010285
microtus_ochrogaster ENSMOCG00000015934
peromyscus_maniculatus_bairdii ENSPEMG00000013644
