lonchura_striata_domestica ENSLSDG00000017367
taeniopygia_guttata ENSTGUG00000000031
cyanistes_caeruleus ENSCCEG00000002657
parus_major ENSPMJG00000006091
ficedula_albicollis ENSFALG00000003359
junco_hyemalis ENSJHYG00000007349
zonotrichia_albicollis ENSZALG00000015745
manacus_vitellinus ENSMVIG00005017865
lepidothrix_coronata ENSLCOG00000010390
anas_platyrhynchos_platyrhynchos ENSAPLG00000012646
anser_brachyrhynchus ENSABRG00000016892
gallus_gallus ENSGALG00000007620
coturnix_japonica ENSCJPG00005020869
meleagris_gallopavo ENSMGAG00000009706
numida_meleagris ENSNMEG00000000826
melopsittacus_undulatus ENSMUNG00000004017
dromaius_novaehollandiae ENSDNVG00000011910
nothoprocta_perdicaria ENSNPEG00000005119
apteryx_haastii ENSAHAG00000000093
apteryx_owenii ENSAOWG00000006425
apteryx_rowi ENSARWG00000001416
calidris_pygmaea ENSCPGG00000013340
calidris_pugnax ENSCPUG00000008727
crocodylus_porosus ENSCPRG00005015050
gopherus_agassizii ENSGAGG00000024650
chelonoidis_abingdonii ENSCABG00000012842
chrysemys_picta_bellii ENSCPBG00000022074
pelodiscus_sinensis ENSPSIG00000009476
anolis_carolinensis ENSACAG00000006937
pogona_vitticeps ENSPVIG00000024956
notechis_scutatus ENSNSUG00000007310
salvator_merianae ENSSMRG00000007257
sphenodon_punctatus ENSSPUG00000003297
mus_musculus ENSMUSG00000024366
mus_spicilegus ENSMSIG00000010844
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022096
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023008
mus_pahari MGP_PahariEiJ_G0018830
rattus_norvegicus ENSRNOG00000020309
meriones_unguiculatus ENSMUGG00000022772
cricetulus_griseus_chok1gshd ENSCGRG00001021330
cricetulus_griseus_crigri-picr ENSCGRG00015002075
cricetulus_griseus_crigri ENSCGRG00000008290
mesocricetus_auratus ENSMAUG00000021771
peromyscus_maniculatus_bairdii ENSPEMG00000018882
microtus_ochrogaster ENSMOCG00000021834
nannospalax_galili ENSNGAG00000023176
jaculus_jaculus ENSJJAG00000017825
castor_canadensis ENSCCNG00000011435
urocitellus_parryii ENSUPAG00010021988
ictidomys_tridecemlineatus ENSSTOG00000008653
spermophilus_dauricus ENSSDAG00000017068
marmota_marmota_marmota ENSMMMG00000009458
chinchilla_lanigera ENSCLAG00000007630
cavia_porcellus ENSCPOG00000006594
octodon_degus ENSODEG00000004505
heterocephalus_glaber_male ENSHGLG00100012842
heterocephalus_glaber_female ENSHGLG00000005227
fukomys_damarensis ENSFDAG00000013644
oryctolagus_cuniculus ENSOCUG00000008391
ochotona_princeps ENSOPRG00000016357
tupaia_belangeri ENSTBEG00000013034
pan_paniscus ENSPPAG00000042578
pan_troglodytes ENSPTRG00000017283
homo_sapiens ENSG00000146013
gorilla_gorilla ENSGGOG00000011281
pongo_abelii ENSPPYG00000015824
nomascus_leucogenys ENSNLEG00000008856
rhinopithecus_bieti ENSRBIG00000038730
rhinopithecus_roxellana ENSRROG00000043042
colobus_angolensis_palliatus ENSCANG00000030658
piliocolobus_tephrosceles ENSPTEG00000032495
papio_anubis ENSPANG00000011298
theropithecus_gelada ENSTGEG00000022891
cercocebus_atys ENSCATG00000044522
mandrillus_leucophaeus ENSMLEG00000031678
chlorocebus_sabaeus ENSCSAG00000013196
macaca_fascicularis ENSMFAG00000043925
macaca_mulatta ENSMMUG00000013272
macaca_nemestrina ENSMNEG00000042264
saimiri_boliviensis_boliviensis ENSSBOG00000018545
cebus_capucinus ENSCCAG00000028016
callithrix_jacchus ENSCJAG00000006454
aotus_nancymaae ENSANAG00000023740
carlito_syrichta ENSTSYG00000008665
prolemur_simus ENSPSMG00000006387
microcebus_murinus ENSMICG00000001692
propithecus_coquereli ENSPCOG00000020551
otolemur_garnettii ENSOGAG00000009000
capra_hircus ENSCHIG00000010268
ovis_aries ENSOARG00000016086
bos_mutus ENSBMUG00000025919
bos_taurus ENSBTAG00000005288
bison_bison_bison ENSBBBG00000020246
tursiops_truncatus ENSTTRG00000005447
sus_scrofa ENSSSCG00000014328
vicugna_pacos ENSVPAG00000006326
equus_asinus_asinus ENSEASG00005020771
equus_caballus ENSECAG00000009357
ursus_maritimus ENSUMAG00000016250
ursus_americanus ENSUAMG00000002262
ailuropoda_melanoleuca ENSAMEG00000016510
mustela_putorius_furo ENSMPUG00000009494
neovison_vison ENSNVIG00000015077
canis_lupus_dingo ENSCAFG00020010375
canis_lupus_familiaris ENSCAFG00000001215
vulpes_vulpes ENSVVUG00000017982
panthera_pardus ENSPPRG00000001307
panthera_tigris_altaica ENSPTIG00000021893
felis_catus ENSFCAG00000001712
pteropus_vampyrus ENSPVAG00000008346
erinaceus_europaeus ENSEEUG00000000789
myotis_lucifugus ENSMLUG00000010361
choloepus_hoffmanni ENSCHOG00000013787
dasypus_novemcinctus ENSDNOG00000031760
loxodonta_africana ENSLAFG00000015013
procavia_capensis ENSPCAG00000002128
echinops_telfairi ENSETEG00000004276
sorex_araneus ENSSARG00000009352
phascolarctos_cinereus ENSPCIG00000015947
notamacropus_eugenii ENSMEUG00000012714
sarcophilus_harrisii ENSSHAG00000011362
monodelphis_domestica ENSMODG00000012187
