takifugu_rubripes ENSTRUG00000019595
tetraodon_nigroviridis ENSTNIG00000014075
cynoglossus_semilaevis ENSCSEG00000007932
monopterus_albus ENSMALG00000006890
mastacembelus_armatus ENSMAMG00000012069
anabas_testudineus ENSATEG00000018872
seriola_lalandi_dorsalis ENSSLDG00000025144
seriola_dumerili ENSSDUG00000002829
scophthalmus_maximus ENSSMAG00000003784
xiphophorus_couchianus ENSXCOG00000014490
xiphophorus_maculatus ENSXMAG00000012736
gambusia_affinis ENSGAFG00000010326
poecilia_mexicana ENSPMEG00000013733
poecilia_latipinna ENSPLAG00000016920
poecilia_reticulata ENSPREG00000000412
fundulus_heteroclitus ENSFHEG00000010477
cyprinodon_variegatus ENSCVAG00000001961
kryptolebias_marmoratus ENSKMAG00000018176
oryzias_latipes ENSORLG00020005664
oryzias_latipes_asm223469v1 ENSORLG00015004190
oryzias_latipes ENSORLG00000019755
oryzias_melastigma ENSOMEG00000013652
astatotilapia_calliptera ENSACLG00000020920
maylandia_zebra ENSMZEG00005007255
pundamilia_nyererei ENSPNYG00000000805
haplochromis_burtoni ENSHBUG00000018076
neolamprologus_brichardi ENSNBRG00000023974
oreochromis_niloticus ENSONIG00000017694
amphilophus_citrinellus ENSACIG00000009849
amphiprion_ocellaris ENSAOCG00000010604
amphiprion_percula ENSAPEG00000012844
acanthochromis_polyacanthus ENSAPOG00000008133
stegastes_partitus ENSSPAG00000013029
labrus_bergylta ENSLBEG00000011064
mola_mola ENSMMOG00000021394
gasterosteus_aculeatus ENSGACG00000018946
hippocampus_comes ENSHCOG00000020044
periophthalmus_magnuspinnatus ENSPMGG00000016481
gadus_morhua ENSGMOG00000010560
esox_lucius ENSELUG00000017103
pygocentrus_nattereri ENSPNAG00000028562
astyanax_mexicanus ENSAMXG00000010725
ictalurus_punctatus ENSIPUG00000007258
danio_rerio ENSDARG00000030417
paramormyrops_kingsleyae ENSPKIG00000002348
scleropages_formosus ENSSFOG00015019494
