mola_mola ENSMMOG00000017936
gasterosteus_aculeatus ENSGACG00000009595
anabas_testudineus ENSATEG00000006548
hippocampus_comes ENSHCOG00000015853
cynoglossus_semilaevis ENSCSEG00000014108
cynoglossus_semilaevis ENSCSEG00000011821
periophthalmus_magnuspinnatus ENSPMGG00000021610
oryzias_latipes ENSORLG00020012218
oryzias_latipes_asm223469v1 ENSORLG00015001320
oryzias_latipes ENSORLG00000021971
oryzias_melastigma ENSOMEG00000003879
tetraodon_nigroviridis ENSTNIG00000015913
takifugu_rubripes ENSTRUG00000016347
labrus_bergylta ENSLBEG00000014051
monopterus_albus ENSMALG00000011963
mastacembelus_armatus ENSMAMG00000013876
seriola_dumerili ENSSDUG00000014141
seriola_lalandi_dorsalis ENSSLDG00000000999
scophthalmus_maximus ENSSMAG00000011249
amphiprion_ocellaris ENSAOCG00000000939
amphiprion_percula ENSAPEG00000021888
acanthochromis_polyacanthus ENSAPOG00000011252
stegastes_partitus ENSSPAG00000017783
fundulus_heteroclitus ENSFHEG00000011560
cyprinodon_variegatus ENSCVAG00000011631
xiphophorus_maculatus ENSXMAG00000007531
xiphophorus_couchianus ENSXCOG00000016950
gambusia_affinis ENSGAFG00000012152
poecilia_formosa ENSPFOG00000016474
poecilia_latipinna ENSPLAG00000003266
poecilia_mexicana ENSPMEG00000008268
poecilia_reticulata ENSPREG00000001717
kryptolebias_marmoratus ENSKMAG00000014020
astatotilapia_calliptera ENSACLG00000001946
maylandia_zebra ENSMZEG00005016807
haplochromis_burtoni ENSHBUG00000009882
pundamilia_nyererei ENSPNYG00000018008
neolamprologus_brichardi ENSNBRG00000005268
oreochromis_niloticus ENSONIG00000013648
amphilophus_citrinellus ENSACIG00000020003
gadus_morhua ENSGMOG00000004812
esox_lucius ENSELUG00000011640
pygocentrus_nattereri ENSPNAG00000007745
astyanax_mexicanus ENSAMXG00000040213
ictalurus_punctatus ENSIPUG00000024997
danio_rerio ENSDARG00000059028
scleropages_formosus ENSSFOG00015013882
paramormyrops_kingsleyae ENSPKIG00000024711
lepisosteus_oculatus ENSLOCG00000008675
pogona_vitticeps ENSPVIG00000017772
notechis_scutatus ENSNSUG00000018635
salvator_merianae ENSSMRG00000020884
sphenodon_punctatus ENSSPUG00000007636
junco_hyemalis ENSJHYG00000000686
zonotrichia_albicollis ENSZALG00000001443
serinus_canaria ENSSCAG00000005594
ficedula_albicollis ENSFALG00000008465
taeniopygia_guttata ENSTGUG00000007706
lonchura_striata_domestica ENSLSDG00000012497
lepidothrix_coronata ENSLCOG00000012458
melopsittacus_undulatus ENSMUNG00000004398
calidris_pygmaea ENSCPGG00000008831
calidris_pugnax ENSCPUG00000018817
anser_brachyrhynchus ENSABRG00000022259
anas_platyrhynchos_platyrhynchos ENSAPLG00000017738
gallus_gallus ENSGALG00000005614
coturnix_japonica ENSCJPG00005008456
meleagris_gallopavo ENSMGAG00000006923
numida_meleagris ENSNMEG00000021463
dromaius_novaehollandiae ENSDNVG00000005227
crocodylus_porosus ENSCPRG00005010763
chelonoidis_abingdonii ENSCABG00000007259
gopherus_agassizii ENSGAGG00000008194
pelodiscus_sinensis ENSPSIG00000009548
cricetulus_griseus_crigri-picr ENSCGRG00015022288
cricetulus_griseus_chok1gshd ENSCGRG00001017695
cricetulus_griseus_crigri ENSCGRG00000000558
mesocricetus_auratus ENSMAUG00000017084
microtus_ochrogaster ENSMOCG00000003066
peromyscus_maniculatus_bairdii ENSPEMG00000013584
mus_spicilegus ENSMSIG00000006246
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028561
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027563
mus_musculus ENSMUSG00000029346
mus_pahari MGP_PahariEiJ_G0024145
rattus_norvegicus ENSRNOG00000000662
meriones_unguiculatus ENSMUGG00000013851
nannospalax_galili ENSNGAG00000000927
jaculus_jaculus ENSJJAG00000020451
castor_canadensis ENSCCNG00000007680
heterocephalus_glaber_female ENSHGLG00000007556
heterocephalus_glaber_male ENSHGLG00100016041
fukomys_damarensis ENSFDAG00000017159
chinchilla_lanigera ENSCLAG00000006805
octodon_degus ENSODEG00000016966
cavia_porcellus ENSCPOG00000000357
urocitellus_parryii ENSUPAG00010005420
marmota_marmota_marmota ENSMMMG00000017796
ictidomys_tridecemlineatus ENSSTOG00000013514
spermophilus_dauricus ENSSDAG00000003672
tupaia_belangeri ENSTBEG00000007645
pan_troglodytes ENSPTRG00000014195
pan_paniscus ENSPPAG00000036964
homo_sapiens ENSG00000100104
gorilla_gorilla ENSGGOG00000004994
pongo_abelii ENSPPYG00000011665
nomascus_leucogenys ENSNLEG00000007734
macaca_fascicularis ENSMFAG00000035520
macaca_nemestrina ENSMNEG00000035293
macaca_mulatta ENSMMUG00000023443
cercocebus_atys ENSCATG00000032586
mandrillus_leucophaeus ENSMLEG00000023876
theropithecus_gelada ENSTGEG00000026912
papio_anubis ENSPANG00000016396
chlorocebus_sabaeus ENSCSAG00000010092
piliocolobus_tephrosceles ENSPTEG00000035909
colobus_angolensis_palliatus ENSCANG00000004224
rhinopithecus_bieti ENSRBIG00000040885
rhinopithecus_roxellana ENSRROG00000034093
cebus_capucinus ENSCCAG00000020769
saimiri_boliviensis_boliviensis ENSSBOG00000024759
callithrix_jacchus ENSCJAG00000008709
aotus_nancymaae ENSANAG00000038316
carlito_syrichta ENSTSYG00000011755
prolemur_simus ENSPSMG00000013547
propithecus_coquereli ENSPCOG00000015629
microcebus_murinus ENSMICG00000013722
otolemur_garnettii ENSOGAG00000010579
otolemur_garnettii ENSOGAG00000000694
ovis_aries ENSOARG00000001087
capra_hircus ENSCHIG00000018494
bos_taurus ENSBTAG00000012277
bos_mutus ENSBMUG00000000499
bison_bison_bison ENSBBBG00000011003
tursiops_truncatus ENSTTRG00000009413
