denticeps_clupeoides ENSDCDG00000003788
clupea_harengus ENSCHAG00000025541
pygocentrus_nattereri ENSPNAG00000003380
astyanax_mexicanus ENSAMXG00000008158
ictalurus_punctatus ENSIPUG00000008871
electrophorus_electricus ENSEEEG00000011664
danio_rerio ENSDARG00000074908
takifugu_rubripes ENSTRUG00000005091
tetraodon_nigroviridis ENSTNIG00000007915
mola_mola ENSMMOG00000013515
cottoperca_gobio ENSCGOG00000011545
labrus_bergylta ENSLBEG00000003883
monopterus_albus ENSMALG00000012654
anabas_testudineus ENSATEG00000005497
seriola_dumerili ENSSDUG00000001601
seriola_lalandi ENSSLDG00000003661
lates_calcarifer ENSLCAG00010004981
scophthalmus_maximus ENSSMAG00000013078
hippocampus_comes ENSHCOG00000015262
mastacembelus_armatus ENSMAMG00000017127
betta_splendens ENSBSLG00000023889
larimichthys_crocea ENSLCRG00005016650
cynoglossus_semilaevis ENSCSEG00000008939
amphiprion_percula ENSAPEG00000021601
amphiprion_ocellaris ENSAOCG00000009982
acanthochromis_polyacanthus ENSAPOG00000010460
stegastes_partitus ENSSPAG00000003136
parambassis_ranga ENSPRNG00000011032
gouania_willdenowi ENSGWIG00000024413
poecilia_formosa ENSPFOG00000015131
poecilia_mexicana ENSPMEG00000001712
poecilia_latipinna ENSPLAG00000021111
poecilia_reticulata ENSPREG00000021526
xiphophorus_maculatus ENSXMAG00000011666
xiphophorus_couchianus ENSXCOG00000007880
gambusia_affinis ENSGAFG00000015287
fundulus_heteroclitus ENSFHEG00000018553
cyprinodon_variegatus ENSCVAG00000015580
kryptolebias_marmoratus ENSKMAG00000019369
oryzias_latipes ENSORLG00020008763
oryzias_latipes ENSORLG00000011639
oryzias_latipes ENSORLG00015003467
oryzias_melastigma ENSOMEG00000011685
maylandia_zebra ENSMZEG00005011386
haplochromis_burtoni ENSHBUG00000022833
pundamilia_nyererei ENSPNYG00000017103
neolamprologus_brichardi ENSNBRG00000016134
oreochromis_niloticus ENSONIG00000015644
amphilophus_citrinellus ENSACIG00000010609
gasterosteus_aculeatus ENSGACG00000012576
periophthalmus_magnuspinnatus ENSPMGG00000020631
gadus_morhua ENSGMOG00000004250
esox_lucius ENSELUG00000012467
scleropages_formosus ENSSFOG00015013459
scleropages_formosus ENSSFOG00015007912
paramormyrops_kingsleyae ENSPKIG00000009956
lepisosteus_oculatus ENSLOCG00000009665
erpetoichthys_calabaricus ENSECRG00000019734
ficedula_albicollis ENSFALG00000003967
taeniopygia_guttata ENSTGUG00000003341
gallus_gallus ENSGALG00000005974
meleagris_gallopavo ENSMGAG00000001789
numida_meleagris ENSNMEG00000018200
pelodiscus_sinensis ENSPSIG00000005874
anolis_carolinensis ENSACAG00000004735
phascolarctos_cinereus ENSPCIG00000019516
notamacropus_eugenii ENSMEUG00000006921
sarcophilus_harrisii ENSSHAG00000008873
bos_mutus ENSBMUG00000019539
bison_bison ENSBBBG00000015494
sus_scrofa ENSSSCG00000022506
panthera_pardus ENSPPRG00000000566
felis_catus ENSFCAG00000014813
neovison_vison ENSNVIG00000008572
mustela_putorius ENSMPUG00000001622
equus_caballus ENSECAG00000022731
prolemur_simus ENSPSMG00000024203
propithecus_coquereli ENSPCOG00000014806
otolemur_garnettii ENSOGAG00000031247
pan_paniscus ENSPPAG00000027819
homo_sapiens ENSG00000142156
gorilla_gorilla ENSGGOG00000001462
cercocebus_atys ENSCATG00000040431
mandrillus_leucophaeus ENSMLEG00000029822
macaca_mulatta ENSMMUG00000000544
macaca_fascicularis ENSMFAG00000003504
macaca_nemestrina ENSMNEG00000043587
theropithecus_gelada ENSTGEG00000017430
papio_anubis ENSPANG00000022692
rhinopithecus_roxellana ENSRROG00000034310
rhinopithecus_bieti ENSRBIG00000044937
colobus_angolensis ENSCANG00000043475
piliocolobus_tephrosceles ENSPTEG00000008452
saimiri_boliviensis ENSSBOG00000033262
cebus_capucinus ENSCCAG00000028601
carlito_syrichta ENSTSYG00000014354
heterocephalus_glaber ENSHGLG00100008512
heterocephalus_glaber ENSHGLG00000017878
chinchilla_lanigera ENSCLAG00000004686
urocitellus_parryii ENSUPAG00010002516
spermophilus_dauricus ENSSDAG00000004012
mus_spicilegus ENSMSIG00000029284
mus_spretus MGP_SPRETEiJ_G0016287
mus_musculus ENSMUSG00000001119
mus_caroli MGP_CAROLIEiJ_G0015474
mus_pahari MGP_PahariEiJ_G0030888
rattus_norvegicus ENSRNOG00000001249
meriones_unguiculatus ENSMUGG00000010613
cricetulus_griseus ENSCGRG00000001617
cricetulus_griseus ENSCGRG00015019482
cricetulus_griseus ENSCGRG00001017421
peromyscus_maniculatus ENSPEMG00000011883
microtus_ochrogaster ENSMOCG00000015635
nannospalax_galili ENSNGAG00000010525
jaculus_jaculus ENSJJAG00000021936
castor_canadensis ENSCCNG00000000580
ornithorhynchus_anatinus ENSOANG00000006264
callorhinchus_milii ENSCMIG00000012721
petromyzon_marinus ENSPMAG00000006530
