caenorhabditis_elegans_strain_n2 WBGene00013958
drosophila_melanogaster FBgn0039868
ailuropoda_melanoleuca ENSAMEG00000006988
ursus_americanus ENSUAMG00000005139
mustela_putorius_furo ENSMPUG00000012552
mustela_putorius_furo ENSMPUG00000016964
neovison_vison ENSNVIG00000021573
canis_lupus_dingo ENSCAFG00020011505
canis_lupus_familiaris ENSCAFG00000016694
vulpes_vulpes ENSVVUG00000001697
panthera_pardus ENSPPRG00000016600
panthera_tigris_altaica ENSPTIG00000011708
felis_catus ENSFCAG00000025473
myotis_lucifugus ENSMLUG00000003504
sus_scrofa ENSSSCG00000029577
sus_scrofa ENSSSCG00000033533
capra_hircus ENSCHIG00000022082
ovis_aries ENSOARG00000002165
bos_taurus ENSBTAG00000010734
bos_mutus ENSBMUG00000019529
bison_bison_bison ENSBBBG00000001794
equus_asinus_asinus ENSEASG00005011988
equus_caballus ENSECAG00000021354
aotus_nancymaae ENSANAG00000015743
aotus_nancymaae ENSANAG00000027410
cebus_capucinus ENSCCAG00000026775
theropithecus_gelada ENSTGEG00000014098
chlorocebus_sabaeus ENSCSAG00000009400
pan_troglodytes ENSPTRG00000017560
pan_paniscus ENSPPAG00000035473
pongo_abelii ENSPPYG00000016070
carlito_syrichta ENSTSYG00000030409
carlito_syrichta ENSTSYG00000032690
peromyscus_maniculatus_bairdii ENSPEMG00000020268
peromyscus_maniculatus_bairdii ENSPEMG00000024696
microtus_ochrogaster ENSMOCG00000020788
mesocricetus_auratus ENSMAUG00000015569
mesocricetus_auratus ENSMAUG00000009852
cricetulus_griseus_chok1gshd ENSCGRG00001004259
cricetulus_griseus_crigri-picr ENSCGRG00015018790
cricetulus_griseus_crigri ENSCGRG00000010975
mus_spicilegus ENSMSIG00000007912
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018538
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019418
mus_musculus ENSMUSG00000025869
mus_pahari MGP_PahariEiJ_G0019603
rattus_norvegicus ENSRNOG00000017284
meriones_unguiculatus ENSMUGG00000017103
nannospalax_galili ENSNGAG00000018045
jaculus_jaculus ENSJJAG00000017655
dipodomys_ordii ENSDORG00000008872
heterocephalus_glaber_male ENSHGLG00100011375
heterocephalus_glaber_female ENSHGLG00000013437
fukomys_damarensis ENSFDAG00000000193
chinchilla_lanigera ENSCLAG00000015405
octodon_degus ENSODEG00000009586
cavia_porcellus ENSCPOG00000026072
ictidomys_tridecemlineatus ENSSTOG00000004869
spermophilus_dauricus ENSSDAG00000003784
urocitellus_parryii ENSUPAG00010012991
urocitellus_parryii ENSUPAG00010007347
marmota_marmota_marmota ENSMMMG00000001662
spermophilus_dauricus ENSSDAG00000003760
castor_canadensis ENSCCNG00000017308
mesocricetus_auratus ENSMAUG00000009138
sorex_araneus ENSSARG00000006699
otolemur_garnettii ENSOGAG00000000824
dasypus_novemcinctus ENSDNOG00000042890
loxodonta_africana ENSLAFG00000017886
oryctolagus_cuniculus ENSOCUG00000013171
phascolarctos_cinereus ENSPCIG00000009782
sarcophilus_harrisii ENSSHAG00000001724
monodelphis_domestica ENSMODG00000005214
chelonoidis_abingdonii ENSCABG00000018252
gopherus_agassizii ENSGAGG00000013246
chrysemys_picta_bellii ENSCPBG00000022647
pelodiscus_sinensis ENSPSIG00000013546
taeniopygia_guttata ENSTGUG00000000543
lonchura_striata_domestica ENSLSDG00000016328
junco_hyemalis ENSJHYG00000002772
ficedula_albicollis ENSFALG00000008553
lepidothrix_coronata ENSLCOG00000007964
manacus_vitellinus ENSMVIG00005016814
calidris_pugnax ENSCPUG00000009439
calidris_pygmaea ENSCPGG00000015384
meleagris_gallopavo ENSMGAG00000004726
coturnix_japonica ENSCJPG00005011215
gallus_gallus ENSGALG00000003355
numida_meleagris ENSNMEG00000018011
apteryx_haastii ENSAHAG00000019699
apteryx_owenii ENSAOWG00000010537
serinus_canaria ENSSCAG00000013248
cyanistes_caeruleus ENSCCEG00000007366
parus_major ENSPMJG00000007592
melopsittacus_undulatus ENSMUNG00000005732
nothoprocta_perdicaria ENSNPEG00000004708
dromaius_novaehollandiae ENSDNVG00000015116
apteryx_rowi ENSARWG00000005038
pogona_vitticeps ENSPVIG00000025019
anolis_carolinensis ENSACAG00000006333
notechis_scutatus ENSNSUG00000014792
salvator_merianae ENSSMRG00000006524
sphenodon_punctatus ENSSPUG00000006508
xenopus_tropicalis ENSXETG00000022342
latimeria_chalumnae ENSLACG00000014884
fundulus_heteroclitus ENSFHEG00000016452
cyprinodon_variegatus ENSCVAG00000020140
poecilia_mexicana ENSPMEG00000008611
poecilia_formosa ENSPFOG00000010549
poecilia_reticulata ENSPREG00000012940
gambusia_affinis ENSGAFG00000011616
poecilia_latipinna ENSPLAG00000007124
xiphophorus_maculatus ENSXMAG00000029113
xiphophorus_couchianus ENSXCOG00000018829
kryptolebias_marmoratus ENSKMAG00000006164
oryzias_latipes ENSORLG00000026611
oryzias_melastigma ENSOMEG00000023001
maylandia_zebra ENSMZEG00005012112
astatotilapia_calliptera ENSACLG00000025227
haplochromis_burtoni ENSHBUG00000013527
pundamilia_nyererei ENSPNYG00000013529
neolamprologus_brichardi ENSNBRG00000015181
oreochromis_niloticus ENSONIG00000016417
amphilophus_citrinellus ENSACIG00000019263
amphiprion_percula ENSAPEG00000006605
amphiprion_ocellaris ENSAOCG00000005504
acanthochromis_polyacanthus ENSAPOG00000010682
stegastes_partitus ENSSPAG00000011772
tetraodon_nigroviridis ENSTNIG00000007616
takifugu_rubripes ENSTRUG00000020255
mola_mola ENSMMOG00000016054
gasterosteus_aculeatus ENSGACG00000002618
gasterosteus_aculeatus ENSGACG00000003122
gasterosteus_aculeatus ENSGACG00000020819
gasterosteus_aculeatus ENSGACG00000020810
labrus_bergylta ENSLBEG00000018355
labrus_bergylta ENSLBEG00000013819
monopterus_albus ENSMALG00000021263
mastacembelus_armatus ENSMAMG00000021868
anabas_testudineus ENSATEG00000014089
seriola_lalandi_dorsalis ENSSLDG00000025171
seriola_dumerili ENSSDUG00000022349
hippocampus_comes ENSHCOG00000019999
cynoglossus_semilaevis ENSCSEG00000020523
periophthalmus_magnuspinnatus ENSPMGG00000003443
esox_lucius ENSELUG00000000401
astyanax_mexicanus ENSAMXG00000006843
pygocentrus_nattereri ENSPNAG00000016233
ictalurus_punctatus ENSIPUG00000006682
danio_rerio ENSDARG00000044402
scleropages_formosus ENSSFOG00015010537
paramormyrops_kingsleyae ENSPKIG00000009587
lepisosteus_oculatus ENSLOCG00000012348
eptatretus_burgeri ENSEBUG00000011196
ciona_savignyi ENSCSAVG00000000269
ciona_intestinalis ENSCING00000006179
saccharomyces_cerevisiae YER002W
