takifugu_rubripes ENSTRUG00000012085
tetraodon_nigroviridis ENSTNIG00000010259
mola_mola ENSMMOG00000002510
gasterosteus_aculeatus ENSGACG00000015556
labrus_bergylta ENSLBEG00000012095
fundulus_heteroclitus ENSFHEG00000013550
cyprinodon_variegatus ENSCVAG00000005715
poecilia_latipinna ENSPLAG00000016199
poecilia_formosa ENSPFOG00000007666
poecilia_mexicana ENSPMEG00000000894
xiphophorus_maculatus ENSXMAG00000018068
xiphophorus_couchianus ENSXCOG00000010376
gambusia_affinis ENSGAFG00000013522
kryptolebias_marmoratus ENSKMAG00000015506
oryzias_latipes_asm223469v1 ENSORLG00015008225
oryzias_latipes ENSORLG00020004667
oryzias_latipes ENSORLG00000028178
oryzias_melastigma ENSOMEG00000015969
amphiprion_percula ENSAPEG00000004141
acanthochromis_polyacanthus ENSAPOG00000018450
amphiprion_ocellaris ENSAOCG00000022295
stegastes_partitus ENSSPAG00000021685
astatotilapia_calliptera ENSACLG00000008762
haplochromis_burtoni ENSHBUG00000015911
pundamilia_nyererei ENSPNYG00000020489
oreochromis_niloticus ENSONIG00000003674
neolamprologus_brichardi ENSNBRG00000019897
maylandia_zebra ENSMZEG00005014411
amphilophus_citrinellus ENSACIG00000012642
mastacembelus_armatus ENSMAMG00000022914
anabas_testudineus ENSATEG00000010730
monopterus_albus ENSMALG00000005408
seriola_dumerili ENSSDUG00000018577
seriola_lalandi_dorsalis ENSSLDG00000018688
scophthalmus_maximus ENSSMAG00000000890
cynoglossus_semilaevis ENSCSEG00000001033
hippocampus_comes ENSHCOG00000007726
periophthalmus_magnuspinnatus ENSPMGG00000013022
gadus_morhua ENSGMOG00000004682
esox_lucius ENSELUG00000023960
pygocentrus_nattereri ENSPNAG00000013298
astyanax_mexicanus ENSAMXG00000037635
ictalurus_punctatus ENSIPUG00000014882
danio_rerio ENSDARG00000057074
scleropages_formosus ENSSFOG00015009769
paramormyrops_kingsleyae ENSPKIG00000012925
seriola_dumerili ENSSDUG00000005597
seriola_lalandi_dorsalis ENSSLDG00000019042
scophthalmus_maximus ENSSMAG00000019254
gasterosteus_aculeatus ENSGACG00000003314
labrus_bergylta ENSLBEG00000001104
poecilia_reticulata ENSPREG00000010180
poecilia_mexicana ENSPMEG00000007239
gambusia_affinis ENSGAFG00000021277
xiphophorus_maculatus ENSXMAG00000024447
oryzias_latipes_asm223469v1 ENSORLG00015000587
oryzias_latipes ENSORLG00020022536
oryzias_latipes ENSORLG00000021822
oryzias_melastigma ENSOMEG00000019054
maylandia_zebra ENSMZEG00005025768
maylandia_zebra ENSMZEG00005022263
pundamilia_nyererei ENSPNYG00000018598
astatotilapia_calliptera ENSACLG00000003028
neolamprologus_brichardi ENSNBRG00000005512
oreochromis_niloticus ENSONIG00000014277
amphilophus_citrinellus ENSACIG00000022350
amphiprion_ocellaris ENSAOCG00000007080
amphiprion_percula ENSAPEG00000007861
acanthochromis_polyacanthus ENSAPOG00000007963
stegastes_partitus ENSSPAG00000005972
anabas_testudineus ENSATEG00000010260
mastacembelus_armatus ENSMAMG00000015796
gadus_morhua ENSGMOG00000003765
esox_lucius ENSELUG00000018437
astyanax_mexicanus ENSAMXG00000040566
pygocentrus_nattereri ENSPNAG00000007813
danio_rerio ENSDARG00000056617
scleropages_formosus ENSSFOG00015002143
paramormyrops_kingsleyae ENSPKIG00000021014
lepisosteus_oculatus ENSLOCG00000007914
sphenodon_punctatus ENSSPUG00000005844
sphenodon_punctatus ENSSPUG00000005942
notechis_scutatus ENSNSUG00000005656
notechis_scutatus ENSNSUG00000005657
chelonoidis_abingdonii ENSCABG00000019796
anolis_carolinensis ENSACAG00000014702
pogona_vitticeps ENSPVIG00000014481
notechis_scutatus ENSNSUG00000000210
notechis_scutatus ENSNSUG00000000201
salvator_merianae ENSSMRG00000022865
calidris_pygmaea ENSCPGG00000015781
meleagris_gallopavo ENSMGAG00000014619
lonchura_striata_domestica ENSLSDG00000006863
taeniopygia_guttata ENSTGUG00000006724
junco_hyemalis ENSJHYG00000012499
zonotrichia_albicollis ENSZALG00000018202
serinus_canaria ENSSCAG00000011562
cyanistes_caeruleus ENSCCEG00000012795
parus_major ENSPMJG00000011101
ficedula_albicollis ENSFALG00000001581
manacus_vitellinus ENSMVIG00005013561
anser_brachyrhynchus ENSABRG00000009520
anas_platyrhynchos_platyrhynchos ENSAPLG00000010057
gallus_gallus ENSGALG00000036284
coturnix_japonica ENSCJPG00005016852
numida_meleagris ENSNMEG00000018337
melopsittacus_undulatus ENSMUNG00000009767
calidris_pugnax ENSCPUG00000018602
apteryx_rowi ENSARWG00000018298
dromaius_novaehollandiae ENSDNVG00000014232
apteryx_haastii ENSAHAG00000001235
apteryx_owenii ENSAOWG00000005397
dromaius_novaehollandiae ENSDNVG00000014222
nothoprocta_perdicaria ENSNPEG00000001086
crocodylus_porosus ENSCPRG00005002844
gopherus_agassizii ENSGAGG00000012544
gopherus_agassizii ENSGAGG00000012546
chelonoidis_abingdonii ENSCABG00000011825
chrysemys_picta_bellii ENSCPBG00000022816
pelodiscus_sinensis ENSPSIG00000011226
notamacropus_eugenii ENSMEUG00000012602
phascolarctos_cinereus ENSPCIG00000031220
monodelphis_domestica ENSMODG00000021106
phascolarctos_cinereus ENSPCIG00000012162
sarcophilus_harrisii ENSSHAG00000000977
macaca_mulatta ENSMMUG00000013491
macaca_nemestrina ENSMNEG00000033879
theropithecus_gelada ENSTGEG00000009724
theropithecus_gelada ENSTGEG00000009676
theropithecus_gelada ENSTGEG00000006491
rhinopithecus_bieti ENSRBIG00000018469
colobus_angolensis_palliatus ENSCANG00000015674
homo_sapiens ENSG00000156313
gorilla_gorilla ENSGGOG00000023793
pan_troglodytes ENSPTRG00000052456
pan_paniscus ENSPPAG00000009040
pongo_abelii ENSPPYG00000020017
nomascus_leucogenys ENSNLEG00000001110
macaca_fascicularis ENSMFAG00000024781
colobus_angolensis_palliatus ENSCANG00000030266
carlito_syrichta ENSTSYG00000036998
pan_troglodytes ENSPTRG00000049249
cebus_capucinus ENSCCAG00000022978
saimiri_boliviensis_boliviensis ENSSBOG00000022649
callithrix_jacchus ENSCJAG00000020771
aotus_nancymaae ENSANAG00000027653
oryctolagus_cuniculus ENSOCUG00000021720
sorex_araneus ENSSARG00000009579
choloepus_hoffmanni ENSCHOG00000000410
microcebus_murinus ENSMICG00000026397
propithecus_coquereli ENSPCOG00000016634
prolemur_simus ENSPSMG00000018842
piliocolobus_tephrosceles ENSPTEG00000028382
pongo_abelii ENSPPYG00000020245
castor_canadensis ENSCCNG00000006657
dipodomys_ordii ENSDORG00000003222
cricetulus_griseus_chok1gshd ENSCGRG00001017432
cricetulus_griseus_crigri ENSCGRG00000016681
cricetulus_griseus_crigri-picr ENSCGRG00015004631
mesocricetus_auratus ENSMAUG00000001619
microtus_ochrogaster ENSMOCG00000015129
peromyscus_maniculatus_bairdii ENSPEMG00000015885
meriones_unguiculatus ENSMUGG00000001092
meriones_unguiculatus ENSMUGG00000004871
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034083
mus_musculus ENSMUSG00000031174
mus_spicilegus ENSMSIG00000002006
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032931
mus_pahari MGP_PahariEiJ_G0031478
rattus_norvegicus ENSRNOG00000003013
nannospalax_galili ENSNGAG00000000762
jaculus_jaculus ENSJJAG00000014640
urocitellus_parryii ENSUPAG00010000022
marmota_marmota_marmota ENSMMMG00000010133
spermophilus_dauricus ENSSDAG00000022474
ictidomys_tridecemlineatus ENSSTOG00000022470
heterocephalus_glaber_female ENSHGLG00000009243
heterocephalus_glaber_male ENSHGLG00100000143
fukomys_damarensis ENSFDAG00000006190
chinchilla_lanigera ENSCLAG00000000216
cavia_porcellus ENSCPOG00000023879
capra_hircus ENSCHIG00000019872
ovis_aries ENSOARG00000000609
bos_taurus ENSBTAG00000045867
bos_mutus ENSBMUG00000010833
sus_scrofa ENSSSCG00000012235
tursiops_truncatus ENSTTRG00000004931
vicugna_pacos ENSVPAG00000000716
pteropus_vampyrus ENSPVAG00000014695
myotis_lucifugus ENSMLUG00000025649
ursus_americanus ENSUAMG00000023527
ursus_maritimus ENSUMAG00000017492
ailuropoda_melanoleuca ENSAMEG00000007169
mustela_putorius_furo ENSMPUG00000012593
neovison_vison ENSNVIG00000014513
canis_lupus_familiaris ENSCAFG00000014003
canis_lupus_dingo ENSCAFG00020008547
vulpes_vulpes ENSVVUG00000011276
panthera_pardus ENSPPRG00000000830
panthera_tigris_altaica ENSPTIG00000007576
felis_catus ENSFCAG00000030242
equus_caballus ENSECAG00000017318
equus_asinus_asinus ENSEASG00005011654
otolemur_garnettii ENSOGAG00000008761
dasypus_novemcinctus ENSDNOG00000046991
loxodonta_africana ENSLAFG00000023163
procavia_capensis ENSPCAG00000010459
echinops_telfairi ENSETEG00000010337
ornithorhynchus_anatinus ENSOANG00000007117
xenopus_tropicalis ENSXETG00000029986
latimeria_chalumnae ENSLACG00000015500
