latimeria_chalumnae ENSLACG00000005954
xenopus_tropicalis ENSXETG00000029980
poecilia_mexicana ENSPMEG00000004520
poecilia_formosa ENSPFOG00000014317
poecilia_reticulata ENSPREG00000012880
xiphophorus_maculatus ENSXMAG00000017510
xiphophorus_couchianus ENSXCOG00000013648
gambusia_affinis ENSGAFG00000008394
poecilia_latipinna ENSPLAG00000010958
cyprinodon_variegatus ENSCVAG00000000126
fundulus_heteroclitus ENSFHEG00000010572
kryptolebias_marmoratus ENSKMAG00000021851
oryzias_latipes ENSORLG00000004242
oryzias_latipes ENSORLG00020009093
oryzias_latipes_asm223469v1 ENSORLG00015007127
oryzias_melastigma ENSOMEG00000016083
tetraodon_nigroviridis ENSTNIG00000006274
takifugu_rubripes ENSTRUG00000003080
scophthalmus_maximus ENSSMAG00000013713
cynoglossus_semilaevis ENSCSEG00000006715
seriola_dumerili ENSSDUG00000004361
seriola_lalandi_dorsalis ENSSLDG00000023928
monopterus_albus ENSMALG00000000528
mastacembelus_armatus ENSMAMG00000004200
anabas_testudineus ENSATEG00000000025
amphiprion_ocellaris ENSAOCG00000013836
amphiprion_percula ENSAPEG00000022434
acanthochromis_polyacanthus ENSAPOG00000004992
stegastes_partitus ENSSPAG00000013613
astatotilapia_calliptera ENSACLG00000009691
maylandia_zebra ENSMZEG00005023841
haplochromis_burtoni ENSHBUG00000004459
pundamilia_nyererei ENSPNYG00000016221
neolamprologus_brichardi ENSNBRG00000018230
oreochromis_niloticus ENSONIG00000018004
amphilophus_citrinellus ENSACIG00000001751
labrus_bergylta ENSLBEG00000019801
gasterosteus_aculeatus ENSGACG00000015974
mola_mola ENSMMOG00000008300
periophthalmus_magnuspinnatus ENSPMGG00000007132
hippocampus_comes ENSHCOG00000016155
gadus_morhua ENSGMOG00000005359
esox_lucius ENSELUG00000003076
pygocentrus_nattereri ENSPNAG00000022803
astyanax_mexicanus ENSAMXG00000038777
ictalurus_punctatus ENSIPUG00000021405
danio_rerio ENSDARG00000025518
scleropages_formosus ENSSFOG00015010568
paramormyrops_kingsleyae ENSPKIG00000022189
monodelphis_domestica ENSMODG00000006206
phascolarctos_cinereus ENSPCIG00000029331
castor_canadensis ENSCCNG00000021396
dipodomys_ordii ENSDORG00000028723
ictidomys_tridecemlineatus ENSSTOG00000020699
urocitellus_parryii ENSUPAG00010007335
