calidris_pugnax ENSCPUG00000019896
calidris_pygmaea ENSCPGG00000008449
parus_major ENSPMJG00000019681
cyanistes_caeruleus ENSCCEG00000011183
ficedula_albicollis ENSFALG00000006112
junco_hyemalis ENSJHYG00000005836
zonotrichia_albicollis ENSZALG00000014443
serinus_canaria ENSSCAG00000009540
lonchura_striata ENSLSDG00000009444
taeniopygia_guttata ENSTGUG00000006675
melopsittacus_undulatus ENSMUNG00000014669
anas_platyrhynchos ENSAPLG00000008122
anser_brachyrhynchus ENSABRG00000015263
meleagris_gallopavo ENSMGAG00000006277
coturnix_japonica ENSCJPG00005014453
gallus_gallus ENSGALG00000004416
numida_meleagris ENSNMEG00000016974
lepidothrix_coronata ENSLCOG00000008025
manacus_vitellinus ENSMVIG00005013691
apteryx_haastii ENSAHAG00000012531
apteryx_owenii ENSAOWG00000008237
apteryx_rowi ENSARWG00000013385
nothoprocta_perdicaria ENSNPEG00000010842
dromaius_novaehollandiae ENSDNVG00000002355
sphenodon_punctatus ENSSPUG00000004320
gopherus_agassizii ENSGAGG00000025578
chelonoidis_abingdonii ENSCABG00000020065
chrysemys_picta ENSCPBG00000020021
pelodiscus_sinensis ENSPSIG00000005936
crocodylus_porosus ENSCPRG00005013964
pogona_vitticeps ENSPVIG00000008524
anolis_carolinensis ENSACAG00000014927
salvator_merianae ENSSMRG00000008188
phascolarctos_cinereus ENSPCIG00000006942
sarcophilus_harrisii ENSSHAG00000011216
monodelphis_domestica ENSMODG00000011107
cebus_capucinus ENSCCAG00000035431
saimiri_boliviensis ENSSBOG00000020270
callithrix_jacchus ENSCJAG00000012193
aotus_nancymaae ENSANAG00000033203
macaca_fascicularis ENSMFAG00000036185
macaca_nemestrina ENSMNEG00000030246
papio_anubis ENSPANG00000023712
macaca_mulatta ENSMMUG00000008949
theropithecus_gelada ENSTGEG00000005474
chlorocebus_sabaeus ENSCSAG00000008576
cercocebus_atys ENSCATG00000023119
mandrillus_leucophaeus ENSMLEG00000009128
colobus_angolensis ENSCANG00000031430
piliocolobus_tephrosceles ENSPTEG00000035552
rhinopithecus_bieti ENSRBIG00000036704
rhinopithecus_roxellana ENSRROG00000036658
pan_troglodytes ENSPTRG00000008807
pan_paniscus ENSPPAG00000021467
gorilla_gorilla ENSGGOG00000001647
homo_sapiens ENSG00000011295
pongo_abelii ENSPPYG00000008012
nomascus_leucogenys ENSNLEG00000014808
carlito_syrichta ENSTSYG00000006113
prolemur_simus ENSPSMG00000023311
propithecus_coquereli ENSPCOG00000017372
microcebus_murinus ENSMICG00000007108
otolemur_garnettii ENSOGAG00000009113
chinchilla_lanigera ENSCLAG00000006736
octodon_degus ENSODEG00000007464
cavia_porcellus ENSCPOG00000000846
heterocephalus_glaber ENSHGLG00000001575
heterocephalus_glaber ENSHGLG00100003199
fukomys_damarensis ENSFDAG00000011138
ictidomys_tridecemlineatus ENSSTOG00000004245
spermophilus_dauricus ENSSDAG00000022375
urocitellus_parryii ENSUPAG00010021942
marmota_marmota ENSMMMG00000003527
microtus_ochrogaster ENSMOCG00000022785
peromyscus_maniculatus ENSPEMG00000007828
cricetulus_griseus ENSCGRG00001018303
cricetulus_griseus ENSCGRG00000005650
cricetulus_griseus ENSCGRG00015015128
mesocricetus_auratus ENSMAUG00000020275
mus_musculus ENSMUSG00000042298
mus_spretus MGP_SPRETEiJ_G0017325
mus_spicilegus ENSMSIG00000018495
mus_caroli MGP_CAROLIEiJ_G0016490
mus_pahari MGP_PahariEiJ_G0017620
rattus_norvegicus ENSRNOG00000002977
meriones_unguiculatus ENSMUGG00000017244
nannospalax_galili ENSNGAG00000021308
castor_canadensis ENSCCNG00000015106
castor_canadensis ENSCCNG00000025175
dipodomys_ordii ENSDORG00000012685
jaculus_jaculus ENSJJAG00000014404
oryctolagus_cuniculus ENSOCUG00000010451
ochotona_princeps ENSOPRG00000006947
tupaia_belangeri ENSTBEG00000014142
pteropus_vampyrus ENSPVAG00000017063
myotis_lucifugus ENSMLUG00000001991
erinaceus_europaeus ENSEEUG00000002787
sorex_araneus ENSSARG00000012634
ursus_americanus ENSUAMG00000019684
ursus_maritimus ENSUMAG00000006839
ailuropoda_melanoleuca ENSAMEG00000004576
mustela_putorius ENSMPUG00000010209
neovison_vison ENSNVIG00000010180
canis_lupus ENSCAFG00000018074
canis_lupus ENSCAFG00020021552
vulpes_vulpes ENSVVUG00000030006
panthera_pardus ENSPPRG00000003579
panthera_tigris ENSPTIG00000017900
felis_catus ENSFCAG00000030206
capra_hircus ENSCHIG00000022610
ovis_aries ENSOARG00000017392
bos_mutus ENSBMUG00000014437
bos_taurus ENSBTAG00000013270
bison_bison ENSBBBG00000014461
tursiops_truncatus ENSTTRG00000002021
sus_scrofa ENSSSCG00000023747
equus_caballus ENSECAG00000008225
equus_asinus ENSEASG00005017560
dasypus_novemcinctus ENSDNOG00000006314
choloepus_hoffmanni ENSCHOG00000012333
loxodonta_africana ENSLAFG00000018586
loxodonta_africana ENSLAFG00000028163
procavia_capensis ENSPCAG00000001562
echinops_telfairi ENSETEG00000018850
ornithorhynchus_anatinus ENSOANG00000012683
xenopus_tropicalis ENSXETG00000022441
latimeria_chalumnae ENSLACG00000008943
amphiprion_ocellaris ENSAOCG00000011481
amphiprion_percula ENSAPEG00000001570
amphiprion_ocellaris ENSAOCG00000010606
acanthochromis_polyacanthus ENSAPOG00000004317
stegastes_partitus ENSSPAG00000020720
pundamilia_nyererei ENSPNYG00000024038
astatotilapia_calliptera ENSACLG00000016634
haplochromis_burtoni ENSHBUG00000009746
maylandia_zebra ENSMZEG00005019368
neolamprologus_brichardi ENSNBRG00000017098
oreochromis_niloticus ENSONIG00000014049
amphilophus_citrinellus ENSACIG00000018942
mola_mola ENSMMOG00000018040
takifugu_rubripes ENSTRUG00000019925
gasterosteus_aculeatus ENSGACG00000001524
monopterus_albus ENSMALG00000009842
mastacembelus_armatus ENSMAMG00000019287
anabas_testudineus ENSATEG00000006073
seriola_dumerili ENSSDUG00000006441
poecilia_formosa ENSPFOG00000010678
poecilia_mexicana ENSPMEG00000001401
poecilia_latipinna ENSPLAG00000003247
poecilia_reticulata ENSPREG00000001372
xiphophorus_maculatus ENSXMAG00000012803
xiphophorus_couchianus ENSXCOG00000000310
fundulus_heteroclitus ENSFHEG00000022047
cyprinodon_variegatus ENSCVAG00000011260
oryzias_latipes ENSORLG00000006913
oryzias_latipes ENSORLG00015017091
oryzias_latipes ENSORLG00020018422
oryzias_melastigma ENSOMEG00000021879
cynoglossus_semilaevis ENSCSEG00000014631
periophthalmus_magnuspinnatus ENSPMGG00000002504
hippocampus_comes ENSHCOG00000012909
gadus_morhua ENSGMOG00000018603
esox_lucius ENSELUG00000016887
pygocentrus_nattereri ENSPNAG00000006164
astyanax_mexicanus ENSAMXG00000039249
ictalurus_punctatus ENSIPUG00000002645
danio_rerio ENSDARG00000074435
paramormyrops_kingsleyae ENSPKIG00000008469
scleropages_formosus ENSSFOG00015019618
lepisosteus_oculatus ENSLOCG00000010277
petromyzon_marinus ENSPMAG00000005713
eptatretus_burgeri ENSEBUG00000010818
ciona_intestinalis ENSCING00000012038
ciona_savignyi ENSCSAVG00000007175
drosophila_melanogaster FBgn0032744
caenorhabditis_elegans WBGene00013217
