bos_mutus ENSBMUG00000018003
bos_taurus ENSBTAG00000049306
bison_bison_bison ENSBBBG00000009193
capra_hircus ENSCHIG00000018373
ovis_aries ENSOARG00000016745
sus_scrofa ENSSSCG00000032932
panthera_pardus ENSPPRG00000006325
panthera_tigris_altaica ENSPTIG00000009446
felis_catus ENSFCAG00000039302
ailuropoda_melanoleuca ENSAMEG00000008487
ursus_americanus ENSUAMG00000019323
neovison_vison ENSNVIG00000022096
canis_lupus_dingo ENSCAFG00020000325
vulpes_vulpes ENSVVUG00000009825
octodon_degus ENSODEG00000003899
octodon_degus ENSODEG00000002947
octodon_degus ENSODEG00000014218
heterocephalus_glaber_female ENSHGLG00000020118
heterocephalus_glaber_male ENSHGLG00100003618
heterocephalus_glaber_male ENSHGLG00100017809
heterocephalus_glaber_female ENSHGLG00000003429
fukomys_damarensis ENSFDAG00000005930
chinchilla_lanigera ENSCLAG00000016348
cavia_porcellus ENSCPOG00000011627
cavia_aperea ENSCAPG00000016730
ictidomys_tridecemlineatus ENSSTOG00000034478
urocitellus_parryii ENSUPAG00010016532
marmota_marmota_marmota ENSMMMG00000011047
spermophilus_dauricus ENSSDAG00000014374
propithecus_coquereli ENSPCOG00000027095
microcebus_murinus ENSMICG00000011349
prolemur_simus ENSPSMG00000024244
erinaceus_europaeus ENSEEUG00000006239
panthera_pardus ENSPPRG00000009865
dipodomys_ordii ENSDORG00000025189
pongo_abelii ENSPPYG00000006972
tursiops_truncatus ENSTTRG00000011390
pteropus_vampyrus ENSPVAG00000016697
equus_caballus ENSECAG00000030271
equus_asinus_asinus ENSEASG00005004617
ursus_maritimus ENSUMAG00000022090
rhinopithecus_roxellana ENSRROG00000017890
rhinopithecus_bieti ENSRBIG00000044576
callithrix_jacchus ENSCJAG00000046785
colobus_angolensis_palliatus ENSCANG00000029137
piliocolobus_tephrosceles ENSPTEG00000034565
aotus_nancymaae ENSANAG00000036834
pan_paniscus ENSPPAG00000031640
pan_troglodytes ENSPTRG00000024355
gorilla_gorilla ENSGGOG00000022794
nomascus_leucogenys ENSNLEG00000008834
papio_anubis ENSPANG00000029688
theropithecus_gelada ENSTGEG00000004075
macaca_fascicularis ENSMFAG00000044724
macaca_mulatta ENSMMUG00000007936
macaca_nemestrina ENSMNEG00000041015
cercocebus_atys ENSCATG00000045189
mandrillus_leucophaeus ENSMLEG00000043698
cebus_capucinus ENSCCAG00000037720
oryctolagus_cuniculus ENSOCUG00000022831
tupaia_belangeri ENSTBEG00000004350
procavia_capensis ENSPCAG00000001968
ursus_americanus ENSUAMG00000014414
ursus_maritimus ENSUMAG00000001127
myotis_lucifugus ENSMLUG00000011634
saimiri_boliviensis_boliviensis ENSSBOG00000029381
homo_sapiens ENSG00000198736
pan_paniscus ENSPPAG00000039318
pan_troglodytes ENSPTRG00000051475
nomascus_leucogenys ENSNLEG00000014512
macaca_fascicularis ENSMFAG00000034064
macaca_mulatta ENSMMUG00000040783
papio_anubis ENSPANG00000030734
rhinopithecus_bieti ENSRBIG00000044639
carlito_syrichta ENSTSYG00000031778
cricetulus_griseus_crigri-picr ENSCGRG00015014223
cricetulus_griseus_crigri ENSCGRG00000014044
cricetulus_griseus_chok1gshd ENSCGRG00001023043
mesocricetus_auratus ENSMAUG00000019299
peromyscus_maniculatus_bairdii ENSPEMG00000018902
microtus_ochrogaster ENSMOCG00000013864
mus_spicilegus ENSMSIG00000008280
mus_musculus ENSMUSG00000075705
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021204
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022112
mus_pahari MGP_PahariEiJ_G0023521
rattus_norvegicus ENSRNOG00000055314
meriones_unguiculatus ENSMUGG00000025565
nannospalax_galili ENSNGAG00000015847
jaculus_jaculus ENSJJAG00000023868
echinops_telfairi ENSETEG00000016226
echinops_telfairi ENSETEG00000005280
echinops_telfairi ENSETEG00000015490
sarcophilus_harrisii ENSSHAG00000015057
phascolarctos_cinereus ENSPCIG00000030855
gopherus_agassizii ENSGAGG00000024015
chelonoidis_abingdonii ENSCABG00000020887
chrysemys_picta_bellii ENSCPBG00000021139
pelodiscus_sinensis ENSPSIG00000012515
notechis_scutatus ENSNSUG00000015572
melopsittacus_undulatus ENSMUNG00000013974
gallus_gallus ENSGALG00000005414
coturnix_japonica ENSCJPG00005005606
numida_meleagris ENSNMEG00000012077
anas_platyrhynchos_platyrhynchos ENSAPLG00000021117
anser_brachyrhynchus ENSABRG00000014151
ficedula_albicollis ENSFALG00000003304
lonchura_striata_domestica ENSLSDG00000010440
lepidothrix_coronata ENSLCOG00000012667
zonotrichia_albicollis ENSZALG00000003065
nothoprocta_perdicaria ENSNPEG00000014310
junco_hyemalis ENSJHYG00000004107
serinus_canaria ENSSCAG00000005536
cyanistes_caeruleus ENSCCEG00000023141
calidris_pugnax ENSCPUG00000012191
calidris_pygmaea ENSCPGG00000014713
apteryx_haastii ENSAHAG00000013221
apteryx_rowi ENSARWG00000003030
apteryx_owenii ENSAOWG00000004018
dromaius_novaehollandiae ENSDNVG00000013464
crocodylus_porosus ENSCPRG00005014891
ornithorhynchus_anatinus ENSOANG00000001860
parus_major ENSPMJG00000017628
manacus_vitellinus ENSMVIG00005006946
meleagris_gallopavo ENSMGAG00000005565
sphenodon_punctatus ENSSPUG00000013134
salvator_merianae ENSSMRG00000016950
astyanax_mexicanus ENSAMXG00000019701
pygocentrus_nattereri ENSPNAG00000025806
danio_rerio ENSDARG00000025436
ictalurus_punctatus ENSIPUG00000005193
seriola_lalandi_dorsalis ENSSLDG00000023646
scophthalmus_maximus ENSSMAG00000014609
maylandia_zebra ENSMZEG00005025618
maylandia_zebra ENSMZEG00005002678
haplochromis_burtoni ENSHBUG00000012053
astatotilapia_calliptera ENSACLG00000027946
pundamilia_nyererei ENSPNYG00000017457
neolamprologus_brichardi ENSNBRG00000002898
amphilophus_citrinellus ENSACIG00000021879
oryzias_latipes ENSORLG00000026790
oryzias_latipes ENSORLG00020017869
labrus_bergylta ENSLBEG00000026522
kryptolebias_marmoratus ENSKMAG00000020009
oryzias_melastigma ENSOMEG00000012399
amphiprion_percula ENSAPEG00000010533
amphiprion_percula ENSAPEG00000010543
amphiprion_ocellaris ENSAOCG00000008201
amphiprion_ocellaris ENSAOCG00000008155
acanthochromis_polyacanthus ENSAPOG00000021581
stegastes_partitus ENSSPAG00000010465
mola_mola ENSMMOG00000007597
periophthalmus_magnuspinnatus ENSPMGG00000020556
anabas_testudineus ENSATEG00000024547
seriola_dumerili ENSSDUG00000008354
scleropages_formosus ENSSFOG00015023493
monopterus_albus ENSMALG00000007197
mastacembelus_armatus ENSMAMG00000023487
amphiprion_ocellaris ENSAOCG00000008191
amphiprion_percula ENSAPEG00000010537
amphiprion_ocellaris ENSAOCG00000008145
amphiprion_percula ENSAPEG00000010485
acanthochromis_polyacanthus ENSAPOG00000021552
stegastes_partitus ENSSPAG00000010491
cynoglossus_semilaevis ENSCSEG00000015729
anabas_testudineus ENSATEG00000024543
gasterosteus_aculeatus ENSGACG00000011884
pundamilia_nyererei ENSPNYG00000017448
astatotilapia_calliptera ENSACLG00000027947
maylandia_zebra ENSMZEG00005025625
maylandia_zebra ENSMZEG00005002665
haplochromis_burtoni ENSHBUG00000012020
oreochromis_niloticus ENSONIG00000017209
neolamprologus_brichardi ENSNBRG00000002934
amphilophus_citrinellus ENSACIG00000021861
kryptolebias_marmoratus ENSKMAG00000020027
seriola_lalandi_dorsalis ENSSLDG00000023637
labrus_bergylta ENSLBEG00000026538
oryzias_latipes ENSORLG00020017851
oryzias_latipes_asm223469v1 ENSORLG00015007176
oryzias_latipes ENSORLG00000009231
oryzias_melastigma ENSOMEG00000012421
xiphophorus_maculatus ENSXMAG00000014989
xiphophorus_couchianus ENSXCOG00000010295
gambusia_affinis ENSGAFG00000020185
poecilia_mexicana ENSPMEG00000019685
poecilia_formosa ENSPFOG00000009460
poecilia_latipinna ENSPLAG00000016533
fundulus_heteroclitus ENSFHEG00000022681
cyprinodon_variegatus ENSCVAG00000002751
takifugu_rubripes ENSTRUG00000025424
tetraodon_nigroviridis ENSTNIG00000018006
mola_mola ENSMMOG00000007594
hippocampus_comes ENSHCOG00000016576
scophthalmus_maximus ENSSMAG00000014591
gadus_morhua ENSGMOG00000011457
paramormyrops_kingsleyae ENSPKIG00000000059
seriola_dumerili ENSSDUG00000005804
seriola_lalandi_dorsalis ENSSLDG00000004938
xiphophorus_couchianus ENSXCOG00000003278
xiphophorus_maculatus ENSXMAG00000027955
gambusia_affinis ENSGAFG00000002408
fundulus_heteroclitus ENSFHEG00000015832
cyprinodon_variegatus ENSCVAG00000021347
kryptolebias_marmoratus ENSKMAG00000006858
oryzias_latipes ENSORLG00000003128
