calidris_pugnax ENSCPUG00000007236
melopsittacus_undulatus ENSMUNG00000010860
serinus_canaria ENSSCAG00000011081
lonchura_striata_domestica ENSLSDG00000012530
anser_brachyrhynchus ENSABRG00000008964
anas_platyrhynchos_platyrhynchos ENSAPLG00000000842
gallus_gallus ENSGALG00000029799
coturnix_japonica ENSCJPG00005014068
numida_meleagris ENSNMEG00000003585
apteryx_haastii ENSAHAG00000011559
apteryx_owenii ENSAOWG00000002298
apteryx_rowi ENSARWG00000013277
nothoprocta_perdicaria ENSNPEG00000013166
anolis_carolinensis ENSACAG00000022261
