scophthalmus_maximus ENSSMAG00000019585
stegastes_partitus ENSSPAG00000006409
monopterus_albus ENSMALG00000005943
mastacembelus_armatus ENSMAMG00000016295
anabas_testudineus ENSATEG00000009773
poecilia_mexicana ENSPMEG00000022691
poecilia_latipinna ENSPLAG00000020379
xiphophorus_couchianus ENSXCOG00000018869
xiphophorus_maculatus ENSXMAG00000028594
gambusia_affinis ENSGAFG00000021263
cyprinodon_variegatus ENSCVAG00000018380
fundulus_heteroclitus ENSFHEG00000013979
kryptolebias_marmoratus ENSKMAG00000000541
amphiprion_ocellaris ENSAOCG00000017235
amphiprion_percula ENSAPEG00000007502
acanthochromis_polyacanthus ENSAPOG00000008409
maylandia_zebra ENSMZEG00005022076
haplochromis_burtoni ENSHBUG00000005179
oreochromis_niloticus ENSONIG00000014189
neolamprologus_brichardi ENSNBRG00000004198
astatotilapia_calliptera ENSACLG00000001810
pundamilia_nyererei ENSPNYG00000014522
amphilophus_citrinellus ENSACIG00000022561
seriola_dumerili ENSSDUG00000006057
mola_mola ENSMMOG00000019881
