chrysemys_picta_bellii ENSCPBG00000011582
gopherus_agassizii ENSGAGG00000024038
pelodiscus_sinensis ENSPSIG00000010126
crocodylus_porosus ENSCPRG00005001330
anas_platyrhynchos_platyrhynchos ENSAPLG00000001633
anser_brachyrhynchus ENSABRG00000016510
gallus_gallus ENSGALG00000034973
coturnix_japonica ENSCJPG00005015328
meleagris_gallopavo ENSMGAG00000008142
numida_meleagris ENSNMEG00000021779
lepidothrix_coronata ENSLCOG00000016048
manacus_vitellinus ENSMVIG00005018341
taeniopygia_guttata ENSTGUG00000010149
lonchura_striata_domestica ENSLSDG00000000060
serinus_canaria ENSSCAG00000002572
junco_hyemalis ENSJHYG00000009014
zonotrichia_albicollis ENSZALG00000017890
cyanistes_caeruleus ENSCCEG00000023288
parus_major ENSPMJG00000018222
ficedula_albicollis ENSFALG00000015305
melopsittacus_undulatus ENSMUNG00000011114
calidris_pugnax ENSCPUG00000007901
calidris_pygmaea ENSCPGG00000000945
apteryx_owenii ENSAOWG00000000031
apteryx_rowi ENSARWG00000004168
apteryx_haastii ENSAHAG00000016157
dromaius_novaehollandiae ENSDNVG00000015648
nothoprocta_perdicaria ENSNPEG00000007536
pogona_vitticeps ENSPVIG00000004135
anolis_carolinensis ENSACAG00000005157
notechis_scutatus ENSNSUG00000009374
salvator_merianae ENSSMRG00000020792
xenopus_tropicalis ENSXETG00000012404
capra_hircus ENSCHIG00000026310
ovis_aries ENSOARG00000017534
bos_taurus ENSBTAG00000002283
bos_mutus ENSBMUG00000017750
tursiops_truncatus ENSTTRG00000000636
sus_scrofa ENSSSCG00000016111
vicugna_pacos ENSVPAG00000006705
ursus_americanus ENSUAMG00000025096
ursus_maritimus ENSUMAG00000021852
ailuropoda_melanoleuca ENSAMEG00000019023
panthera_pardus ENSPPRG00000012355
felis_catus ENSFCAG00000012609
mustela_putorius_furo ENSMPUG00000018904
neovison_vison ENSNVIG00000007800
canis_lupus_dingo ENSCAFG00020016461
canis_lupus_dingo ENSCAFG00020016460
canis_lupus_familiaris ENSCAFG00000012407
vulpes_vulpes ENSVVUG00000018326
equus_caballus ENSECAG00000024319
equus_asinus_asinus ENSEASG00005002357
myotis_lucifugus ENSMLUG00000010034
sorex_araneus ENSSARG00000008156
propithecus_coquereli ENSPCOG00000013463
microcebus_murinus ENSMICG00000037803
prolemur_simus ENSPSMG00000019204
otolemur_garnettii ENSOGAG00000032455
pan_troglodytes ENSPTRG00000049803
pan_paniscus ENSPPAG00000030490
homo_sapiens ENSG00000155760
gorilla_gorilla ENSGGOG00000040323
pongo_abelii ENSPPYG00000013080
nomascus_leucogenys ENSNLEG00000035997
papio_anubis ENSPANG00000010400
theropithecus_gelada ENSTGEG00000029185
cercocebus_atys ENSCATG00000004913
macaca_nemestrina ENSMNEG00000026832
macaca_fascicularis ENSMFAG00000030686
macaca_mulatta ENSMMUG00000045285
mandrillus_leucophaeus ENSMLEG00000027282
chlorocebus_sabaeus ENSCSAG00000018768
colobus_angolensis_palliatus ENSCANG00000038067
piliocolobus_tephrosceles ENSPTEG00000030499
rhinopithecus_bieti ENSRBIG00000030688
rhinopithecus_roxellana ENSRROG00000036024
saimiri_boliviensis_boliviensis ENSSBOG00000013896
cebus_capucinus ENSCCAG00000019867
callithrix_jacchus ENSCJAG00000038346
aotus_nancymaae ENSANAG00000017245
cricetulus_griseus_chok1gshd ENSCGRG00001010812
cricetulus_griseus_crigri-picr ENSCGRG00015028828
cricetulus_griseus_crigri ENSCGRG00000020015
mesocricetus_auratus ENSMAUG00000010411
microtus_ochrogaster ENSMOCG00000006556
mus_spicilegus ENSMSIG00000009593
mus_musculus ENSMUSG00000041075
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014985
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014178
mus_pahari MGP_PahariEiJ_G0027416
rattus_norvegicus ENSRNOG00000016119
peromyscus_maniculatus_bairdii ENSPEMG00000008425
nannospalax_galili ENSNGAG00000012206
jaculus_jaculus ENSJJAG00000011395
castor_canadensis ENSCCNG00000030110
urocitellus_parryii ENSUPAG00010014150
ictidomys_tridecemlineatus ENSSTOG00000020705
spermophilus_dauricus ENSSDAG00000023503
dipodomys_ordii ENSDORG00000014396
chinchilla_lanigera ENSCLAG00000017729
cavia_porcellus ENSCPOG00000003276
heterocephalus_glaber_female ENSHGLG00000009678
heterocephalus_glaber_male ENSHGLG00100011823
fukomys_damarensis ENSFDAG00000019417
octodon_degus ENSODEG00000010108
meriones_unguiculatus ENSMUGG00000003248
oryctolagus_cuniculus ENSOCUG00000011457
erinaceus_europaeus ENSEEUG00000013281
dasypus_novemcinctus ENSDNOG00000041349
choloepus_hoffmanni ENSCHOG00000013903
loxodonta_africana ENSLAFG00000000464
notamacropus_eugenii ENSMEUG00000012679
phascolarctos_cinereus ENSPCIG00000008847
sarcophilus_harrisii ENSSHAG00000012997
monodelphis_domestica ENSMODG00000016310
ornithorhynchus_anatinus ENSOANG00000009980
latimeria_chalumnae ENSLACG00000014068
xiphophorus_maculatus ENSXMAG00000019962
xiphophorus_couchianus ENSXCOG00000015776
gambusia_affinis ENSGAFG00000016720
poecilia_formosa ENSPFOG00000006226
poecilia_mexicana ENSPMEG00000013788
poecilia_reticulata ENSPREG00000011636
poecilia_latipinna ENSPLAG00000002779
fundulus_heteroclitus ENSFHEG00000012401
kryptolebias_marmoratus ENSKMAG00000014304
oryzias_latipes_asm223469v1 ENSORLG00015011077
oryzias_latipes ENSORLG00000027269
oryzias_melastigma ENSOMEG00000006996
tetraodon_nigroviridis ENSTNIG00000010622
