propithecus_coquereli ENSPCOG00000001125
ursus_americanus ENSUAMG00000017328
bos_mutus ENSBMUG00000020023
bison_bison ENSBBBG00000009204
jaculus_jaculus ENSJJAG00000016305
sphenodon_punctatus ENSSPUG00000008853
pundamilia_nyererei ENSPNYG00000022216
astatotilapia_calliptera ENSACLG00000020654
neolamprologus_brichardi ENSNBRG00000008668
amphilophus_citrinellus ENSACIG00000012177
poecilia_reticulata ENSPREG00000017131
xiphophorus_couchianus ENSXCOG00000006262
cynoglossus_semilaevis ENSCSEG00000006776
