petromyzon_marinus ENSPMAG00000008875
eptatretus_burgeri ENSEBUG00000008276
sarcophilus_harrisii ENSSHAG00000001206
sarcophilus_harrisii ENSSHAG00000004038
notamacropus_eugenii ENSMEUG00000015734
phascolarctos_cinereus ENSPCIG00000016121
monodelphis_domestica ENSMODG00000005131
peromyscus_maniculatus_bairdii ENSPEMG00000014236
microtus_ochrogaster ENSMOCG00000018372
cricetulus_griseus_crigri ENSCGRG00000001904
cricetulus_griseus_chok1gshd ENSCGRG00001010015
cricetulus_griseus_crigri-picr ENSCGRG00015028581
mesocricetus_auratus ENSMAUG00000015999
mus_spicilegus ENSMSIG00000020938
mus_musculus ENSMUSG00000023030
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021182
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020289
mus_pahari MGP_PahariEiJ_G0020291
rattus_norvegicus ENSRNOG00000019550
meriones_unguiculatus ENSMUGG00000020981
ictidomys_tridecemlineatus ENSSTOG00000013293
urocitellus_parryii ENSUPAG00010003188
marmota_marmota_marmota ENSMMMG00000023309
spermophilus_dauricus ENSSDAG00000021689
castor_canadensis ENSCCNG00000029210
dipodomys_ordii ENSDORG00000008507
nannospalax_galili ENSNGAG00000001578
jaculus_jaculus ENSJJAG00000024107
castor_canadensis ENSCCNG00000021883
cavia_porcellus ENSCPOG00000039292
cavia_aperea ENSCAPG00000010738
octodon_degus ENSODEG00000011252
chinchilla_lanigera ENSCLAG00000001253
heterocephalus_glaber_female ENSHGLG00000015898
heterocephalus_glaber_male ENSHGLG00100017158
fukomys_damarensis ENSFDAG00000016040
tupaia_belangeri ENSTBEG00000001384
prolemur_simus ENSPSMG00000017484
erinaceus_europaeus ENSEEUG00000005247
sorex_araneus ENSSARG00000007546
microcebus_murinus ENSMICG00000017248
microcebus_murinus ENSMICG00000017243
propithecus_coquereli ENSPCOG00000018158
propithecus_coquereli ENSPCOG00000021473
otolemur_garnettii ENSOGAG00000000214
pan_troglodytes ENSPTRG00000004946
pan_paniscus ENSPPAG00000038498
homo_sapiens ENSG00000110911
gorilla_gorilla ENSGGOG00000008973
pongo_abelii ENSPPYG00000004519
nomascus_leucogenys ENSNLEG00000017784
rhinopithecus_roxellana ENSRROG00000041968
rhinopithecus_bieti ENSRBIG00000037590
colobus_angolensis_palliatus ENSCANG00000030422
piliocolobus_tephrosceles ENSPTEG00000002905
mandrillus_leucophaeus ENSMLEG00000008420
cercocebus_atys ENSCATG00000031317
papio_anubis ENSPANG00000010381
theropithecus_gelada ENSTGEG00000003941
macaca_mulatta ENSMMUG00000022961
macaca_fascicularis ENSMFAG00000003818
macaca_nemestrina ENSMNEG00000037707
chlorocebus_sabaeus ENSCSAG00000005939
saimiri_boliviensis_boliviensis ENSSBOG00000029524
cebus_capucinus ENSCCAG00000021047
callithrix_jacchus ENSCJAG00000021689
aotus_nancymaae ENSANAG00000033449
carlito_syrichta ENSTSYG00000003076
oryctolagus_cuniculus ENSOCUG00000007767
ochotona_princeps ENSOPRG00000005698
pteropus_vampyrus ENSPVAG00000006487
myotis_lucifugus ENSMLUG00000013893
bos_mutus ENSBMUG00000015085
bos_taurus ENSBTAG00000002355
bison_bison_bison ENSBBBG00000022123
ovis_aries ENSOARG00000017470
capra_hircus ENSCHIG00000012991
bos_mutus ENSBMUG00000016106
bos_taurus ENSBTAG00000032902
bison_bison_bison ENSBBBG00000005816
ovis_aries ENSOARG00000017456
capra_hircus ENSCHIG00000023871
bison_bison_bison ENSBBBG00000021846
bison_bison_bison ENSBBBG00000002227
bos_mutus ENSBMUG00000026209
bos_taurus ENSBTAG00000032914
capra_hircus ENSCHIG00000026028
ovis_aries ENSOARG00000017439
tursiops_truncatus ENSTTRG00000013819
vicugna_pacos ENSVPAG00000007619
sus_scrofa ENSSSCG00000034039
ursus_maritimus ENSUMAG00000008526
ursus_americanus ENSUAMG00000013046
ailuropoda_melanoleuca ENSAMEG00000002188
mustela_putorius_furo ENSMPUG00000005349
neovison_vison ENSNVIG00000005227
canis_lupus_dingo ENSCAFG00020014788
canis_lupus_familiaris ENSCAFG00000007902
vulpes_vulpes ENSVVUG00000026028
panthera_pardus ENSPPRG00000012070
panthera_tigris_altaica ENSPTIG00000009112
felis_catus ENSFCAG00000004405
equus_asinus_asinus ENSEASG00005005951
equus_caballus ENSECAG00000020056
dasypus_novemcinctus ENSDNOG00000000724
choloepus_hoffmanni ENSCHOG00000011540
loxodonta_africana ENSLAFG00000016606
procavia_capensis ENSPCAG00000002792
echinops_telfairi ENSETEG00000001486
ornithorhynchus_anatinus ENSOANG00000002889
gopherus_agassizii ENSGAGG00000020864
chelonoidis_abingdonii ENSCABG00000007391
chrysemys_picta_bellii ENSCPBG00000018154
pelodiscus_sinensis ENSPSIG00000009412
anser_brachyrhynchus ENSABRG00000005339
anas_platyrhynchos_platyrhynchos ENSAPLG00000007275
calidris_pugnax ENSCPUG00000018529
calidris_pygmaea ENSCPGG00000011486
apteryx_owenii ENSAOWG00000018461
apteryx_haastii ENSAHAG00000010570
apteryx_rowi ENSARWG00000016952
dromaius_novaehollandiae ENSDNVG00000019215
nothoprocta_perdicaria ENSNPEG00000010959
lepidothrix_coronata ENSLCOG00000013010
manacus_vitellinus ENSMVIG00005005963
parus_major ENSPMJG00000015977
cyanistes_caeruleus ENSCCEG00000022512
lonchura_striata_domestica ENSLSDG00000012820
ficedula_albicollis ENSFALG00000012849
gallus_gallus ENSGALG00000041533
coturnix_japonica ENSCJPG00005004470
numida_meleagris ENSNMEG00000016743
anolis_carolinensis ENSACAG00000012447
pogona_vitticeps ENSPVIG00000007022
notechis_scutatus ENSNSUG00000003504
salvator_merianae ENSSMRG00000008590
sphenodon_punctatus ENSSPUG00000006538
xenopus_tropicalis ENSXETG00000009636
numida_meleagris ENSNMEG00000015126
latimeria_chalumnae ENSLACG00000010989
amphiprion_percula ENSAPEG00000016358
amphiprion_ocellaris ENSAOCG00000023584
acanthochromis_polyacanthus ENSAPOG00000007175
tetraodon_nigroviridis ENSTNIG00000002907
stegastes_partitus ENSSPAG00000005107
takifugu_rubripes ENSTRUG00000000316
cynoglossus_semilaevis ENSCSEG00000009471
gambusia_affinis ENSGAFG00000019170
xiphophorus_maculatus ENSXMAG00000009400
poecilia_formosa ENSPFOG00000013893
poecilia_mexicana ENSPMEG00000014082
poecilia_latipinna ENSPLAG00000017248
poecilia_reticulata ENSPREG00000019914
cyprinodon_variegatus ENSCVAG00000010730
fundulus_heteroclitus ENSFHEG00000012010
oryzias_latipes ENSORLG00020006398
oryzias_latipes_asm223469v1 ENSORLG00015021486
oryzias_latipes ENSORLG00000016579
oryzias_melastigma ENSOMEG00000014487
mola_mola ENSMMOG00000010730
seriola_dumerili ENSSDUG00000005711
seriola_lalandi_dorsalis ENSSLDG00000003407
scophthalmus_maximus ENSSMAG00000018450
monopterus_albus ENSMALG00000009367
mastacembelus_armatus ENSMAMG00000006143
anabas_testudineus ENSATEG00000024626
labrus_bergylta ENSLBEG00000025319
labrus_bergylta ENSLBEG00000017724
gasterosteus_aculeatus ENSGACG00000011691
astatotilapia_calliptera ENSACLG00000016101
maylandia_zebra ENSMZEG00005026660
