drosophila_melanogaster FBgn0052536
caenorhabditis_elegans WBGene00022666
paramormyrops_kingsleyae ENSPKIG00000004494
scleropages_formosus ENSSFOG00015009882
paramormyrops_kingsleyae ENSPKIG00000012789
scleropages_formosus ENSSFOG00015011777
denticeps_clupeoides ENSDCDG00000030099
clupea_harengus ENSCHAG00000019705
astyanax_mexicanus ENSAMXG00005015254
astyanax_mexicanus ENSAMXG00000038829
pygocentrus_nattereri ENSPNAG00000011300
electrophorus_electricus ENSEEEG00000024567
ictalurus_punctatus ENSIPUG00000017971
danio_rerio ENSDARG00000040021
fundulus_heteroclitus ENSFHEG00000009149
cyprinodon_variegatus ENSCVAG00000007247
xiphophorus_maculatus ENSXMAG00000007078
xiphophorus_couchianus ENSXCOG00000016931
gambusia_affinis ENSGAFG00000001159
poecilia_formosa ENSPFOG00000019260
poecilia_mexicana ENSPMEG00000015798
poecilia_latipinna ENSPLAG00000021122
poecilia_reticulata ENSPREG00000015208
kryptolebias_marmoratus ENSKMAG00000003192
oryzias_latipes ENSORLG00000020684
oryzias_latipes ENSORLG00020001485
oryzias_latipes ENSORLG00015017284
oryzias_melastigma ENSOMEG00000022928
parambassis_ranga ENSPRNG00000013596
pundamilia_nyererei ENSPNYG00000004901
astatotilapia_calliptera ENSACLG00000024044
haplochromis_burtoni ENSHBUG00000014996
maylandia_zebra ENSMZEG00005011552
neolamprologus_brichardi ENSNBRG00000008229
oreochromis_niloticus ENSONIG00000000056
amphilophus_citrinellus ENSACIG00000002137
monopterus_albus ENSMALG00000004569
mastacembelus_armatus ENSMAMG00000001905
anabas_testudineus ENSATEG00000024625
betta_splendens ENSBSLG00000018468
larimichthys_crocea ENSLCRG00005007945
cottoperca_gobio ENSCGOG00000013067
gasterosteus_aculeatus ENSGACG00000005248
labrus_bergylta ENSLBEG00000003844
lates_calcarifer ENSLCAG00010016033
scophthalmus_maximus ENSSMAG00000008328
seriola_lalandi ENSSLDG00000011573
seriola_dumerili ENSSDUG00000009360
amphiprion_percula ENSAPEG00000020106
amphiprion_ocellaris ENSAOCG00000024618
acanthochromis_polyacanthus ENSAPOG00000018307
stegastes_partitus ENSSPAG00000019591
mola_mola ENSMMOG00000017748
gouania_willdenowi ENSGWIG00000008838
cynoglossus_semilaevis ENSCSEG00000009364
takifugu_rubripes ENSTRUG00000003895
tetraodon_nigroviridis ENSTNIG00000006881
hippocampus_comes ENSHCOG00000010791
periophthalmus_magnuspinnatus ENSPMGG00000010633
gadus_morhua ENSGMOG00000006458
hucho_hucho ENSHHUG00000041136
hucho_hucho ENSHHUG00000052626
esox_lucius ENSELUG00000020920
lepisosteus_oculatus ENSLOCG00000002958
cebus_capucinus ENSCCAG00000033392
saimiri_boliviensis ENSSBOG00000026346
callithrix_jacchus ENSCJAG00000006248
aotus_nancymaae ENSANAG00000032871
pan_paniscus ENSPPAG00000033701
pan_troglodytes ENSPTRG00000020513
gorilla_gorilla ENSGGOG00000016420
homo_sapiens ENSG00000147654
pongo_abelii ENSPPYG00000018824
nomascus_leucogenys ENSNLEG00000030785
rhinopithecus_bieti ENSRBIG00000037397
rhinopithecus_roxellana ENSRROG00000022179
piliocolobus_tephrosceles ENSPTEG00000035582
colobus_angolensis ENSCANG00000037327
macaca_fascicularis ENSMFAG00000000766
macaca_nemestrina ENSMNEG00000031030
macaca_mulatta ENSMMUG00000016186
chlorocebus_sabaeus ENSCSAG00000011304
mandrillus_leucophaeus ENSMLEG00000041936
cercocebus_atys ENSCATG00000003294
theropithecus_gelada ENSTGEG00000006002
papio_anubis ENSPANG00000015083
carlito_syrichta ENSTSYG00000002226
prolemur_simus ENSPSMG00000012664
microcebus_murinus ENSMICG00000013014
otolemur_garnettii ENSOGAG00000006554
mus_spretus MGP_SPRETEiJ_G0020672
mus_spicilegus ENSMSIG00000012621
mus_musculus ENSMUSG00000022339
mus_caroli MGP_CAROLIEiJ_G0019775
mus_pahari MGP_PahariEiJ_G0019784
rattus_norvegicus ENSRNOG00000004220
meriones_unguiculatus ENSMUGG00000025314
mesocricetus_auratus ENSMAUG00000000245
mesocricetus_auratus ENSMAUG00000001236
cricetulus_griseus ENSCGRG00001009564
cricetulus_griseus ENSCGRG00015026661
cricetulus_griseus ENSCGRG00000007594
microtus_ochrogaster ENSMOCG00000008680
peromyscus_maniculatus ENSPEMG00000008118
nannospalax_galili ENSNGAG00000021390
jaculus_jaculus ENSJJAG00000000164
cavia_aperea ENSCAPG00000007016
cavia_porcellus ENSCPOG00000030274
octodon_degus ENSODEG00000003573
chinchilla_lanigera ENSCLAG00000007984
heterocephalus_glaber ENSHGLG00000013727
heterocephalus_glaber ENSHGLG00100015488
heterocephalus_glaber ENSHGLG00000010916
heterocephalus_glaber ENSHGLG00000004376
heterocephalus_glaber ENSHGLG00100004116
fukomys_damarensis ENSFDAG00000016373
urocitellus_parryii ENSUPAG00010014065
spermophilus_dauricus ENSSDAG00000012479
ictidomys_tridecemlineatus ENSSTOG00000015326
marmota_marmota ENSMMMG00000017111
dipodomys_ordii ENSDORG00000010177
castor_canadensis ENSCCNG00000020633
oryctolagus_cuniculus ENSOCUG00000004726
ochotona_princeps ENSOPRG00000015239
dasypus_novemcinctus ENSDNOG00000040846
dasypus_novemcinctus ENSDNOG00000007465
dasypus_novemcinctus ENSDNOG00000039596
dasypus_novemcinctus ENSDNOG00000037809
mus_spicilegus ENSMSIG00000003868
cricetulus_griseus ENSCGRG00015019884
tupaia_belangeri ENSTBEG00000003818
neovison_vison ENSNVIG00000002352
mustela_putorius ENSMPUG00000005709
ailuropoda_melanoleuca ENSAMEG00000006190
ursus_maritimus ENSUMAG00000020279
canis_lupus ENSCAFG00000000738
canis_lupus ENSCAFG00020003724
vulpes_vulpes ENSVVUG00000014121
panthera_pardus ENSPPRG00000002404
panthera_tigris ENSPTIG00000017386
myotis_lucifugus ENSMLUG00000013540
felis_catus ENSFCAG00000025490
panthera_pardus ENSPPRG00000011189
pteropus_vampyrus ENSPVAG00000007954
tursiops_truncatus ENSTTRG00000001745
sus_scrofa ENSSSCG00000006024
bos_indicus ENSBIXG00000019057
bos_taurus ENSBTAG00000037571
bos_indicus ENSBIXG00005015432
bos_mutus ENSBMUG00000001077
bison_bison ENSBBBG00000014126
capra_hircus ENSCHIG00000012764
capra_hircus ENSCHIG00000011788
ovis_aries ENSOARG00000012091
vicugna_pacos ENSVPAG00000006249
equus_asinus ENSEASG00005023183
equus_caballus ENSECAG00000009719
sorex_araneus ENSSARG00000014420
erinaceus_europaeus ENSEEUG00000014126
dasypus_novemcinctus ENSDNOG00000041310
dasypus_novemcinctus ENSDNOG00000034267
choloepus_hoffmanni ENSCHOG00000007848
procavia_capensis ENSPCAG00000004040
loxodonta_africana ENSLAFG00000007842
echinops_telfairi ENSETEG00000012012
phascolarctos_cinereus ENSPCIG00000025280
vombatus_ursinus ENSVURG00010017571
notamacropus_eugenii ENSMEUG00000014115
phascolarctos_cinereus ENSPCIG00000018732
vombatus_ursinus ENSVURG00010019658
sarcophilus_harrisii ENSSHAG00000006977
monodelphis_domestica ENSMODG00000004795
monodelphis_domestica ENSMODG00000024007
ornithorhynchus_anatinus ENSOANG00000007368
ornithorhynchus_anatinus ENSOANG00000000131
pogona_vitticeps ENSPVIG00000007142
anolis_carolinensis ENSACAG00000002489
notechis_scutatus ENSNSUG00000012304
salvator_merianae ENSSMRG00000021407
sphenodon_punctatus ENSSPUG00000012465
apteryx_rowi ENSARWG00000004087
apteryx_haastii ENSAHAG00000005479
dromaius_novaehollandiae ENSDNVG00000004820
lepidothrix_coronata ENSLCOG00000008370
manacus_vitellinus ENSMVIG00005014186
taeniopygia_guttata ENSTGUG00000012252
lonchura_striata ENSLSDG00000004467
