anabas_testudineus ENSATEG00000021215
mastacembelus_armatus ENSMAMG00000019380
seriola_dumerili ENSSDUG00000014112
seriola_lalandi_dorsalis ENSSLDG00000017179
scophthalmus_maximus ENSSMAG00000009955
gasterosteus_aculeatus ENSGACG00000020074
mola_mola ENSMMOG00000007231
labrus_bergylta ENSLBEG00000022157
cynoglossus_semilaevis ENSCSEG00000004307
periophthalmus_magnuspinnatus ENSPMGG00000004855
esox_lucius ENSELUG00000010772
pygocentrus_nattereri ENSPNAG00000009997
astyanax_mexicanus ENSAMXG00000009751
ictalurus_punctatus ENSIPUG00000019657
danio_rerio ENSDARG00000045705
scleropages_formosus ENSSFOG00015000497
paramormyrops_kingsleyae ENSPKIG00000025091
lepisosteus_oculatus ENSLOCG00000016716
apteryx_haastii ENSAHAG00000014281
apteryx_owenii ENSAOWG00000004324
apteryx_rowi ENSARWG00000001410
nothoprocta_perdicaria ENSNPEG00000002392
gallus_gallus ENSGALG00000000451
coturnix_japonica ENSCJPG00005004691
meleagris_gallopavo ENSMGAG00000005187
numida_meleagris ENSNMEG00000003417
anas_platyrhynchos_platyrhynchos ENSAPLG00000005597
anser_brachyrhynchus ENSABRG00000013980
cyanistes_caeruleus ENSCCEG00000005845
parus_major ENSPMJG00000001914
zonotrichia_albicollis ENSZALG00000012301
junco_hyemalis ENSJHYG00000002282
lonchura_striata_domestica ENSLSDG00000003920
taeniopygia_guttata ENSTGUG00000002362
serinus_canaria ENSSCAG00000009444
ficedula_albicollis ENSFALG00000001930
manacus_vitellinus ENSMVIG00005008135
lepidothrix_coronata ENSLCOG00000009709
melopsittacus_undulatus ENSMUNG00000015115
calidris_pygmaea ENSCPGG00000000723
calidris_pugnax ENSCPUG00000001801
crocodylus_porosus ENSCPRG00005000184
gopherus_agassizii ENSGAGG00000016409
chelonoidis_abingdonii ENSCABG00000001468
pelodiscus_sinensis ENSPSIG00000016426
pogona_vitticeps ENSPVIG00000003055
anolis_carolinensis ENSACAG00000029218
notechis_scutatus ENSNSUG00000004277
salvator_merianae ENSSMRG00000009467
sphenodon_punctatus ENSSPUG00000012124
macaca_nemestrina ENSMNEG00000043263
macaca_mulatta ENSMMUG00000043842
macaca_fascicularis ENSMFAG00000030458
chlorocebus_sabaeus ENSCSAG00000012937
cercocebus_atys ENSCATG00000037295
piliocolobus_tephrosceles ENSPTEG00000028375
colobus_angolensis_palliatus ENSCANG00000034474
rhinopithecus_bieti ENSRBIG00000044905
papio_anubis ENSPANG00000023279
theropithecus_gelada ENSTGEG00000008020
rhinopithecus_roxellana ENSRROG00000038951
pan_troglodytes ENSPTRG00000048420
pan_troglodytes ENSPTRG00000039330
homo_sapiens ENSG00000197889
gorilla_gorilla ENSGGOG00000016943
pongo_abelii ENSPPYG00000002108
nomascus_leucogenys ENSNLEG00000030021
urocitellus_parryii ENSUPAG00010007059
marmota_marmota_marmota ENSMMMG00000023532
spermophilus_dauricus ENSSDAG00000004392
ictidomys_tridecemlineatus ENSSTOG00000002244
sus_scrofa ENSSSCG00000034119
myotis_lucifugus ENSMLUG00000001996
castor_canadensis ENSCCNG00000021796
ochotona_princeps ENSOPRG00000002410
bos_taurus ENSBTAG00000002856
bos_mutus ENSBMUG00000011903
bison_bison_bison ENSBBBG00000013734
ovis_aries ENSOARG00000007820
capra_hircus ENSCHIG00000021538
tursiops_truncatus ENSTTRG00000004411
microcebus_murinus ENSMICG00000034359
propithecus_coquereli ENSPCOG00000016420
prolemur_simus ENSPSMG00000021760
oryctolagus_cuniculus ENSOCUG00000010165
panthera_pardus ENSPPRG00000004346
panthera_tigris_altaica ENSPTIG00000017114
felis_catus ENSFCAG00000022479
vicugna_pacos ENSVPAG00000008603
erinaceus_europaeus ENSEEUG00000008480
