propithecus_coquereli ENSPCOG00000018485
oryctolagus_cuniculus ENSOCUG00000023362
cricetulus_griseus_chok1gshd ENSCGRG00001020406
cricetulus_griseus_crigri ENSCGRG00000006908
mesocricetus_auratus ENSMAUG00000009051
microtus_ochrogaster ENSMOCG00000015484
peromyscus_maniculatus_bairdii ENSPEMG00000030913
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019311
mus_musculus ENSMUSG00000046573
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018431
mus_spicilegus ENSMSIG00000017377
mus_pahari MGP_PahariEiJ_G0019499
rattus_norvegicus ENSRNOG00000047970
meriones_unguiculatus ENSMUGG00000018957
nannospalax_galili ENSNGAG00000024207
jaculus_jaculus ENSJJAG00000004657
cavia_porcellus ENSCPOG00000038899
octodon_degus ENSODEG00000005678
heterocephalus_glaber_female ENSHGLG00000004479
marmota_marmota_marmota ENSMMMG00000014551
ictidomys_tridecemlineatus ENSSTOG00000026736
spermophilus_dauricus ENSSDAG00000007590
urocitellus_parryii ENSUPAG00010005571
dipodomys_ordii ENSDORG00000029399
pongo_abelii ENSPPYG00000016196
chlorocebus_sabaeus ENSCSAG00000007314
callithrix_jacchus ENSCJAG00000021370
callithrix_jacchus ENSCJAG00000039957
carlito_syrichta ENSTSYG00000002470
mustela_putorius_furo ENSMPUG00000000532
neovison_vison ENSNVIG00000003673
canis_lupus_dingo ENSCAFG00020013362
ursus_maritimus ENSUMAG00000018628
panthera_tigris_altaica ENSPTIG00000018145
bos_mutus ENSBMUG00000020090
bos_taurus ENSBTAG00000031432
capra_hircus ENSCHIG00000010740
tursiops_truncatus ENSTTRG00000007073
sus_scrofa ENSSSCG00000031269
equus_asinus_asinus ENSEASG00005012113
equus_caballus ENSECAG00000026824
pteropus_vampyrus ENSPVAG00000015115
myotis_lucifugus ENSMLUG00000028065
aotus_nancymaae ENSANAG00000024664
cebus_capucinus ENSCCAG00000022795
saimiri_boliviensis_boliviensis ENSSBOG00000033795
rhinopithecus_roxellana ENSRROG00000028126
macaca_mulatta ENSMMUG00000005467
microcebus_murinus ENSMICG00000028549
felis_catus ENSFCAG00000038299
castor_canadensis ENSCCNG00000002525
ailuropoda_melanoleuca ENSAMEG00000017445
ursus_americanus ENSUAMG00000002648
panthera_pardus ENSPPRG00000005664
saimiri_boliviensis_boliviensis ENSSBOG00000021840
cebus_capucinus ENSCCAG00000034109
loxodonta_africana ENSLAFG00000020549
choloepus_hoffmanni ENSCHOG00000000601
phascolarctos_cinereus ENSPCIG00000010689
anas_platyrhynchos_platyrhynchos ENSAPLG00000025581
gallus_gallus ENSGALG00000051665
ficedula_albicollis ENSFALG00000013168
lonchura_striata_domestica ENSLSDG00000001948
melopsittacus_undulatus ENSMUNG00000009460
zonotrichia_albicollis ENSZALG00000014541
junco_hyemalis ENSJHYG00000016239
parus_major ENSPMJG00000018350
lepidothrix_coronata ENSLCOG00000006054
calidris_pugnax ENSCPUG00000001992
calidris_pygmaea ENSCPGG00000009140
numida_meleagris ENSNMEG00000002326
coturnix_japonica ENSCJPG00005016880
dromaius_novaehollandiae ENSDNVG00000000129
crocodylus_porosus ENSCPRG00005001108
gopherus_agassizii ENSGAGG00000012916
chelonoidis_abingdonii ENSCABG00000017940
notechis_scutatus ENSNSUG00000005554
salvator_merianae ENSSMRG00000008133
sphenodon_punctatus ENSSPUG00000006696
ursus_americanus ENSUAMG00000020582
ursus_maritimus ENSUMAG00000020748
ailuropoda_melanoleuca ENSAMEG00000019258
canis_lupus_familiaris ENSCAFG00000006683
canis_lupus_dingo ENSCAFG00020018167
vulpes_vulpes ENSVVUG00000013665
neovison_vison ENSNVIG00000016460
mustela_putorius_furo ENSMPUG00000018924
panthera_pardus ENSPPRG00000020183
felis_catus ENSFCAG00000014134
vicugna_pacos ENSVPAG00000002054
pteropus_vampyrus ENSPVAG00000012874
chinchilla_lanigera ENSCLAG00000018050
octodon_degus ENSODEG00000020265
heterocephalus_glaber_male ENSHGLG00100020944
heterocephalus_glaber_female ENSHGLG00000020283
rattus_norvegicus ENSRNOG00000047045
rattus_norvegicus ENSRNOG00000037541
mus_musculus ENSMUSG00000074211
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029514
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030610
mus_spicilegus ENSMSIG00000004810
mus_pahari MGP_PahariEiJ_G0012748
meriones_unguiculatus ENSMUGG00000012497
