petromyzon_marinus ENSPMAG00000005578
eptatretus_burgeri ENSEBUG00000008196
clupea_harengus ENSCHAG00000025520
denticeps_clupeoides ENSDCDG00000025905
astyanax_mexicanus ENSAMXG00000003665
astyanax_mexicanus ENSAMXG00005017860
pygocentrus_nattereri ENSPNAG00000004782
electrophorus_electricus ENSEEEG00000015667
ictalurus_punctatus ENSIPUG00000007707
danio_rerio ENSDARG00000101210
esox_lucius ENSELUG00000016335
hucho_hucho ENSHHUG00000005035
tetraodon_nigroviridis ENSTNIG00000019585
amphiprion_percula ENSAPEG00000000162
oryzias_latipes ENSORLG00020007432
oryzias_latipes ENSORLG00000029833
oryzias_latipes ENSORLG00015009215
oryzias_melastigma ENSOMEG00000000522
cynoglossus_semilaevis ENSCSEG00000010964
tetraodon_nigroviridis ENSTNIG00000018797
takifugu_rubripes ENSTRUG00000015083
mola_mola ENSMMOG00000007831
larimichthys_crocea ENSLCRG00005002969
labrus_bergylta ENSLBEG00000025302
scophthalmus_maximus ENSSMAG00000006788
amphiprion_percula ENSAPEG00000000163
amphiprion_ocellaris ENSAOCG00000007470
acanthochromis_polyacanthus ENSAPOG00000023530
stegastes_partitus ENSSPAG00000007737
parambassis_ranga ENSPRNG00000009794
maylandia_zebra ENSMZEG00005015115
astatotilapia_calliptera ENSACLG00000009342
haplochromis_burtoni ENSHBUG00000015542
pundamilia_nyererei ENSPNYG00000019577
neolamprologus_brichardi ENSNBRG00000009842
oreochromis_niloticus ENSONIG00000013077
amphilophus_citrinellus ENSACIG00000021354
xiphophorus_maculatus ENSXMAG00000010415
mastacembelus_armatus ENSMAMG00000016896
monopterus_albus ENSMALG00000008178
anabas_testudineus ENSATEG00000022132
betta_splendens ENSBSLG00000002553
cottoperca_gobio ENSCGOG00000000287
hippocampus_comes ENSHCOG00000007399
seriola_lalandi ENSSLDG00000021532
seriola_dumerili ENSSDUG00000017681
lates_calcarifer ENSLCAG00010017596
gasterosteus_aculeatus ENSGACG00000017337
