choloepus_hoffmanni ENSCHOG00000008352
dasypus_novemcinctus ENSDNOG00000001995
loxodonta_africana ENSLAFG00000010092
echinops_telfairi ENSETEG00000012712
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032671
mus_musculus ENSMUSG00000035930
mus_spicilegus ENSMSIG00000018311
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031553
mus_pahari MGP_PahariEiJ_G0023152
rattus_norvegicus ENSRNOG00000016953
meriones_unguiculatus ENSMUGG00000018427
cricetulus_griseus_crigri-picr ENSCGRG00015010816
cricetulus_griseus_chok1gshd ENSCGRG00001013422
peromyscus_maniculatus_bairdii ENSPEMG00000001048
jaculus_jaculus ENSJJAG00000016154
castor_canadensis ENSCCNG00000005778
cavia_aperea ENSCAPG00000012089
cavia_porcellus ENSCPOG00000021963
chinchilla_lanigera ENSCLAG00000017669
heterocephalus_glaber_male ENSHGLG00100021047
heterocephalus_glaber_female ENSHGLG00000020785
fukomys_damarensis ENSFDAG00000000923
ictidomys_tridecemlineatus ENSSTOG00000003061
spermophilus_dauricus ENSSDAG00000024111
urocitellus_parryii ENSUPAG00010014722
marmota_marmota_marmota ENSMMMG00000013537
oryctolagus_cuniculus ENSOCUG00000009954
tupaia_belangeri ENSTBEG00000007708
microcebus_murinus ENSMICG00000042768
prolemur_simus ENSPSMG00000007290
otolemur_garnettii ENSOGAG00000002840
pan_paniscus ENSPPAG00000033145
pan_troglodytes ENSPTRG00000008323
homo_sapiens ENSG00000140835
gorilla_gorilla ENSGGOG00000015794
pongo_abelii ENSPPYG00000007529
macaca_fascicularis ENSMFAG00000030892
macaca_mulatta ENSMMUG00000004391
macaca_nemestrina ENSMNEG00000011122
mandrillus_leucophaeus ENSMLEG00000018150
cercocebus_atys ENSCATG00000005295
theropithecus_gelada ENSTGEG00000011480
papio_anubis ENSPANG00000005478
chlorocebus_sabaeus ENSCSAG00000018470
piliocolobus_tephrosceles ENSPTEG00000006026
callithrix_jacchus ENSCJAG00000022069
ursus_americanus ENSUAMG00000027193
ursus_maritimus ENSUMAG00000017901
ailuropoda_melanoleuca ENSAMEG00000002372
neovison_vison ENSNVIG00000006548
mustela_putorius_furo ENSMPUG00000019829
canis_lupus_familiaris ENSCAFG00000020184
canis_lupus_dingo ENSCAFG00020020852
vulpes_vulpes ENSVVUG00000017673
panthera_tigris_altaica ENSPTIG00000001748
panthera_pardus ENSPPRG00000004537
felis_catus ENSFCAG00000001730
equus_caballus ENSECAG00000030969
equus_asinus_asinus ENSEASG00005013300
erinaceus_europaeus ENSEEUG00000004474
pteropus_vampyrus ENSPVAG00000003643
myotis_lucifugus ENSMLUG00000008656
bos_mutus ENSBMUG00000006220
bos_taurus ENSBTAG00000016968
bison_bison_bison ENSBBBG00000017670
capra_hircus ENSCHIG00000007788
ovis_aries ENSOARG00000011148
sus_scrofa ENSSSCG00000002737
dipodomys_ordii ENSDORG00000002830
sorex_araneus ENSSARG00000013380
phascolarctos_cinereus ENSPCIG00000033090
phascolarctos_cinereus ENSPCIG00000034386
phascolarctos_cinereus ENSPCIG00000001462
sarcophilus_harrisii ENSSHAG00000003881
monodelphis_domestica ENSMODG00000023098
monodelphis_domestica ENSMODG00000023100
ornithorhynchus_anatinus ENSOANG00000001110
pogona_vitticeps ENSPVIG00000011315
anolis_carolinensis ENSACAG00000007709
salvator_merianae ENSSMRG00000007408
notechis_scutatus ENSNSUG00000020359
crocodylus_porosus ENSCPRG00005008859
