equus_caballus ENSECAG00000036553
equus_asinus_asinus ENSEASG00005013736
ovis_aries ENSOARG00000005017
capra_hircus ENSCHIG00000006703
bos_mutus ENSBMUG00000006974
bos_taurus ENSBTAG00000000477
bison_bison_bison ENSBBBG00000012858
tupaia_belangeri ENSTBEG00000008002
otolemur_garnettii ENSOGAG00000016269
prolemur_simus ENSPSMG00000002619
pan_paniscus ENSPPAG00000008829
pan_troglodytes ENSPTRG00000030151
homo_sapiens ENSG00000187554
macaca_mulatta ENSMMUG00000000870
macaca_fascicularis ENSMFAG00000029363
papio_anubis ENSPANG00000016719
theropithecus_gelada ENSTGEG00000005243
chlorocebus_sabaeus ENSCSAG00000000265
piliocolobus_tephrosceles ENSPTEG00000004815
cebus_capucinus ENSCCAG00000034906
callithrix_jacchus ENSCJAG00000022060
peromyscus_maniculatus_bairdii ENSPEMG00000022878
microtus_ochrogaster ENSMOCG00000007149
cricetulus_griseus_chok1gshd ENSCGRG00001021852
cricetulus_griseus_crigri-picr ENSCGRG00015009459
cricetulus_griseus_crigri ENSCGRG00000009862
mesocricetus_auratus ENSMAUG00000015989
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015806
mus_musculus ENSMUSG00000079164
mus_spicilegus ENSMSIG00000016692
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015006
mus_pahari MGP_PahariEiJ_G0028238
rattus_norvegicus ENSRNOG00000022067
nannospalax_galili ENSNGAG00000003846
heterocephalus_glaber_male ENSHGLG00100020780
heterocephalus_glaber_female ENSHGLG00000020374
fukomys_damarensis ENSFDAG00000018889
chinchilla_lanigera ENSCLAG00000017491
urocitellus_parryii ENSUPAG00010010950
ictidomys_tridecemlineatus ENSSTOG00000022418
spermophilus_dauricus ENSSDAG00000000598
marmota_marmota_marmota ENSMMMG00000024168
castor_canadensis ENSCCNG00000021561
dipodomys_ordii ENSDORG00000027996
oryctolagus_cuniculus ENSOCUG00000027854
ochotona_princeps ENSOPRG00000013976
procavia_capensis ENSPCAG00000009711
echinops_telfairi ENSETEG00000013406
choloepus_hoffmanni ENSCHOG00000011312
ursus_americanus ENSUAMG00000021492
ursus_maritimus ENSUMAG00000016454
ailuropoda_melanoleuca ENSAMEG00000020191
neovison_vison ENSNVIG00000016072
mustela_putorius_furo ENSMPUG00000018756
canis_lupus_dingo ENSCAFG00020019211
canis_lupus_familiaris ENSCAFG00000011368
vulpes_vulpes ENSVVUG00000000537
panthera_pardus ENSPPRG00000011323
panthera_tigris_altaica ENSPTIG00000008848
felis_catus ENSFCAG00000006835
myotis_lucifugus ENSMLUG00000030769
erinaceus_europaeus ENSEEUG00000003151
phascolarctos_cinereus ENSPCIG00000029412
notamacropus_eugenii ENSMEUG00000003468
sarcophilus_harrisii ENSSHAG00000012101
monodelphis_domestica ENSMODG00000024704
ornithorhynchus_anatinus ENSOANG00000001445
anolis_carolinensis ENSACAG00000016646
pogona_vitticeps ENSPVIG00000004986
pogona_vitticeps ENSPVIG00000010843
anolis_carolinensis ENSACAG00000023912
notechis_scutatus ENSNSUG00000016842
salvator_merianae ENSSMRG00000010604
sphenodon_punctatus ENSSPUG00000009632
gopherus_agassizii ENSGAGG00000025866
chelonoidis_abingdonii ENSCABG00000021398
xenopus_tropicalis ENSXETG00000030446
scleropages_formosus ENSSFOG00015007678
paramormyrops_kingsleyae ENSPKIG00000002471
labrus_bergylta ENSLBEG00000021492
gasterosteus_aculeatus ENSGACG00000004381
scophthalmus_maximus ENSSMAG00000002774
cynoglossus_semilaevis ENSCSEG00000010461
mastacembelus_armatus ENSMAMG00000006340
monopterus_albus ENSMALG00000018840
xiphophorus_maculatus ENSXMAG00000001788
xiphophorus_couchianus ENSXCOG00000009481
gambusia_affinis ENSGAFG00000009451
poecilia_formosa ENSPFOG00000000726
poecilia_mexicana ENSPMEG00000021133
poecilia_latipinna ENSPLAG00000014543
poecilia_reticulata ENSPREG00000019675
cyprinodon_variegatus ENSCVAG00000019730
kryptolebias_marmoratus ENSKMAG00000019374
oryzias_latipes ENSORLG00000016221
oryzias_latipes ENSORLG00020004965
oryzias_latipes_asm223469v1 ENSORLG00015001051
oryzias_melastigma ENSOMEG00000015427
pundamilia_nyererei ENSPNYG00000021037
haplochromis_burtoni ENSHBUG00000007771
maylandia_zebra ENSMZEG00005022774
maylandia_zebra ENSMZEG00005024496
astatotilapia_calliptera ENSACLG00000009202
neolamprologus_brichardi ENSNBRG00000004763
oreochromis_niloticus ENSONIG00000001333
amphilophus_citrinellus ENSACIG00000011731
acanthochromis_polyacanthus ENSAPOG00000009234
amphiprion_ocellaris ENSAOCG00000001875
