tetraodon_nigroviridis ENSTNIG00000014416
takifugu_rubripes ENSTRUG00000008278
mola_mola ENSMMOG00000020959
gasterosteus_aculeatus ENSGACG00000003575
mastacembelus_armatus ENSMAMG00000005308
monopterus_albus ENSMALG00000009366
anabas_testudineus ENSATEG00000006940
scophthalmus_maximus ENSSMAG00000006967
cynoglossus_semilaevis ENSCSEG00000010941
seriola_dumerili ENSSDUG00000011775
seriola_lalandi_dorsalis ENSSLDG00000006168
labrus_bergylta ENSLBEG00000000023
poecilia_mexicana ENSPMEG00000015702
poecilia_latipinna ENSPLAG00000011059
poecilia_formosa ENSPFOG00000017049
xiphophorus_maculatus ENSXMAG00000017724
poecilia_reticulata ENSPREG00000011289
poecilia_latipinna ENSPLAG00000020278
xiphophorus_couchianus ENSXCOG00000003960
gambusia_affinis ENSGAFG00000012192
fundulus_heteroclitus ENSFHEG00000011685
cyprinodon_variegatus ENSCVAG00000007384
kryptolebias_marmoratus ENSKMAG00000006279
oryzias_latipes ENSORLG00000011732
oryzias_latipes ENSORLG00020001457
oryzias_latipes_asm223469v1 ENSORLG00015001168
oryzias_melastigma ENSOMEG00000005114
maylandia_zebra ENSMZEG00005007124
astatotilapia_calliptera ENSACLG00000025409
pundamilia_nyererei ENSPNYG00000001917
haplochromis_burtoni ENSHBUG00000006163
neolamprologus_brichardi ENSNBRG00000022922
oreochromis_niloticus ENSONIG00000018285
amphilophus_citrinellus ENSACIG00000024408
amphiprion_ocellaris ENSAOCG00000003994
amphiprion_percula ENSAPEG00000006554
acanthochromis_polyacanthus ENSAPOG00000014248
stegastes_partitus ENSSPAG00000003943
hippocampus_comes ENSHCOG00000011648
periophthalmus_magnuspinnatus ENSPMGG00000014637
gadus_morhua ENSGMOG00000018652
esox_lucius ENSELUG00000005533
pygocentrus_nattereri ENSPNAG00000028303
pygocentrus_nattereri ENSPNAG00000028294
astyanax_mexicanus ENSAMXG00000013583
ictalurus_punctatus ENSIPUG00000016519
danio_rerio ENSDARG00000076776
scleropages_formosus ENSSFOG00015021576
paramormyrops_kingsleyae ENSPKIG00000001130
lepisosteus_oculatus ENSLOCG00000012255
anolis_carolinensis ENSACAG00000009932
pogona_vitticeps ENSPVIG00000010101
notechis_scutatus ENSNSUG00000003779
salvator_merianae ENSSMRG00000011314
sphenodon_punctatus ENSSPUG00000004184
chelonoidis_abingdonii ENSCABG00000001446
gopherus_agassizii ENSGAGG00000023155
chrysemys_picta_bellii ENSCPBG00000005141
pelodiscus_sinensis ENSPSIG00000007899
crocodylus_porosus ENSCPRG00005011258
monodelphis_domestica ENSMODG00000010281
phascolarctos_cinereus ENSPCIG00000026160
sarcophilus_harrisii ENSSHAG00000018403
dipodomys_ordii ENSDORG00000028075
castor_canadensis ENSCCNG00000018675
mus_musculus ENSMUSG00000055523
mus_spicilegus ENSMSIG00000031274
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024003
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023082
mus_pahari MGP_PahariEiJ_G0014570
rattus_norvegicus ENSRNOG00000015724
meriones_unguiculatus ENSMUGG00000012256
cricetulus_griseus_crigri-picr ENSCGRG00015017537
cricetulus_griseus_chok1gshd ENSCGRG00001020462
cricetulus_griseus_crigri ENSCGRG00000002634
mesocricetus_auratus ENSMAUG00000013360
peromyscus_maniculatus_bairdii ENSPEMG00000013804
nannospalax_galili ENSNGAG00000016387
heterocephalus_glaber_female ENSHGLG00000011463
heterocephalus_glaber_male ENSHGLG00100006332
fukomys_damarensis ENSFDAG00000020323
chinchilla_lanigera ENSCLAG00000003782
octodon_degus ENSODEG00000008751
oryctolagus_cuniculus ENSOCUG00000023136
prolemur_simus ENSPSMG00000017322
otolemur_garnettii ENSOGAG00000026738
ovis_aries ENSOARG00000011700
sus_scrofa ENSSSCG00000031896
myotis_lucifugus ENSMLUG00000025177
ailuropoda_melanoleuca ENSAMEG00000015535
ailuropoda_melanoleuca ENSAMEG00000015539
canis_lupus_familiaris ENSCAFG00000010908
panthera_pardus ENSPPRG00000003303
panthera_tigris_altaica ENSPTIG00000010086
felis_catus ENSFCAG00000030307
dasypus_novemcinctus ENSDNOG00000048029
ornithorhynchus_anatinus ENSOANG00000001586
xenopus_tropicalis ENSXETG00000018799
latimeria_chalumnae ENSLACG00000010090
petromyzon_marinus ENSPMAG00000008096
petromyzon_marinus ENSPMAG00000008084
eptatretus_burgeri ENSEBUG00000015473
