takifugu_rubripes ENSTRUG00000017677
tetraodon_nigroviridis ENSTNIG00000006628
mola_mola ENSMMOG00000000267
gasterosteus_aculeatus ENSGACG00000011857
labrus_bergylta ENSLBEG00000018620
mastacembelus_armatus ENSMAMG00000001708
monopterus_albus ENSMALG00000018822
anabas_testudineus ENSATEG00000003665
seriola_dumerili ENSSDUG00000007471
seriola_lalandi_dorsalis ENSSLDG00000016534
scophthalmus_maximus ENSSMAG00000007762
amphilophus_citrinellus ENSACIG00000012676
amphilophus_citrinellus ENSACIG00000012638
amphilophus_citrinellus ENSACIG00000012486
astatotilapia_calliptera ENSACLG00000024314
haplochromis_burtoni ENSHBUG00000020891
maylandia_zebra ENSMZEG00005007064
astatotilapia_calliptera ENSACLG00000024320
haplochromis_burtoni ENSHBUG00000020920
pundamilia_nyererei ENSPNYG00000006188
maylandia_zebra ENSMZEG00005006728
astatotilapia_calliptera ENSACLG00000024266
maylandia_zebra ENSMZEG00005006944
maylandia_zebra ENSMZEG00005006792
astatotilapia_calliptera ENSACLG00000024286
maylandia_zebra ENSMZEG00005006841
maylandia_zebra ENSMZEG00005007000
oreochromis_niloticus ENSONIG00000002105
haplochromis_burtoni ENSHBUG00000020999
astatotilapia_calliptera ENSACLG00000024301
maylandia_zebra ENSMZEG00005007100
astatotilapia_calliptera ENSACLG00000004597
neolamprologus_brichardi ENSNBRG00000003365
oreochromis_niloticus ENSONIG00000002113
maylandia_zebra ENSMZEG00005006695
haplochromis_burtoni ENSHBUG00000006985
astatotilapia_calliptera ENSACLG00000024256
neolamprologus_brichardi ENSNBRG00000024226
pundamilia_nyererei ENSPNYG00000006117
amphiprion_percula ENSAPEG00000004434
amphiprion_ocellaris ENSAOCG00000005088
amphiprion_percula ENSAPEG00000004600
amphiprion_percula ENSAPEG00000004497
amphiprion_ocellaris ENSAOCG00000005119
acanthochromis_polyacanthus ENSAPOG00000024124
stegastes_partitus ENSSPAG00000002786
poecilia_formosa ENSPFOG00000018280
poecilia_mexicana ENSPMEG00000021716
poecilia_latipinna ENSPLAG00000017266
poecilia_reticulata ENSPREG00000010600
xiphophorus_maculatus ENSXMAG00000013205
xiphophorus_couchianus ENSXCOG00000010044
cyprinodon_variegatus ENSCVAG00000003233
fundulus_heteroclitus ENSFHEG00000022941
kryptolebias_marmoratus ENSKMAG00000001530
oryzias_latipes_asm223469v1 ENSORLG00015012695
oryzias_latipes ENSORLG00000016589
oryzias_latipes ENSORLG00020016953
oryzias_melastigma ENSOMEG00000006767
hippocampus_comes ENSHCOG00000000498
hippocampus_comes ENSHCOG00000018926
cynoglossus_semilaevis ENSCSEG00000020045
periophthalmus_magnuspinnatus ENSPMGG00000016608
gadus_morhua ENSGMOG00000018151
esox_lucius ENSELUG00000010016
esox_lucius ENSELUG00000010085
ictalurus_punctatus ENSIPUG00000022754
ictalurus_punctatus ENSIPUG00000009078
ictalurus_punctatus ENSIPUG00000015114
pygocentrus_nattereri ENSPNAG00000002206
astyanax_mexicanus ENSAMXG00000012724
danio_rerio ENSDARG00000077764
paramormyrops_kingsleyae ENSPKIG00000016208
lepisosteus_oculatus ENSLOCG00000004038
crocodylus_porosus ENSCPRG00005017938
sphenodon_punctatus ENSSPUG00000008848
anser_brachyrhynchus ENSABRG00000016829
anas_platyrhynchos_platyrhynchos ENSAPLG00000007374
coturnix_japonica ENSCJPG00005010063
meleagris_gallopavo ENSMGAG00000010681
gallus_gallus ENSGALG00000039159
numida_meleagris ENSNMEG00000021484
lonchura_striata_domestica ENSLSDG00000012713
taeniopygia_guttata ENSTGUG00000008319
junco_hyemalis ENSJHYG00000008485
zonotrichia_albicollis ENSZALG00000000903
serinus_canaria ENSSCAG00000003233
ficedula_albicollis ENSFALG00000009429
parus_major ENSPMJG00000019624
cyanistes_caeruleus ENSCCEG00000013421
melopsittacus_undulatus ENSMUNG00000010962
calidris_pygmaea ENSCPGG00000010703
apteryx_haastii ENSAHAG00000015146
apteryx_rowi ENSARWG00000017995
apteryx_owenii ENSAOWG00000009139
dromaius_novaehollandiae ENSDNVG00000009198
nothoprocta_perdicaria ENSNPEG00000014998
calidris_pugnax ENSCPUG00000011890
nothoprocta_perdicaria ENSNPEG00000015001
dromaius_novaehollandiae ENSDNVG00000009105
apteryx_owenii ENSAOWG00000009027
apteryx_haastii ENSAHAG00000015025
apteryx_rowi ENSARWG00000017992
anolis_carolinensis ENSACAG00000029353
pogona_vitticeps ENSPVIG00000006346
chrysemys_picta_bellii ENSCPBG00000018720
crocodylus_porosus ENSCPRG00005017934
sphenodon_punctatus ENSSPUG00000008867
notechis_scutatus ENSNSUG00000016163
chelonoidis_abingdonii ENSCABG00000011138
chrysemys_picta_bellii ENSCPBG00000008948
gopherus_agassizii ENSGAGG00000018711
lepidothrix_coronata ENSLCOG00000000292
manacus_vitellinus ENSMVIG00005011846
cyanistes_caeruleus ENSCCEG00000013420
parus_major ENSPMJG00000019627
zonotrichia_albicollis ENSZALG00000000909
junco_hyemalis ENSJHYG00000008493
melopsittacus_undulatus ENSMUNG00000010964
calidris_pugnax ENSCPUG00000011893
calidris_pygmaea ENSCPGG00000010697
coturnix_japonica ENSCJPG00005010064
gallus_gallus ENSGALG00000010417
numida_meleagris ENSNMEG00000021485
anas_platyrhynchos_platyrhynchos ENSAPLG00000007474
apteryx_haastii ENSAHAG00000015116
apteryx_owenii ENSAOWG00000009100
apteryx_rowi ENSARWG00000017994
dromaius_novaehollandiae ENSDNVG00000009190
nothoprocta_perdicaria ENSNPEG00000014999
taeniopygia_guttata ENSTGUG00000017201
crocodylus_porosus ENSCPRG00005017941
chelonoidis_abingdonii ENSCABG00000011145
gopherus_agassizii ENSGAGG00000018704
chrysemys_picta_bellii ENSCPBG00000018712
anolis_carolinensis ENSACAG00000001984
notechis_scutatus ENSNSUG00000016161
salvator_merianae ENSSMRG00000018340
sphenodon_punctatus ENSSPUG00000008796
anolis_carolinensis ENSACAG00000028412
pogona_vitticeps ENSPVIG00000006345
salvator_merianae ENSSMRG00000018339
notechis_scutatus ENSNSUG00000016162
