astatotilapia_calliptera ENSACLG00000000066
maylandia_zebra ENSMZEG00005011485
pundamilia_nyererei ENSPNYG00000011018
haplochromis_burtoni ENSHBUG00000014990
haplochromis_burtoni ENSHBUG00000014962
pundamilia_nyererei ENSPNYG00000010716
neolamprologus_brichardi ENSNBRG00000004079
amphilophus_citrinellus ENSACIG00000000947
periophthalmus_magnuspinnatus ENSPMGG00000017391
periophthalmus_magnuspinnatus ENSPMGG00000015730
periophthalmus_magnuspinnatus ENSPMGG00000001820
cynoglossus_semilaevis ENSCSEG00000009588
