castor_canadensis ENSCCNG00000026453
dipodomys_ordii ENSDORG00000026087
heterocephalus_glaber_female ENSHGLG00000002798
heterocephalus_glaber_male ENSHGLG00100012359
fukomys_damarensis ENSFDAG00000019555
chinchilla_lanigera ENSCLAG00000008579
octodon_degus ENSODEG00000013228
cavia_porcellus ENSCPOG00000023851
peromyscus_maniculatus_bairdii ENSPEMG00000014641
mesocricetus_auratus ENSMAUG00000014687
peromyscus_maniculatus_bairdii ENSPEMG00000010828
microtus_ochrogaster ENSMOCG00000014770
cricetulus_griseus_crigri ENSCGRG00000012950
cricetulus_griseus_crigri-picr ENSCGRG00015028698
cricetulus_griseus_chok1gshd ENSCGRG00001016136
mesocricetus_auratus ENSMAUG00000017189
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020380
mus_musculus ENSMUSG00000053508
mus_spicilegus ENSMSIG00000011099
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021273
mus_pahari MGP_PahariEiJ_G0020379
rattus_norvegicus ENSRNOG00000036830
meriones_unguiculatus ENSMUGG00000007430
nannospalax_galili ENSNGAG00000008752
jaculus_jaculus ENSJJAG00000016320
marmota_marmota_marmota ENSMMMG00000003844
ictidomys_tridecemlineatus ENSSTOG00000030158
marmota_marmota_marmota ENSMMMG00000016190
urocitellus_parryii ENSUPAG00010020372
spermophilus_dauricus ENSSDAG00000019493
equus_caballus ENSECAG00000014413
equus_asinus_asinus ENSEASG00005010262
sus_scrofa ENSSSCG00000000296
myotis_lucifugus ENSMLUG00000024563
ursus_americanus ENSUAMG00000021668
ursus_maritimus ENSUMAG00000011281
ailuropoda_melanoleuca ENSAMEG00000000958
mustela_putorius_furo ENSMPUG00000005664
neovison_vison ENSNVIG00000002839
canis_lupus_familiaris ENSCAFG00000006463
canis_lupus_dingo ENSCAFG00020020371
vulpes_vulpes ENSVVUG00000023684
panthera_pardus ENSPPRG00000004157
panthera_tigris_altaica ENSPTIG00000020670
felis_catus ENSFCAG00000031316
