ovis_aries ENSOARG00000000672
capra_hircus ENSCHIG00000017101
bos_indicus ENSBIXG00000021895
bos_indicus ENSBIXG00005003026
bos_mutus ENSBMUG00000024410
bison_bison ENSBBBG00000015581
sus_scrofa ENSSSCG00000021523
sus_scrofa ENSSSCG00000036696
sus_scrofa ENSSSCG00000040006
sus_scrofa ENSSSCG00000051013
vicugna_pacos ENSVPAG00000004302
equus_asinus ENSEASG00005017401
equus_caballus ENSECAG00000032199
equus_caballus ENSECAG00000028303
ursus_americanus ENSUAMG00000013849
ursus_maritimus ENSUMAG00000025027
mustela_putorius ENSMPUG00000019353
neovison_vison ENSNVIG00000008887
neovison_vison ENSNVIG00000008872
mustela_putorius ENSMPUG00000009372
canis_lupus ENSCAFG00000043009
vulpes_vulpes ENSVVUG00000025263
panthera_tigris ENSPTIG00000002443
panthera_pardus ENSPPRG00000020766
felis_catus ENSFCAG00000001991
sorex_araneus ENSSARG00000005083
sorex_araneus ENSSARG00000008856
cavia_porcellus ENSCPOG00000031487
cavia_aperea ENSCAPG00000012050
chinchilla_lanigera ENSCLAG00000000092
heterocephalus_glaber ENSHGLG00100014390
heterocephalus_glaber ENSHGLG00000011836
fukomys_damarensis ENSFDAG00000019141
fukomys_damarensis ENSFDAG00000006962
urocitellus_parryii ENSUPAG00010021070
spermophilus_dauricus ENSSDAG00000012419
marmota_marmota ENSMMMG00000000580
ictidomys_tridecemlineatus ENSSTOG00000003643
castor_canadensis ENSCCNG00000006033
castor_canadensis ENSCCNG00000003466
dipodomys_ordii ENSDORG00000009554
cricetulus_griseus ENSCGRG00015007707
cricetulus_griseus ENSCGRG00001005374
cricetulus_griseus ENSCGRG00000004533
cricetulus_griseus ENSCGRG00015007771
cricetulus_griseus ENSCGRG00000009366
cricetulus_griseus ENSCGRG00001004992
mesocricetus_auratus ENSMAUG00000010735
peromyscus_maniculatus ENSPEMG00000025260
peromyscus_maniculatus ENSPEMG00000029297
mus_spicilegus ENSMSIG00000002180
mus_musculus ENSMUSG00000108908
mus_musculus ENSMUSG00000108891
mus_pahari MGP_PahariEiJ_G0025507
rattus_norvegicus ENSRNOG00000046942
mus_spicilegus ENSMSIG00000002134
mus_musculus ENSMUSG00000061195
mus_spretus MGP_SPRETEiJ_G0024983
mus_caroli MGP_CAROLIEiJ_G0024067
rattus_norvegicus ENSRNOG00000042991
rattus_norvegicus ENSRNOG00000055449
rattus_norvegicus ENSRNOG00000047700
nannospalax_galili ENSNGAG00000005629
oryctolagus_cuniculus ENSOCUG00000011664
prolemur_simus ENSPSMG00000016474
otolemur_garnettii ENSOGAG00000011813
homo_sapiens ENSG00000176695
homo_sapiens ENSG00000186092
homo_sapiens ENSG00000177693
pongo_abelii ENSPPYG00000006834
theropithecus_gelada ENSTGEG00000013352
papio_anubis ENSPANG00000022763
macaca_mulatta ENSMMUG00000023314
chlorocebus_sabaeus ENSCSAG00000016813
piliocolobus_tephrosceles ENSPTEG00000018878
aotus_nancymaae ENSANAG00000019142
callithrix_jacchus ENSCJAG00000062451
choloepus_hoffmanni ENSCHOG00000009144
choloepus_hoffmanni ENSCHOG00000009176
dasypus_novemcinctus ENSDNOG00000008216
loxodonta_africana ENSLAFG00000009713
echinops_telfairi ENSETEG00000006939
procavia_capensis ENSPCAG00000000626
