scleropages_formosus ENSSFOG00015020246
paramormyrops_kingsleyae ENSPKIG00000004156
labrus_bergylta ENSLBEG00000027744
gasterosteus_aculeatus ENSGACG00000004264
tetraodon_nigroviridis ENSTNIG00000001477
takifugu_rubripes ENSTRUG00000000383
mola_mola ENSMMOG00000005541
seriola_lalandi_dorsalis ENSSLDG00000020223
seriola_dumerili ENSSDUG00000022372
scophthalmus_maximus ENSSMAG00000002748
anabas_testudineus ENSATEG00000009177
mastacembelus_armatus ENSMAMG00000008136
cyprinodon_variegatus ENSCVAG00000011788
fundulus_heteroclitus ENSFHEG00000010982
poecilia_formosa ENSPFOG00000016700
poecilia_mexicana ENSPMEG00000013685
poecilia_latipinna ENSPLAG00000010786
poecilia_reticulata ENSPREG00000014112
gambusia_affinis ENSGAFG00000016646
xiphophorus_maculatus ENSXMAG00000010662
xiphophorus_couchianus ENSXCOG00000004518
kryptolebias_marmoratus ENSKMAG00000003848
oryzias_latipes ENSORLG00000013840
oryzias_latipes ENSORLG00020001584
oryzias_melastigma ENSOMEG00000001487
pundamilia_nyererei ENSPNYG00000021137
astatotilapia_calliptera ENSACLG00000026432
maylandia_zebra ENSMZEG00005009877
haplochromis_burtoni ENSHBUG00000012011
neolamprologus_brichardi ENSNBRG00000015692
oreochromis_niloticus ENSONIG00000019248
amphilophus_citrinellus ENSACIG00000016404
amphiprion_ocellaris ENSAOCG00000008367
amphiprion_percula ENSAPEG00000023894
acanthochromis_polyacanthus ENSAPOG00000015183
stegastes_partitus ENSSPAG00000009156
periophthalmus_magnuspinnatus ENSPMGG00000012557
hippocampus_comes ENSHCOG00000008625
gadus_morhua ENSGMOG00000007744
esox_lucius ENSELUG00000000092
pygocentrus_nattereri ENSPNAG00000027342
astyanax_mexicanus ENSAMXG00000004836
ictalurus_punctatus ENSIPUG00000010098
danio_rerio ENSDARG00000010958
xiphophorus_maculatus ENSXMAG00000004123
xiphophorus_couchianus ENSXCOG00000007309
gambusia_affinis ENSGAFG00000018075
poecilia_formosa ENSPFOG00000017234
