parus_major ENSPMJG00000008801
ficedula_albicollis ENSFALG00000001672
taeniopygia_guttata ENSTGUG00000012767
meleagris_gallopavo ENSMGAG00000013866
pelodiscus_sinensis ENSPSIG00000013757
anolis_carolinensis ENSACAG00000009303
tursiops_truncatus ENSTTRG00000009015
ovis_aries ENSOARG00000012320
vicugna_pacos ENSVPAG00000005932
pteropus_vampyrus ENSPVAG00000007930
ailuropoda_melanoleuca ENSAMEG00000002402
pongo_abelii ENSPPYG00000016746
ochotona_princeps ENSOPRG00000018416
choloepus_hoffmanni ENSCHOG00000004507
dasypus_novemcinctus ENSDNOG00000024138
procavia_capensis ENSPCAG00000007946
notamacropus_eugenii ENSMEUG00000006119
monodelphis_domestica ENSMODG00000029796
gasterosteus_aculeatus ENSGACG00000006061
tetraodon_nigroviridis ENSTNIG00000001031
oreochromis_niloticus ENSONIG00000009762
gadus_morhua ENSGMOG00000004994
