chelonoidis_abingdonii ENSCABG00000019375
gopherus_agassizii ENSGAGG00000001503
chrysemys_picta_bellii ENSCPBG00000006287
lonchura_striata_domestica ENSLSDG00000002298
junco_hyemalis ENSJHYG00000004383
lepidothrix_coronata ENSLCOG00000008127
manacus_vitellinus ENSMVIG00005015349
ficedula_albicollis ENSFALG00000005625
parus_major ENSPMJG00000006953
calidris_pygmaea ENSCPGG00000013795
gallus_gallus ENSGALG00000035901
apteryx_owenii ENSAOWG00000000302
nothoprocta_perdicaria ENSNPEG00000014191
anser_brachyrhynchus ENSABRG00000000207
pogona_vitticeps ENSPVIG00000014399
notechis_scutatus ENSNSUG00000012734
salvator_merianae ENSSMRG00000007496
homo_sapiens ENSG00000156466
pan_troglodytes ENSPTRG00000020439
gorilla_gorilla ENSGGOG00000023170
pongo_abelii ENSPPYG00000018762
nomascus_leucogenys ENSNLEG00000003567
rhinopithecus_roxellana ENSRROG00000027153
rhinopithecus_bieti ENSRBIG00000013362
colobus_angolensis_palliatus ENSCANG00000030309
piliocolobus_tephrosceles ENSPTEG00000036947
theropithecus_gelada ENSTGEG00000000715
papio_anubis ENSPANG00000000417
cercocebus_atys ENSCATG00000044163
macaca_nemestrina ENSMNEG00000035589
macaca_mulatta ENSMMUG00000045277
macaca_fascicularis ENSMFAG00000039122
chlorocebus_sabaeus ENSCSAG00000012469
saimiri_boliviensis_boliviensis ENSSBOG00000022237
cebus_capucinus ENSCCAG00000026115
callithrix_jacchus ENSCJAG00000020558
aotus_nancymaae ENSANAG00000029322
carlito_syrichta ENSTSYG00000012195
propithecus_coquereli ENSPCOG00000025088
prolemur_simus ENSPSMG00000018968
microcebus_murinus ENSMICG00000029531
otolemur_garnettii ENSOGAG00000034193
castor_canadensis ENSCCNG00000009014
dipodomys_ordii ENSDORG00000015302
spermophilus_dauricus ENSSDAG00000024580
spermophilus_dauricus ENSSDAG00000024443
ictidomys_tridecemlineatus ENSSTOG00000020127
urocitellus_parryii ENSUPAG00010013503
marmota_marmota_marmota ENSMMMG00000008496
peromyscus_maniculatus_bairdii ENSPEMG00000005989
microtus_ochrogaster ENSMOCG00000021011
cricetulus_griseus_crigri-picr ENSCGRG00015010963
cricetulus_griseus_chok1gshd ENSCGRG00001023428
mesocricetus_auratus ENSMAUG00000013204
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026748
mus_musculus ENSMUSG00000051279
mus_spicilegus ENSMSIG00000030843
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025800
mus_pahari MGP_PahariEiJ_G0023923
rattus_norvegicus ENSRNOG00000007810
meriones_unguiculatus ENSMUGG00000023393
nannospalax_galili ENSNGAG00000010160
jaculus_jaculus ENSJJAG00000016433
chinchilla_lanigera ENSCLAG00000007858
octodon_degus ENSODEG00000002393
heterocephalus_glaber_female ENSHGLG00000008839
cavia_porcellus ENSCPOG00000010549
oryctolagus_cuniculus ENSOCUG00000008104
ochotona_princeps ENSOPRG00000008870
echinops_telfairi ENSETEG00000005773
ursus_americanus ENSUAMG00000000267
bos_mutus ENSBMUG00000002029
dasypus_novemcinctus ENSDNOG00000014670
loxodonta_africana ENSLAFG00000002540
tupaia_belangeri ENSTBEG00000001993
choloepus_hoffmanni ENSCHOG00000013665
capra_hircus ENSCHIG00000019581
bos_taurus ENSBTAG00000007687
sus_scrofa ENSSSCG00000034943
tursiops_truncatus ENSTTRG00000012362
equus_caballus ENSECAG00000006902
equus_asinus_asinus ENSEASG00005003314
mustela_putorius_furo ENSMPUG00000008770
neovison_vison ENSNVIG00000024289
canis_lupus_familiaris ENSCAFG00000009445
ailuropoda_melanoleuca ENSAMEG00000007280
panthera_pardus ENSPPRG00000016029
felis_catus ENSFCAG00000042626
pteropus_vampyrus ENSPVAG00000012320
phascolarctos_cinereus ENSPCIG00000033675
notamacropus_eugenii ENSMEUG00000012161
monodelphis_domestica ENSMODG00000006980
sarcophilus_harrisii ENSSHAG00000000032
bison_bison_bison ENSBBBG00000008331
ovis_aries ENSOARG00000005563
pelodiscus_sinensis ENSPSIG00000005119
mandrillus_leucophaeus ENSMLEG00000035468
pan_paniscus ENSPPAG00000036242
cynoglossus_semilaevis ENSCSEG00000009327
