ciona_savignyi ENSCSAVG00000007587
ciona_intestinalis ENSCING00000005470
cavia_aperea ENSCAPG00000012506
cavia_aperea ENSCAPG00000007212
otolemur_garnettii ENSOGAG00000029518
latimeria_chalumnae ENSLACG00000002702
takifugu_rubripes ENSTRUG00000015010
tetraodon_nigroviridis ENSTNIG00000012675
mola_mola ENSMMOG00000007140
cynoglossus_semilaevis ENSCSEG00000004778
periophthalmus_magnuspinnatus ENSPMGG00000023555
amphilophus_citrinellus ENSACIG00000013007
scophthalmus_maximus ENSSMAG00000005667
fundulus_heteroclitus ENSFHEG00000003182
cyprinodon_variegatus ENSCVAG00000015520
poecilia_formosa ENSPFOG00000013223
poecilia_mexicana ENSPMEG00000014789
poecilia_latipinna ENSPLAG00000023926
poecilia_reticulata ENSPREG00000022656
gambusia_affinis ENSGAFG00000014272
xiphophorus_maculatus ENSXMAG00000015392
kryptolebias_marmoratus ENSKMAG00000013689
oryzias_latipes_asm223469v1 ENSORLG00015007374
oryzias_latipes ENSORLG00000016650
oryzias_latipes ENSORLG00020008155
oryzias_melastigma ENSOMEG00000002985
pundamilia_nyererei ENSPNYG00000021636
astatotilapia_calliptera ENSACLG00000015833
haplochromis_burtoni ENSHBUG00000008050
neolamprologus_brichardi ENSNBRG00000011759
oreochromis_niloticus ENSONIG00000017841
amphiprion_ocellaris ENSAOCG00000015246
acanthochromis_polyacanthus ENSAPOG00000012858
stegastes_partitus ENSSPAG00000003159
monopterus_albus ENSMALG00000012264
mastacembelus_armatus ENSMAMG00000016805
anabas_testudineus ENSATEG00000022567
seriola_dumerili ENSSDUG00000016178
seriola_lalandi_dorsalis ENSSLDG00000005344
labrus_bergylta ENSLBEG00000008691
amphiprion_percula ENSAPEG00000022182
gasterosteus_aculeatus ENSGACG00000020059
hippocampus_comes ENSHCOG00000003805
gadus_morhua ENSGMOG00000002039
esox_lucius ENSELUG00000003080
pygocentrus_nattereri ENSPNAG00000029913
astyanax_mexicanus ENSAMXG00000031576
ictalurus_punctatus ENSIPUG00000023121
danio_rerio ENSDARG00000102571
scleropages_formosus ENSSFOG00015021604
paramormyrops_kingsleyae ENSPKIG00000014889
lepisosteus_oculatus ENSLOCG00000015749
maylandia_zebra ENSMZEG00005000627
gambusia_affinis ENSGAFG00000014250
eptatretus_burgeri ENSEBUG00000008465
pogona_vitticeps ENSPVIG00000023815
anolis_carolinensis ENSACAG00000014159
notechis_scutatus ENSNSUG00000017009
salvator_merianae ENSSMRG00000011201
sphenodon_punctatus ENSSPUG00000014735
apteryx_owenii ENSAOWG00000006578
apteryx_haastii ENSAHAG00000018228
apteryx_rowi ENSARWG00000011670
dromaius_novaehollandiae ENSDNVG00000011496
nothoprocta_perdicaria ENSNPEG00000013847
lonchura_striata_domestica ENSLSDG00000016597
taeniopygia_guttata ENSTGUG00000008438
serinus_canaria ENSSCAG00000007139
junco_hyemalis ENSJHYG00000011695
zonotrichia_albicollis ENSZALG00000010464
ficedula_albicollis ENSFALG00000010785
parus_major ENSPMJG00000012895
cyanistes_caeruleus ENSCCEG00000011522
lepidothrix_coronata ENSLCOG00000008094
manacus_vitellinus ENSMVIG00005002172
melopsittacus_undulatus ENSMUNG00000004331
calidris_pygmaea ENSCPGG00000007163
calidris_pugnax ENSCPUG00000002635
anser_brachyrhynchus ENSABRG00000011551
anas_platyrhynchos_platyrhynchos ENSAPLG00000004742
meleagris_gallopavo ENSMGAG00000011429
coturnix_japonica ENSCJPG00005005003
gallus_gallus ENSGALG00000011377
numida_meleagris ENSNMEG00000007609
crocodylus_porosus ENSCPRG00005019100
chelonoidis_abingdonii ENSCABG00000021045
gopherus_agassizii ENSGAGG00000018407
chrysemys_picta_bellii ENSCPBG00000001885
pelodiscus_sinensis ENSPSIG00000016560
notamacropus_eugenii ENSMEUG00000010064
phascolarctos_cinereus ENSPCIG00000028103
monodelphis_domestica ENSMODG00000008173
sarcophilus_harrisii ENSSHAG00000009501
ornithorhynchus_anatinus ENSOANG00000005010
equus_asinus_asinus ENSEASG00005019413
equus_caballus ENSECAG00000015390
vicugna_pacos ENSVPAG00000008709
capra_hircus ENSCHIG00000024629
capra_hircus ENSCHIG00000011583
ovis_aries ENSOARG00000016043
bos_taurus ENSBTAG00000019944
bos_mutus ENSBMUG00000020530
bison_bison_bison ENSBBBG00000018346
tursiops_truncatus ENSTTRG00000004385
sus_scrofa ENSSSCG00000030608
panthera_tigris_altaica ENSPTIG00000021175
panthera_pardus ENSPPRG00000015368
felis_catus ENSFCAG00000029864
mustela_putorius_furo ENSMPUG00000007214
neovison_vison ENSNVIG00000007476
canis_lupus_familiaris ENSCAFG00000006353
canis_lupus_dingo ENSCAFG00020023202
ursus_maritimus ENSUMAG00000003511
ursus_americanus ENSUAMG00000007428
ailuropoda_melanoleuca ENSAMEG00000002192
pteropus_vampyrus ENSPVAG00000009033
myotis_lucifugus ENSMLUG00000006036
vulpes_vulpes ENSVVUG00000019091
oryctolagus_cuniculus ENSOCUG00000004653
procavia_capensis ENSPCAG00000006147
loxodonta_africana ENSLAFG00000009463
mesocricetus_auratus ENSMAUG00000014524
rattus_norvegicus ENSRNOG00000021881
otolemur_garnettii ENSOGAG00000008469
erinaceus_europaeus ENSEEUG00000006498
aotus_nancymaae ENSANAG00000036362
cebus_capucinus ENSCCAG00000030526
rhinopithecus_bieti ENSRBIG00000039415
carlito_syrichta ENSTSYG00000004804
microcebus_murinus ENSMICG00000027575
otolemur_garnettii ENSOGAG00000027093
mus_spicilegus ENSMSIG00000016737
mus_spicilegus ENSMSIG00000024284
mus_musculus ENSMUSG00000036112
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016556
