sarcophilus_harrisii ENSSHAG00000015176
phascolarctos_cinereus ENSPCIG00000019297
monodelphis_domestica ENSMODG00000011510
echinops_telfairi ENSETEG00000016673
sorex_araneus ENSSARG00000000165
loxodonta_africana ENSLAFG00000027765
procavia_capensis ENSPCAG00000015680
dasypus_novemcinctus ENSDNOG00000007951
macaca_nemestrina ENSMNEG00000032767
macaca_mulatta ENSMMUG00000020225
macaca_fascicularis ENSMFAG00000043055
mandrillus_leucophaeus ENSMLEG00000040081
cercocebus_atys ENSCATG00000041610
papio_anubis ENSPANG00000001632
chlorocebus_sabaeus ENSCSAG00000006533
theropithecus_gelada ENSTGEG00000002203
colobus_angolensis_palliatus ENSCANG00000028693
piliocolobus_tephrosceles ENSPTEG00000007315
rhinopithecus_bieti ENSRBIG00000037872
rhinopithecus_roxellana ENSRROG00000032909
pan_paniscus ENSPPAG00000028078
pan_troglodytes ENSPTRG00000010549
homo_sapiens ENSG00000161860
gorilla_gorilla ENSGGOG00000003416
pongo_abelii ENSPPYG00000009614
nomascus_leucogenys ENSNLEG00000034095
cebus_capucinus ENSCCAG00000033990
saimiri_boliviensis_boliviensis ENSSBOG00000022841
callithrix_jacchus ENSCJAG00000004733
aotus_nancymaae ENSANAG00000036720
carlito_syrichta ENSTSYG00000036192
propithecus_coquereli ENSPCOG00000023390
microcebus_murinus ENSMICG00000016268
mus_musculus ENSMUSG00000003824
mus_spicilegus ENSMSIG00000013998
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032432
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031313
mus_pahari MGP_PahariEiJ_G0022918
rattus_norvegicus ENSRNOG00000003279
meriones_unguiculatus ENSMUGG00000014067
microtus_ochrogaster ENSMOCG00000016839
peromyscus_maniculatus_bairdii ENSPEMG00000016357
cricetulus_griseus_chok1gshd ENSCGRG00001013520
cricetulus_griseus_crigri ENSCGRG00000013890
mesocricetus_auratus ENSMAUG00000015586
nannospalax_galili ENSNGAG00000023150
jaculus_jaculus ENSJJAG00000021380
heterocephalus_glaber_male ENSHGLG00100012177
heterocephalus_glaber_female ENSHGLG00000009698
fukomys_damarensis ENSFDAG00000009353
cavia_aperea ENSCAPG00000006390
cavia_porcellus ENSCPOG00000033097
octodon_degus ENSODEG00000010928
chinchilla_lanigera ENSCLAG00000014420
castor_canadensis ENSCCNG00000018031
dipodomys_ordii ENSDORG00000009022
marmota_marmota_marmota ENSMMMG00000020981
urocitellus_parryii ENSUPAG00010008135
ictidomys_tridecemlineatus ENSSTOG00000008737
spermophilus_dauricus ENSSDAG00000008964
oryctolagus_cuniculus ENSOCUG00000012004
oryctolagus_cuniculus ENSOCUG00000027373
ochotona_princeps ENSOPRG00000004989
ovis_aries ENSOARG00000010112
capra_hircus ENSCHIG00000023183
bos_mutus ENSBMUG00000014874
bison_bison_bison ENSBBBG00000004849
bos_taurus ENSBTAG00000016213
tursiops_truncatus ENSTTRG00000003598
vicugna_pacos ENSVPAG00000006170
sus_scrofa ENSSSCG00000013740
ailuropoda_melanoleuca ENSAMEG00000012442
ursus_maritimus ENSUMAG00000006118
mustela_putorius_furo ENSMPUG00000004535
neovison_vison ENSNVIG00000003941
canis_lupus_familiaris ENSCAFG00000017099
canis_lupus_dingo ENSCAFG00020005308
vulpes_vulpes ENSVVUG00000024144
panthera_pardus ENSPPRG00000021729
panthera_tigris_altaica ENSPTIG00000011935
felis_catus ENSFCAG00000033195
pteropus_vampyrus ENSPVAG00000014713
myotis_lucifugus ENSMLUG00000004284
prolemur_simus ENSPSMG00000004731
ornithorhynchus_anatinus ENSOANG00000009076
pelodiscus_sinensis ENSPSIG00000012696
chrysemys_picta_bellii ENSCPBG00000023913
calidris_pugnax ENSCPUG00000001242
calidris_pygmaea ENSCPGG00000007926
anas_platyrhynchos_platyrhynchos ENSAPLG00000019816
anser_brachyrhynchus ENSABRG00000010299
numida_meleagris ENSNMEG00000014104
coturnix_japonica ENSCJPG00005003444
parus_major ENSPMJG00000003232
junco_hyemalis ENSJHYG00000017263
notechis_scutatus ENSNSUG00000015794
anolis_carolinensis ENSACAG00000008304
salvator_merianae ENSSMRG00000002800
xenopus_tropicalis ENSXETG00000033611
latimeria_chalumnae ENSLACG00000011225
