mola_mola ENSMMOG00000000779
cynoglossus_semilaevis ENSCSEG00000003403
amphiprion_ocellaris ENSAOCG00000007030
acanthochromis_polyacanthus ENSAPOG00000017952
stegastes_partitus ENSSPAG00000007139
pundamilia_nyererei ENSPNYG00000020353
maylandia_zebra ENSMZEG00005016652
haplochromis_burtoni ENSHBUG00000016547
kryptolebias_marmoratus ENSKMAG00000021698
monopterus_albus ENSMALG00000021479
labrus_bergylta ENSLBEG00000009372
scophthalmus_maximus ENSSMAG00000011661
oreochromis_niloticus ENSONIG00000010321
periophthalmus_magnuspinnatus ENSPMGG00000000843
danio_rerio ENSDARG00000078310
esox_lucius ENSELUG00000018239
tetraodon_nigroviridis ENSTNIG00000008798
phascolarctos_cinereus ENSPCIG00000012011
notamacropus_eugenii ENSMEUG00000001069
monodelphis_domestica ENSMODG00000018448
sarcophilus_harrisii ENSSHAG00000007850
castor_canadensis ENSCCNG00000023828
dipodomys_ordii ENSDORG00000000763
cricetulus_griseus_crigri ENSCGRG00000015517
cricetulus_griseus_crigri-picr ENSCGRG00015012022
cricetulus_griseus_chok1gshd ENSCGRG00001014886
mesocricetus_auratus ENSMAUG00000019396
microtus_ochrogaster ENSMOCG00000000593
peromyscus_maniculatus_bairdii ENSPEMG00000021742
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029838
mus_spicilegus ENSMSIG00000013711
mus_musculus ENSMUSG00000071226
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028805
mus_pahari MGP_PahariEiJ_G0022561
rattus_norvegicus ENSRNOG00000011566
meriones_unguiculatus ENSMUGG00000019042
nannospalax_galili ENSNGAG00000007203
jaculus_jaculus ENSJJAG00000014084
urocitellus_parryii ENSUPAG00010012462
ictidomys_tridecemlineatus ENSSTOG00000005912
spermophilus_dauricus ENSSDAG00000018862
marmota_marmota_marmota ENSMMMG00000023952
chinchilla_lanigera ENSCLAG00000011536
octodon_degus ENSODEG00000011494
cavia_porcellus ENSCPOG00000039328
cavia_aperea ENSCAPG00000010299
heterocephalus_glaber_female ENSHGLG00000007263
heterocephalus_glaber_male ENSHGLG00100007114
fukomys_damarensis ENSFDAG00000015647
oryctolagus_cuniculus ENSOCUG00000006950
ochotona_princeps ENSOPRG00000004530
pan_paniscus ENSPPAG00000039269
pan_troglodytes ENSPTRG00000014037
homo_sapiens ENSG00000099954
gorilla_gorilla ENSGGOG00000015014
pongo_abelii ENSPPYG00000011558
nomascus_leucogenys ENSNLEG00000007826
rhinopithecus_roxellana ENSRROG00000038673
rhinopithecus_bieti ENSRBIG00000028166
colobus_angolensis_palliatus ENSCANG00000036672
piliocolobus_tephrosceles ENSPTEG00000035079
theropithecus_gelada ENSTGEG00000001562
cercocebus_atys ENSCATG00000038099
papio_anubis ENSPANG00000000608
mandrillus_leucophaeus ENSMLEG00000029444
macaca_mulatta ENSMMUG00000006731
macaca_nemestrina ENSMNEG00000038417
macaca_fascicularis ENSMFAG00000033120
chlorocebus_sabaeus ENSCSAG00000014471
cebus_capucinus ENSCCAG00000033125
saimiri_boliviensis_boliviensis ENSSBOG00000022338
callithrix_jacchus ENSCJAG00000017253
aotus_nancymaae ENSANAG00000035159
carlito_syrichta ENSTSYG00000011846
prolemur_simus ENSPSMG00000015103
propithecus_coquereli ENSPCOG00000023230
microcebus_murinus ENSMICG00000010617
otolemur_garnettii ENSOGAG00000013872
capra_hircus ENSCHIG00000014517
ovis_aries ENSOARG00000013475
bos_mutus ENSBMUG00000008604
bison_bison_bison ENSBBBG00000008023
bos_taurus ENSBTAG00000009704
tursiops_truncatus ENSTTRG00000002383
sus_scrofa ENSSSCG00000000766
erinaceus_europaeus ENSEEUG00000012371
equus_asinus_asinus ENSEASG00005005371
equus_caballus ENSECAG00000010238
sorex_araneus ENSSARG00000003383
erinaceus_europaeus ENSEEUG00000008021
pteropus_vampyrus ENSPVAG00000012049
myotis_lucifugus ENSMLUG00000015021
ursus_maritimus ENSUMAG00000011446
ursus_americanus ENSUAMG00000017618
ailuropoda_melanoleuca ENSAMEG00000017510
neovison_vison ENSNVIG00000012632
mustela_putorius_furo ENSMPUG00000018104
