calidris_pygmaea ENSCPGG00000012189
calidris_pugnax ENSCPUG00000008992
calidris_pugnax ENSCPUG00000008995
taeniopygia_guttata ENSTGUG00000002122
lonchura_striata ENSLSDG00000016690
serinus_canaria ENSSCAG00000003951
cyanistes_caeruleus ENSCCEG00000013090
parus_major ENSPMJG00000009383
junco_hyemalis ENSJHYG00000006689
zonotrichia_albicollis ENSZALG00000004855
ficedula_albicollis ENSFALG00000003676
lepidothrix_coronata ENSLCOG00000001580
manacus_vitellinus ENSMVIG00005002460
zonotrichia_albicollis ENSZALG00000017479
melopsittacus_undulatus ENSMUNG00000011803
gallus_gallus ENSGALG00000010084
coturnix_japonica ENSCJPG00005007819
meleagris_gallopavo ENSMGAG00000007151
numida_meleagris ENSNMEG00000018066
anser_brachyrhynchus ENSABRG00000007971
anas_platyrhynchos ENSAPLG00000005049
apteryx_haastii ENSAHAG00000015932
apteryx_owenii ENSAOWG00000011867
apteryx_rowi ENSARWG00000001070
dromaius_novaehollandiae ENSDNVG00000018447
nothoprocta_perdicaria ENSNPEG00000004038
crocodylus_porosus ENSCPRG00005015834
gopherus_agassizii ENSGAGG00000019542
chelonoidis_abingdonii ENSCABG00000008722
chrysemys_picta ENSCPBG00000008943
pelodiscus_sinensis ENSPSIG00000013798
sphenodon_punctatus ENSSPUG00000001152
vombatus_ursinus ENSVURG00010023743
phascolarctos_cinereus ENSPCIG00000010019
notamacropus_eugenii ENSMEUG00000010333
sarcophilus_harrisii ENSSHAG00000003774
monodelphis_domestica ENSMODG00000015988
capra_hircus ENSCHIG00000018873
ovis_aries ENSOARG00000008710
bos_indicus ENSBIXG00000001954
bos_indicus ENSBIXG00005004936
bos_taurus ENSBTAG00000040215
bos_mutus ENSBMUG00000022022
bison_bison ENSBBBG00000015829
tursiops_truncatus ENSTTRG00000011287
sus_scrofa ENSSSCG00000003512
vicugna_pacos ENSVPAG00000007343
ursus_americanus ENSUAMG00000006620
ursus_americanus ENSUAMG00000006617
ursus_americanus ENSUAMG00000010058
ursus_maritimus ENSUMAG00000015096
ailuropoda_melanoleuca ENSAMEG00000002847
neovison_vison ENSNVIG00000015658
mustela_putorius ENSMPUG00000016068
canis_lupus ENSCAFG00020009953
canis_lupus ENSCAFG00000014975
vulpes_vulpes ENSVVUG00000029639
panthera_tigris ENSPTIG00000016730
panthera_pardus ENSPPRG00000011350
felis_catus ENSFCAG00000000802
pteropus_vampyrus ENSPVAG00000013869
myotis_lucifugus ENSMLUG00000000787
equus_caballus ENSECAG00000011147
equus_asinus ENSEASG00005011857
sorex_araneus ENSSARG00000003179
erinaceus_europaeus ENSEEUG00000000960
octodon_degus ENSODEG00000015879
octodon_degus ENSODEG00000014814
cavia_porcellus ENSCPOG00000013487
cavia_aperea ENSCAPG00000011433
chinchilla_lanigera ENSCLAG00000016985
heterocephalus_glaber ENSHGLG00000015724
heterocephalus_glaber ENSHGLG00100015026
fukomys_damarensis ENSFDAG00000004311
urocitellus_parryii ENSUPAG00010015827
spermophilus_dauricus ENSSDAG00000011868
ictidomys_tridecemlineatus ENSSTOG00000005127
marmota_marmota ENSMMMG00000019384
dipodomys_ordii ENSDORG00000005331
dipodomys_ordii ENSDORG00000029843
castor_canadensis ENSCCNG00000029673
castor_canadensis ENSCCNG00000023855
jaculus_jaculus ENSJJAG00000015250
jaculus_jaculus ENSJJAG00000019005
nannospalax_galili ENSNGAG00000011879
nannospalax_galili ENSNGAG00000021520
mus_spicilegus ENSMSIG00000012699
mus_spretus MGP_SPRETEiJ_G0027664
mus_musculus ENSMUSG00000028760
mus_caroli MGP_CAROLIEiJ_G0026684
mus_pahari MGP_PahariEiJ_G0029015
rattus_norvegicus ENSRNOG00000014368
meriones_unguiculatus ENSMUGG00000024331
microtus_ochrogaster ENSMOCG00000015735
peromyscus_maniculatus ENSPEMG00000019075
mesocricetus_auratus ENSMAUG00000009111
mesocricetus_auratus ENSMAUG00000016352
cricetulus_griseus ENSCGRG00000012487
cricetulus_griseus ENSCGRG00015023341
cricetulus_griseus ENSCGRG00001021343
oryctolagus_cuniculus ENSOCUG00000002451
ochotona_princeps ENSOPRG00000011002
tupaia_belangeri ENSTBEG00000001280
pan_paniscus ENSPPAG00000038299
pan_troglodytes ENSPTRG00000000297
homo_sapiens ENSG00000075151
gorilla_gorilla ENSGGOG00000005832
pongo_abelii ENSPPYG00000001764
nomascus_leucogenys ENSNLEG00000007976
papio_anubis ENSPANG00000017237
theropithecus_gelada ENSTGEG00000001480
cercocebus_atys ENSCATG00000034614
mandrillus_leucophaeus ENSMLEG00000042409
macaca_fascicularis ENSMFAG00000033446
macaca_mulatta ENSMMUG00000004149
macaca_nemestrina ENSMNEG00000035435
chlorocebus_sabaeus ENSCSAG00000000901
piliocolobus_tephrosceles ENSPTEG00000007407
colobus_angolensis ENSCANG00000007015
rhinopithecus_bieti ENSRBIG00000036003
rhinopithecus_roxellana ENSRROG00000041075
cebus_capucinus ENSCCAG00000033501
saimiri_boliviensis ENSSBOG00000026901
callithrix_jacchus ENSCJAG00000006258
aotus_nancymaae ENSANAG00000037410
carlito_syrichta ENSTSYG00000002604
prolemur_simus ENSPSMG00000001380
microcebus_murinus ENSMICG00000008548
propithecus_coquereli ENSPCOG00000000173
otolemur_garnettii ENSOGAG00000013147
choloepus_hoffmanni ENSCHOG00000006118
dasypus_novemcinctus ENSDNOG00000001924
loxodonta_africana ENSLAFG00000012534
procavia_capensis ENSPCAG00000005945
echinops_telfairi ENSETEG00000018847
ornithorhynchus_anatinus ENSOANG00000012444
calidris_pugnax ENSCPUG00000008994
paramormyrops_kingsleyae ENSPKIG00000010922
salvator_merianae ENSSMRG00000011757
anolis_carolinensis ENSACAG00000017755
pogona_vitticeps ENSPVIG00000017518
notechis_scutatus ENSNSUG00000018888
xenopus_tropicalis ENSXETG00000005606
clupea_harengus ENSCHAG00000011241
denticeps_clupeoides ENSDCDG00000005206
astyanax_mexicanus ENSAMXG00000024785
astyanax_mexicanus ENSAMXG00005010453
pygocentrus_nattereri ENSPNAG00000019346
electrophorus_electricus ENSEEEG00000008555
ictalurus_punctatus ENSIPUG00000020618
danio_rerio ENSDARG00000074331
scleropages_formosus ENSSFOG00015016664
paramormyrops_kingsleyae ENSPKIG00000010376
pygocentrus_nattereri ENSPNAG00000020215
electrophorus_electricus ENSEEEG00000015146
ictalurus_punctatus ENSIPUG00000013302
astyanax_mexicanus ENSAMXG00000004488
astyanax_mexicanus ENSAMXG00005000445
danio_rerio ENSDARG00000077215
denticeps_clupeoides ENSDCDG00000030046
clupea_harengus ENSCHAG00000009429
takifugu_rubripes ENSTRUG00000011593
tetraodon_nigroviridis ENSTNIG00000003169
oryzias_latipes ENSORLG00000017007
oryzias_latipes ENSORLG00015006137
oryzias_melastigma ENSOMEG00000015799
seriola_dumerili ENSSDUG00000018177
seriola_lalandi ENSSLDG00000018945
lates_calcarifer ENSLCAG00010009082
mastacembelus_armatus ENSMAMG00000002783
monopterus_albus ENSMALG00000002314
anabas_testudineus ENSATEG00000025156
betta_splendens ENSBSLG00000022550
acanthochromis_polyacanthus ENSAPOG00000012270
acanthochromis_polyacanthus ENSAPOG00000012338
amphiprion_ocellaris ENSAOCG00000011942
amphiprion_percula ENSAPEG00000019343
stegastes_partitus ENSSPAG00000010299
parambassis_ranga ENSPRNG00000013415
fundulus_heteroclitus ENSFHEG00000012583
cyprinodon_variegatus ENSCVAG00000016918
poecilia_formosa ENSPFOG00000016418
poecilia_latipinna ENSPLAG00000015334
poecilia_mexicana ENSPMEG00000003029
poecilia_reticulata ENSPREG00000013883
xiphophorus_maculatus ENSXMAG00000017701
gambusia_affinis ENSGAFG00000015571
kryptolebias_marmoratus ENSKMAG00000017233
maylandia_zebra ENSMZEG00005001359
haplochromis_burtoni ENSHBUG00000012960
pundamilia_nyererei ENSPNYG00000003941
neolamprologus_brichardi ENSNBRG00000010386
astatotilapia_calliptera ENSACLG00000002006
oreochromis_niloticus ENSONIG00000000697
amphilophus_citrinellus ENSACIG00000011915
gouania_willdenowi ENSGWIG00000014427
larimichthys_crocea ENSLCRG00005023581
labrus_bergylta ENSLBEG00000005966
cottoperca_gobio ENSCGOG00000010278
gasterosteus_aculeatus ENSGACG00000004607
mola_mola ENSMMOG00000013300
scophthalmus_maximus ENSSMAG00000002016
cynoglossus_semilaevis ENSCSEG00000013061
hippocampus_comes ENSHCOG00000001899
periophthalmus_magnuspinnatus ENSPMGG00000013068
gadus_morhua ENSGMOG00000000038
hucho_hucho ENSHHUG00000013185
hucho_hucho ENSHHUG00000039912
esox_lucius ENSELUG00000009920
paramormyrops_kingsleyae ENSPKIG00000010849
paramormyrops_kingsleyae ENSPKIG00000010906
scleropages_formosus ENSSFOG00015005193
pygocentrus_nattereri ENSPNAG00000014894
lepisosteus_oculatus ENSLOCG00000003549
erpetoichthys_calabaricus ENSECRG00000010358
callorhinchus_milii ENSCMIG00000004682
latimeria_chalumnae ENSLACG00000017636
ornithorhynchus_anatinus ENSOANG00000001929
eptatretus_burgeri ENSEBUG00000014169
