oryctolagus_cuniculus ENSOCUG00000000998
ochotona_princeps ENSOPRG00000007864
castor_canadensis ENSCCNG00000016292
castor_canadensis ENSCCNG00000001632
dipodomys_ordii ENSDORG00000008276
mus_spicilegus ENSMSIG00000000542
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016775
mus_musculus ENSMUSG00000025358
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015950
mus_pahari MGP_PahariEiJ_G0031134
rattus_norvegicus ENSRNOG00000006469
meriones_unguiculatus ENSMUGG00000022695
peromyscus_maniculatus_bairdii ENSPEMG00000009789
microtus_ochrogaster ENSMOCG00000005645
cricetulus_griseus_chok1gshd ENSCGRG00001013650
cricetulus_griseus_crigri ENSCGRG00000010044
cricetulus_griseus_crigri-picr ENSCGRG00015028199
mesocricetus_auratus ENSMAUG00000019327
nannospalax_galili ENSNGAG00000018808
jaculus_jaculus ENSJJAG00000004099
cavia_porcellus ENSCPOG00000009952
cavia_aperea ENSCAPG00000010919
chinchilla_lanigera ENSCLAG00000010351
octodon_degus ENSODEG00000003907
heterocephalus_glaber_male ENSHGLG00100013081
heterocephalus_glaber_female ENSHGLG00000007168
fukomys_damarensis ENSFDAG00000012728
urocitellus_parryii ENSUPAG00010015183
ictidomys_tridecemlineatus ENSSTOG00000000298
marmota_marmota_marmota ENSMMMG00000014134
spermophilus_dauricus ENSSDAG00000006365
pan_troglodytes ENSPTRG00000005070
pan_paniscus ENSPPAG00000034672
homo_sapiens ENSG00000123374
gorilla_gorilla ENSGGOG00000002312
pongo_abelii ENSPPYG00000004638
nomascus_leucogenys ENSNLEG00000017574
macaca_fascicularis ENSMFAG00000044700
macaca_nemestrina ENSMNEG00000044266
papio_anubis ENSPANG00000024987
chlorocebus_sabaeus ENSCSAG00000005281
theropithecus_gelada ENSTGEG00000012549
cercocebus_atys ENSCATG00000042921
mandrillus_leucophaeus ENSMLEG00000004017
rhinopithecus_roxellana ENSRROG00000030866
rhinopithecus_bieti ENSRBIG00000041957
colobus_angolensis_palliatus ENSCANG00000031360
macaca_mulatta ENSMMUG00000018817
aotus_nancymaae ENSANAG00000027529
aotus_nancymaae ENSANAG00000034385
cebus_capucinus ENSCCAG00000028131
callithrix_jacchus ENSCJAG00000007404
saimiri_boliviensis_boliviensis ENSSBOG00000035751
carlito_syrichta ENSTSYG00000030878
propithecus_coquereli ENSPCOG00000028348
prolemur_simus ENSPSMG00000024548
microcebus_murinus ENSMICG00000026391
otolemur_garnettii ENSOGAG00000007051
tupaia_belangeri ENSTBEG00000005123
ursus_maritimus ENSUMAG00000016257
ursus_americanus ENSUAMG00000014650
ailuropoda_melanoleuca ENSAMEG00000003168
neovison_vison ENSNVIG00000022106
canis_lupus_familiaris ENSCAFG00000000082
canis_lupus_dingo ENSCAFG00020026095
vulpes_vulpes ENSVVUG00000022126
ursus_maritimus ENSUMAG00000025299
ursus_americanus ENSUAMG00000023897
panthera_tigris_altaica ENSPTIG00000018583
panthera_pardus ENSPPRG00000007168
felis_catus ENSFCAG00000013973
erinaceus_europaeus ENSEEUG00000014081
bos_mutus ENSBMUG00000017451
bos_taurus ENSBTAG00000004021
bison_bison_bison ENSBBBG00000014128
