labrus_bergylta ENSLBEG00000010812
mola_mola ENSMMOG00000013569
scophthalmus_maximus ENSSMAG00000000984
cynoglossus_semilaevis ENSCSEG00000010655
gasterosteus_aculeatus ENSGACG00000002675
seriola_dumerili ENSSDUG00000020874
seriola_lalandi_dorsalis ENSSLDG00000021707
haplochromis_burtoni ENSHBUG00000001559
pundamilia_nyererei ENSPNYG00000002457
maylandia_zebra ENSMZEG00005026340
astatotilapia_calliptera ENSACLG00000005115
oreochromis_niloticus ENSONIG00000013627
amphilophus_citrinellus ENSACIG00000014987
mastacembelus_armatus ENSMAMG00000003988
monopterus_albus ENSMALG00000011994
anabas_testudineus ENSATEG00000006679
poecilia_latipinna ENSPLAG00000011624
poecilia_mexicana ENSPMEG00000005099
poecilia_reticulata ENSPREG00000010215
xiphophorus_maculatus ENSXMAG00000022429
xiphophorus_couchianus ENSXCOG00000018899
gambusia_affinis ENSGAFG00000017245
poecilia_formosa ENSPFOG00000001777
fundulus_heteroclitus ENSFHEG00000019385
kryptolebias_marmoratus ENSKMAG00000018685
oryzias_latipes ENSORLG00020016902
oryzias_latipes ENSORLG00000009754
oryzias_melastigma ENSOMEG00000006255
amphiprion_percula ENSAPEG00000022283
amphiprion_ocellaris ENSAOCG00000015474
acanthochromis_polyacanthus ENSAPOG00000016217
stegastes_partitus ENSSPAG00000000438
stegastes_partitus ENSSPAG00000020573
takifugu_rubripes ENSTRUG00000008868
hippocampus_comes ENSHCOG00000003772
periophthalmus_magnuspinnatus ENSPMGG00000023333
gadus_morhua ENSGMOG00000009525
esox_lucius ENSELUG00000016681
pygocentrus_nattereri ENSPNAG00000022811
astyanax_mexicanus ENSAMXG00000043278
ictalurus_punctatus ENSIPUG00000014770
danio_rerio ENSDARG00000044437
scleropages_formosus ENSSFOG00015006092
anolis_carolinensis ENSACAG00000022691
anolis_carolinensis ENSACAG00000027570
pogona_vitticeps ENSPVIG00000010608
salvator_merianae ENSSMRG00000010598
sphenodon_punctatus ENSSPUG00000002930
chrysemys_picta_bellii ENSCPBG00000023649
chelonoidis_abingdonii ENSCABG00000021404
chelonoidis_abingdonii ENSCABG00000020142
pelodiscus_sinensis ENSPSIG00000005587
mus_musculus ENSMUSG00000024791
mus_spicilegus ENSMSIG00000030228
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023504
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022593
mus_pahari MGP_PahariEiJ_G0014087
rattus_norvegicus ENSRNOG00000046635
meriones_unguiculatus ENSMUGG00000020252
peromyscus_maniculatus_bairdii ENSPEMG00000027464
peromyscus_maniculatus_bairdii ENSPEMG00000030960
microtus_ochrogaster ENSMOCG00000015483
cricetulus_griseus_crigri ENSCGRG00000001446
cricetulus_griseus_chok1gshd ENSCGRG00001017199
cricetulus_griseus_crigri-picr ENSCGRG00015014135
mesocricetus_auratus ENSMAUG00000014137
nannospalax_galili ENSNGAG00000015752
spermophilus_dauricus ENSSDAG00000007315
marmota_marmota_marmota ENSMMMG00000009575
urocitellus_parryii ENSUPAG00010010311
ictidomys_tridecemlineatus ENSSTOG00000028787
dipodomys_ordii ENSDORG00000023965
chinchilla_lanigera ENSCLAG00000016509
octodon_degus ENSODEG00000014306
heterocephalus_glaber_male ENSHGLG00100013449
heterocephalus_glaber_female ENSHGLG00000011367
fukomys_damarensis ENSFDAG00000018633
cavia_porcellus ENSCPOG00000006754
ochotona_princeps ENSOPRG00000009739
oryctolagus_cuniculus ENSOCUG00000000809
castor_canadensis ENSCCNG00000024940
jaculus_jaculus ENSJJAG00000024017
tupaia_belangeri ENSTBEG00000003765
pan_troglodytes ENSPTRG00000003860
pan_paniscus ENSPPAG00000027263
gorilla_gorilla ENSGGOG00000026067
homo_sapiens ENSG00000146670
pongo_abelii ENSPPYG00000003083
nomascus_leucogenys ENSNLEG00000005472
papio_anubis ENSPANG00000015655
chlorocebus_sabaeus ENSCSAG00000007601
macaca_nemestrina ENSMNEG00000036001
macaca_mulatta ENSMMUG00000018767
macaca_fascicularis ENSMFAG00000045080
mandrillus_leucophaeus ENSMLEG00000031415
cercocebus_atys ENSCATG00000044521
theropithecus_gelada ENSTGEG00000010016
rhinopithecus_roxellana ENSRROG00000029745
rhinopithecus_roxellana ENSRROG00000022763
rhinopithecus_roxellana ENSRROG00000034115
colobus_angolensis_palliatus ENSCANG00000015200
piliocolobus_tephrosceles ENSPTEG00000033623
piliocolobus_tephrosceles ENSPTEG00000023123
rhinopithecus_bieti ENSRBIG00000027940
callithrix_jacchus ENSCJAG00000002502
aotus_nancymaae ENSANAG00000030244
saimiri_boliviensis_boliviensis ENSSBOG00000025563
cebus_capucinus ENSCCAG00000016592
aotus_nancymaae ENSANAG00000026648
carlito_syrichta ENSTSYG00000005686
propithecus_coquereli ENSPCOG00000017707
microcebus_murinus ENSMICG00000001291
prolemur_simus ENSPSMG00000000849
otolemur_garnettii ENSOGAG00000014984
pteropus_vampyrus ENSPVAG00000007908
myotis_lucifugus ENSMLUG00000015326
equus_asinus_asinus ENSEASG00005018223
equus_caballus ENSECAG00000019578
bos_mutus ENSBMUG00000003447
bison_bison_bison ENSBBBG00000019360
capra_hircus ENSCHIG00000013142
ovis_aries ENSOARG00000012000
bos_taurus ENSBTAG00000026971
tursiops_truncatus ENSTTRG00000017240
sus_scrofa ENSSSCG00000013008
erinaceus_europaeus ENSEEUG00000010006
ursus_maritimus ENSUMAG00000008051
ursus_americanus ENSUAMG00000012263
ailuropoda_melanoleuca ENSAMEG00000017709
neovison_vison ENSNVIG00000017823
mustela_putorius_furo ENSMPUG00000012349
canis_lupus_dingo ENSCAFG00020014927
canis_lupus_familiaris ENSCAFG00000013980
vulpes_vulpes ENSVVUG00000027482
panthera_pardus ENSPPRG00000024323
panthera_tigris_altaica ENSPTIG00000008589
felis_catus ENSFCAG00000028197
dasypus_novemcinctus ENSDNOG00000045301
procavia_capensis ENSPCAG00000014967
loxodonta_africana ENSLAFG00000001680
echinops_telfairi ENSETEG00000006417
sarcophilus_harrisii ENSSHAG00000002192
ornithorhynchus_anatinus ENSOANG00000020139
xenopus_tropicalis ENSXETG00000023094
latimeria_chalumnae ENSLACG00000006149
