mola_mola ENSMMOG00000009516
labrus_bergylta ENSLBEG00000011299
pundamilia_nyererei ENSPNYG00000023293
maylandia_zebra ENSMZEG00005001773
neolamprologus_brichardi ENSNBRG00000007122
amphilophus_citrinellus ENSACIG00000021576
fundulus_heteroclitus ENSFHEG00000008605
scophthalmus_maximus ENSSMAG00000005522
periophthalmus_magnuspinnatus ENSPMGG00000020980
mastacembelus_armatus ENSMAMG00000018789
vulpes_vulpes ENSVVUG00000010662
canis_lupus_dingo ENSCAFG00020005697
neovison_vison ENSNVIG00000023487
panthera_pardus ENSPPRG00000011502
erinaceus_europaeus ENSEEUG00000010082
marmota_marmota_marmota ENSMMMG00000024180
cavia_aperea ENSCAPG00000012526
theropithecus_gelada ENSTGEG00000016529
piliocolobus_tephrosceles ENSPTEG00000022805
piliocolobus_tephrosceles ENSPTEG00000006584
pan_paniscus ENSPPAG00000044062
saimiri_boliviensis_boliviensis ENSSBOG00000019068
carlito_syrichta ENSTSYG00000027742
phascolarctos_cinereus ENSPCIG00000011796
