pan_troglodytes ENSPTRG00000040424
pan_paniscus ENSPPAG00000031207
homo_sapiens ENSG00000280670
nomascus_leucogenys ENSNLEG00000014518
macaca_nemestrina ENSMNEG00000026654
macaca_mulatta ENSMMUG00000037829
cercocebus_atys ENSCATG00000044698
macaca_fascicularis ENSMFAG00000038654
mandrillus_leucophaeus ENSMLEG00000035091
papio_anubis ENSPANG00000031254
colobus_angolensis_palliatus ENSCANG00000032570
carlito_syrichta ENSTSYG00000026401
propithecus_coquereli ENSPCOG00000027692
prolemur_simus ENSPSMG00000003070
castor_canadensis ENSCCNG00000023571
bos_mutus ENSBMUG00000017350
bison_bison_bison ENSBBBG00000008918
panthera_tigris_altaica ENSPTIG00000005813
panthera_pardus ENSPPRG00000014289
felis_catus ENSFCAG00000039010
