salvator_merianae ENSSMRG00000019464
notechis_scutatus ENSNSUG00000009088
notechis_scutatus ENSNSUG00000009087
gopherus_agassizii ENSGAGG00000022467
chelonoidis_abingdonii ENSCABG00000000678
chrysemys_picta_bellii ENSCPBG00000014758
pelodiscus_sinensis ENSPSIG00000015892
crocodylus_porosus ENSCPRG00005006269
phascolarctos_cinereus ENSPCIG00000017918
notamacropus_eugenii ENSMEUG00000013596
sarcophilus_harrisii ENSSHAG00000017478
monodelphis_domestica ENSMODG00000023272
pan_troglodytes ENSPTRG00000041060
pan_paniscus ENSPPAG00000022012
homo_sapiens ENSG00000183260
gorilla_gorilla ENSGGOG00000000569
pongo_abelii ENSPPYG00000011250
nomascus_leucogenys ENSNLEG00000019168
cercocebus_atys ENSCATG00000022619
mandrillus_leucophaeus ENSMLEG00000037173
macaca_fascicularis ENSMFAG00000045493
macaca_mulatta ENSMMUG00000011854
macaca_nemestrina ENSMNEG00000001491
theropithecus_gelada ENSTGEG00000017284
theropithecus_gelada ENSTGEG00000010557
papio_anubis ENSPANG00000021159
chlorocebus_sabaeus ENSCSAG00000018733
piliocolobus_tephrosceles ENSPTEG00000004235
rhinopithecus_bieti ENSRBIG00000028689
saimiri_boliviensis_boliviensis ENSSBOG00000033830
callithrix_jacchus ENSCJAG00000010499
aotus_nancymaae ENSANAG00000021229
oryctolagus_cuniculus ENSOCUG00000023082
prolemur_simus ENSPSMG00000001345
otolemur_garnettii ENSOGAG00000030985
peromyscus_maniculatus_bairdii ENSPEMG00000016010
microtus_ochrogaster ENSMOCG00000009364
cricetulus_griseus_chok1gshd ENSCGRG00001014533
cricetulus_griseus_crigri ENSCGRG00000019979
cricetulus_griseus_crigri-picr ENSCGRG00015017658
mesocricetus_auratus ENSMAUG00000009336
mus_spicilegus ENSMSIG00000012732
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025736
mus_musculus ENSMUSG00000055882
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024809
mus_pahari MGP_PahariEiJ_G0026257
rattus_norvegicus ENSRNOG00000015067
meriones_unguiculatus ENSMUGG00000003025
meriones_unguiculatus ENSMUGG00000004761
jaculus_jaculus ENSJJAG00000013588
urocitellus_parryii ENSUPAG00010003740
ictidomys_tridecemlineatus ENSSTOG00000019710
marmota_marmota_marmota ENSMMMG00000001062
cavia_porcellus ENSCPOG00000014395
cavia_aperea ENSCAPG00000003471
octodon_degus ENSODEG00000019323
chinchilla_lanigera ENSCLAG00000009029
dipodomys_ordii ENSDORG00000026158
neovison_vison ENSNVIG00000019083
mustela_putorius_furo ENSMPUG00000020179
ursus_americanus ENSUAMG00000000472
canis_lupus_dingo ENSCAFG00020001985
canis_lupus_familiaris ENSCAFG00000029781
panthera_pardus ENSPPRG00000023040
panthera_pardus ENSPPRG00000023425
equus_asinus_asinus ENSEASG00005023154
equus_caballus ENSECAG00000019623
pteropus_vampyrus ENSPVAG00000009335
myotis_lucifugus ENSMLUG00000000523
capra_hircus ENSCHIG00000002136
ovis_aries ENSOARG00000009892
bos_taurus ENSBTAG00000031906
bos_mutus ENSBMUG00000017494
bison_bison_bison ENSBBBG00000004494
tursiops_truncatus ENSTTRG00000013049
sus_scrofa ENSSSCG00000035915
erinaceus_europaeus ENSEEUG00000008398
dasypus_novemcinctus ENSDNOG00000041507
loxodonta_africana ENSLAFG00000004457
