scleropages_formosus ENSSFOG00015008839
paramormyrops_kingsleyae ENSPKIG00000012974
mastacembelus_armatus ENSMAMG00000007568
monopterus_albus ENSMALG00000018606
anabas_testudineus ENSATEG00000006970
seriola_dumerili ENSSDUG00000015606
seriola_lalandi_dorsalis ENSSLDG00000014362
takifugu_rubripes ENSTRUG00000025485
mola_mola ENSMMOG00000011454
fundulus_heteroclitus ENSFHEG00000012458
cyprinodon_variegatus ENSCVAG00000015870
poecilia_formosa ENSPFOG00000004812
poecilia_mexicana ENSPMEG00000020516
poecilia_latipinna ENSPLAG00000011027
poecilia_reticulata ENSPREG00000000062
xiphophorus_maculatus ENSXMAG00000024310
gambusia_affinis ENSGAFG00000013230
kryptolebias_marmoratus ENSKMAG00000008767
oryzias_latipes ENSORLG00020011181
oryzias_latipes ENSORLG00000022786
oryzias_latipes_asm223469v1 ENSORLG00015010496
oryzias_melastigma ENSOMEG00000020552
stegastes_partitus ENSSPAG00000011070
maylandia_zebra ENSMZEG00005012824
astatotilapia_calliptera ENSACLG00000002863
haplochromis_burtoni ENSHBUG00000018238
pundamilia_nyererei ENSPNYG00000019919
neolamprologus_brichardi ENSNBRG00000010223
amphilophus_citrinellus ENSACIG00000017957
gasterosteus_aculeatus ENSGACG00000016589
hippocampus_comes ENSHCOG00000011437
gadus_morhua ENSGMOG00000007622
esox_lucius ENSELUG00000009372
danio_rerio ENSDARG00000100949
lepisosteus_oculatus ENSLOCG00000005551
