anabas_testudineus ENSATEG00000018986
monopterus_albus ENSMALG00000011039
takifugu_rubripes ENSTRUG00000004149
tetraodon_nigroviridis ENSTNIG00000005954
mola_mola ENSMMOG00000009785
labrus_bergylta ENSLBEG00000016534
cynoglossus_semilaevis ENSCSEG00000017245
seriola_dumerili ENSSDUG00000012533
seriola_lalandi_dorsalis ENSSLDG00000023672
scophthalmus_maximus ENSSMAG00000012344
gasterosteus_aculeatus ENSGACG00000018620
amphiprion_ocellaris ENSAOCG00000003558
amphiprion_percula ENSAPEG00000009068
acanthochromis_polyacanthus ENSAPOG00000013317
stegastes_partitus ENSSPAG00000022628
maylandia_zebra ENSMZEG00005006324
pundamilia_nyererei ENSPNYG00000000093
astatotilapia_calliptera ENSACLG00000023332
haplochromis_burtoni ENSHBUG00000001870
neolamprologus_brichardi ENSNBRG00000020777
oreochromis_niloticus ENSONIG00000017596
amphilophus_citrinellus ENSACIG00000021813
mastacembelus_armatus ENSMAMG00000015907
xiphophorus_maculatus ENSXMAG00000023938
gambusia_affinis ENSGAFG00000001241
poecilia_formosa ENSPFOG00000001056
poecilia_mexicana ENSPMEG00000009416
poecilia_latipinna ENSPLAG00000000919
poecilia_reticulata ENSPREG00000022209
cyprinodon_variegatus ENSCVAG00000000495
fundulus_heteroclitus ENSFHEG00000015792
kryptolebias_marmoratus ENSKMAG00000014790
oryzias_latipes ENSORLG00000024701
oryzias_latipes ENSORLG00020018949
oryzias_latipes_asm223469v1 ENSORLG00015013745
oryzias_melastigma ENSOMEG00000015432
hippocampus_comes ENSHCOG00000004089
periophthalmus_magnuspinnatus ENSPMGG00000002351
esox_lucius ENSELUG00000009708
pygocentrus_nattereri ENSPNAG00000020062
astyanax_mexicanus ENSAMXG00000043557
ictalurus_punctatus ENSIPUG00000021981
danio_rerio ENSDARG00000010553
paramormyrops_kingsleyae ENSPKIG00000021318
scleropages_formosus ENSSFOG00015012266
paramormyrops_kingsleyae ENSPKIG00000024771
lepisosteus_oculatus ENSLOCG00000011507
phascolarctos_cinereus ENSPCIG00000023454
sarcophilus_harrisii ENSSHAG00000007457
monodelphis_domestica ENSMODG00000024732
ornithorhynchus_anatinus ENSOANG00000011681
chelonoidis_abingdonii ENSCABG00000009560
gopherus_agassizii ENSGAGG00000024594
chrysemys_picta_bellii ENSCPBG00000026016
ficedula_albicollis ENSFALG00000004311
lepidothrix_coronata ENSLCOG00000002119
junco_hyemalis ENSJHYG00000015086
lonchura_striata_domestica ENSLSDG00000005316
taeniopygia_guttata ENSTGUG00000002897
parus_major ENSPMJG00000009082
calidris_pygmaea ENSCPGG00000009851
gallus_gallus ENSGALG00000027199
coturnix_japonica ENSCJPG00005016334
anas_platyrhynchos_platyrhynchos ENSAPLG00000018112
salvator_merianae ENSSMRG00000013209
anolis_carolinensis ENSACAG00000012693
sphenodon_punctatus ENSSPUG00000014875
pogona_vitticeps ENSPVIG00000020438
pelodiscus_sinensis ENSPSIG00000009513
taeniopygia_guttata ENSTGUG00000014786
serinus_canaria ENSSCAG00000010163
cyanistes_caeruleus ENSCCEG00000012079
zonotrichia_albicollis ENSZALG00000013969
manacus_vitellinus ENSMVIG00005008277
melopsittacus_undulatus ENSMUNG00000013223
calidris_pugnax ENSCPUG00000014906
dromaius_novaehollandiae ENSDNVG00000017107
apteryx_owenii ENSAOWG00000003377
apteryx_rowi ENSARWG00000016056
apteryx_haastii ENSAHAG00000017928
nothoprocta_perdicaria ENSNPEG00000003718
meleagris_gallopavo ENSMGAG00000003433
numida_meleagris ENSNMEG00000020260
crocodylus_porosus ENSCPRG00005008043
notechis_scutatus ENSNSUG00000002086
equus_asinus_asinus ENSEASG00005007006
equus_caballus ENSECAG00000036257
equus_caballus ENSECAG00000004124
equus_asinus_asinus ENSEASG00005003527
pteropus_vampyrus ENSPVAG00000001886
ursus_americanus ENSUAMG00000003024
ursus_maritimus ENSUMAG00000009772
neovison_vison ENSNVIG00000001915
mustela_putorius_furo ENSMPUG00000002067
canis_lupus_dingo ENSCAFG00020024723
panthera_pardus ENSPPRG00000015945
