ENSABRP00000015603	ENSABRG00000013685	Anser_brachyrhynchus	ENSABRT00000022212
ENSAPLP00000004465	ENSAPLG00000004918	Anas_platyrhynchos_platyrhynchos
ENSGALP00000066638	ENSGALG00000036504	Gallus_gallus
ENSMGAP00000014348	ENSMGAG00000013574	Meleagris_gallopavo
ENSNMEP00000019723	ENSNMEG00000016981	Numida_meleagris
ENSPMJP00000002534	ENSPMJG00000002153	Parus_major
ENSCCEP00000013828	ENSCCEG00000013235	Cyanistes_caeruleus
ENSFALP00000003597	ENSFALG00000003456	Ficedula_albicollis
ENSMVIP00005012910	ENSMVIG00005009382	Manacus_vitellinus
ENSPSIP00000017273	ENSPSIG00000015310	Pelodiscus_sinensis
ENSPVIP00000010659	ENSPVIG00000008443	Pogona_vitticeps
ENSVURP00010023652	ENSVURG00010018124	Vombatus_ursinus
ENSMEUP00000005256	ENSMEUG00000005756	Notamacropus_eugenii
ENSSHAP00000017782	ENSSHAG00000015097	Sarcophilus_harrisii
ENSMODP00000038585	ENSMODG00000025739	Monodelphis_domestica
ENSSDAP00000023272	ENSSDAG00000021187	Spermophilus_dauricus
ENSUPAP00010011074	ENSUPAG00010008924	Urocitellus_parryii
ENSSTOP00000028253	ENSSTOG00000031022	Ictidomys_tridecemlineatus
ENSMMMP00000023440	ENSMMMG00000020503	Marmota_marmota_marmota
ENSCPOP00000011808	ENSCPOG00000013118	Cavia_porcellus
ENSCAPP00000003289	ENSCAPG00000006092	Cavia_aperea
ENSODEP00000018962	ENSODEG00000013986	Octodon_degus
ENSCLAP00000005695	ENSCLAG00000004039	Chinchilla_lanigera
ENSHGLP00000014150	ENSHGLG00000010109	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013428	ENSHGLG00100009933	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000018379	ENSFDAG00000009884	Fukomys_damarensis
ENSMSIP00000029611	ENSMSIG00000024836	Mus_spicilegus
MGP_SPRETEiJ_P0034020	MGP_SPRETEiJ_G0018685	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000035376	ENSMUSG00000021098	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0032512	MGP_CAROLIEiJ_G0017838	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082624	MGP_PahariEiJ_G0029596	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000045806	ENSRNOG00000031655	Rattus_norvegicus
ENSMUGP00000023423	ENSMUGG00000019587	Meriones_unguiculatus
ENSCGRP00015036015	ENSCGRG00015027016	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001021497	ENSCGRG00001020319	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000023729	ENSCGRG00000017194	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000018082	ENSMAUG00000016740	Mesocricetus_auratus
ENSPEMP00000026397	ENSPEMG00000022526	Peromyscus_maniculatus_bairdii
ENSNGAP00000015543	ENSNGAG00000016529	Nannospalax_galili
ENSCCNP00000001638	ENSCCNG00000001804	Castor_canadensis
ENSOCUP00000004102	ENSOCUG00000004745	Oryctolagus_cuniculus
ENSOPRP00000011897	ENSOPRG00000013028	Ochotona_princeps
ENSPPAP00000023073	ENSPPAG00000034713	Pan_paniscus
ENSPTRP00000010875	ENSPTRG00000006408	Pan_troglodytes
ENSP00000324920	ENSG00000179008	Homo_sapiens
ENSGGOP00000010384	ENSGGOG00000010643	Gorilla_gorilla
ENSPPYP00000006673	ENSPPYG00000005872	Pongo_abelii
ENSNLEP00000016682	ENSNLEG00000013735	Nomascus_leucogenys
ENSRROP00000044023	ENSRROG00000045016	Rhinopithecus_roxellana
ENSRBIP00000016862	ENSRBIG00000032457	Rhinopithecus_bieti
ENSPTEP00000000766	ENSPTEG00000000884	Piliocolobus_tephrosceles
ENSCANP00000014535	ENSCANG00000030719	Colobus_angolensis_palliatus
ENSMNEP00000002855	ENSMNEG00000013292	Macaca_nemestrina
ENSMMUP00000003779	ENSMMUG00000002828	Macaca_mulatta
ENSMFAP00000000637	ENSMFAG00000040949	Macaca_fascicularis
ENSCSAP00000010320	ENSCSAG00000014189	Chlorocebus_sabaeus
ENSTGEP00000018355	ENSTGEG00000014812	Theropithecus_gelada
ENSPANP00000030909	ENSPANG00000016606	Papio_anubis
ENSCATP00000037801	ENSCATG00000041613	Cercocebus_atys
ENSMLEP00000029785	ENSMLEG00000039089	Mandrillus_leucophaeus
ENSCCAP00000031368	ENSCCAG00000033742	Cebus_capucinus_imitator
ENSCJAP00000035485	ENSCJAG00000019107	Callithrix_jacchus
ENSSBOP00000030928	ENSSBOG00000031723	Saimiri_boliviensis_boliviensis
ENSANAP00000005651	ENSANAG00000020907	Aotus_nancymaae
ENSTSYP00000003317	ENSTSYG00000003606	Carlito_syrichta
ENSPCOP00000010993	ENSPCOG00000016983	Propithecus_coquereli
ENSPSMP00000037466	ENSPSMG00000025754	Prolemur_simus
ENSMICP00000014953	ENSMICG00000016397	Microcebus_murinus
ENSOGAP00000005187	ENSOGAG00000005798	Otolemur_garnettii
ENSTBEP00000014716	ENSTBEG00000016914	Tupaia_belangeri
ENSECAP00000052062	ENSECAG00000022230	Equus_caballus
ENSEEUP00000013559	ENSEEUG00000014836	Erinaceus_europaeus
ENSNVIP00000008057	ENSNVIG00000006397	Neovison_vison
ENSMPUP00000006274	ENSMPUG00000006328	Mustela_putorius_furo
ENSAMEP00000003101	ENSAMEG00000002940	Ailuropoda_melanoleuca
ENSCAFP00000022950	ENSCAFG00000015614	Canis_lupus_familiaris
ENSCAFP00020009996	ENSCAFG00020008114	Canis_lupus_dingo
ENSVVUP00000041423	ENSVVUG00000029483	Vulpes_vulpes
ENSPTIP00000004274	ENSPTIG00000006823	Panthera_tigris_altaica
ENSPPRP00000018152	ENSPPRG00000009900	Panthera_pardus
ENSFCAP00000024547	ENSFCAG00000028111	Felis_catus
ENSBIXP00000021121	ENSBIXG00000004890	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003425	ENSBIXG00005009629	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000033842	ENSBMUG00000025219	Bos_mutus
ENSBBBP00000025378	ENSBBBG00000020548	Bison_bison_bison
ENSOARP00000022707	ENSOARG00000021127	Ovis_aries
ENSTTRP00000003510	ENSTTRG00000003738	Tursiops_truncatus
ENSSSCP00000045010	ENSSSCG00000005085	Sus_scrofa_strain_reference
ENSVPAP00000007308	ENSVPAG00000007854	Vicugna_pacos
ENSMLUP00000012035	ENSMLUG00000013215	Myotis_lucifugus
ENSPVAP00000014997	ENSPVAG00000015893	Pteropus_vampyrus
ENSSARP00000007937	ENSSARG00000008771	Sorex_araneus
ENSCHOP00000007835	ENSCHOG00000008849	Choloepus_hoffmanni
ENSLAFP00000009798	ENSLAFG00000011723	Loxodonta_africana
ENSPCAP00000004966	ENSPCAG00000005287	Procavia_capensis
ENSETEP00000005636	ENSETEG00000006950	Echinops_telfairi
ENSOANP00000018793	ENSOANG00000011859	Ornithorhynchus_anatinus
ENSLACP00000022466	ENSLACG00000022366	Latimeria_chalumnae
